1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1963:Q1,55.00,11.00,-3264.00,-338.00,0.00,44.00,-6720.00,628.00,628.00,0.00,-132.00,3220.00,-92.00,3312.00,1688.00,1624.00,0.00,0.00,0.00,116.00,0.00,0.00,0.00,116.00,0.00,-82.00,0.00,-82.00,-3636.00,-1172.00,-1880.00,4304.00,1104.00,240.00,864.00,0.00,0.00,-292.00,3492.00,0.00,0.00,0.00,-4888.00,44.00,-4932.00,-328.00
1963:Q2,55.00,11.00,3212.00,-768.00,0.00,36.00,1660.00,-392.00,-392.00,0.00,-452.00,3232.00,-24.00,3256.00,6960.00,-3704.00,0.00,0.00,0.00,-120.00,0.00,0.00,0.00,-120.00,0.00,16.00,0.00,16.00,3184.00,256.00,-1636.00,3892.00,32.00,-284.00,316.00,0.00,0.00,0.00,3860.00,0.00,0.00,0.00,672.00,12.00,660.00,16.00
1963:Q3,55.00,11.00,2556.00,-364.00,0.00,4.00,-812.00,1476.00,1476.00,0.00,-408.00,2720.00,-28.00,2748.00,-15016.00,17764.00,0.00,0.00,0.00,120.00,0.00,0.00,0.00,120.00,0.00,-180.00,0.00,-180.00,2496.00,-8.00,2764.00,-204.00,248.00,76.00,172.00,0.00,0.00,-156.00,-296.00,0.00,0.00,0.00,-56.00,24.00,-80.00,-16.00
1963:Q4,59.00,11.00,5900.00,-180.00,0.00,-40.00,4660.00,-1736.00,-1736.00,0.00,-196.00,3316.00,216.00,3100.00,-11300.00,14400.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,8.00,0.00,68.00,0.00,68.00,6136.00,-696.00,-288.00,3208.00,-328.00,-108.00,-220.00,0.00,0.00,144.00,3392.00,0.00,0.00,0.00,3912.00,40.00,3872.00,284.00
1964:Q1,-449.00,12.00,-528.00,264.00,0.00,4.00,-4412.00,96.00,96.00,0.00,884.00,2256.00,-120.00,2376.00,-15176.00,17552.00,0.00,0.00,0.00,-128.00,0.00,0.00,0.00,-128.00,0.00,508.00,0.00,508.00,-992.00,1416.00,144.00,2296.00,1164.00,216.00,948.00,0.00,0.00,-168.00,1300.00,0.00,0.00,0.00,-4848.00,44.00,-4892.00,-925.00
1964:Q2,-465.00,12.00,1956.00,-512.00,0.00,-4.00,544.00,96.00,96.00,0.00,228.00,2176.00,-68.00,2244.00,-8968.00,11212.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-572.00,0.00,-572.00,1908.00,-740.00,1496.00,568.00,-220.00,-96.00,-124.00,0.00,0.00,88.00,700.00,0.00,0.00,0.00,584.00,20.00,564.00,-525.00
1964:Q3,-465.00,12.00,4888.00,102.00,0.00,-100.00,-264.00,56.00,56.00,0.00,268.00,4312.00,144.00,4168.00,-816.00,4984.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,8.00,0.00,506.00,0.00,506.00,4848.00,1708.00,-604.00,2852.00,-436.00,172.00,-608.00,0.00,0.00,-84.00,3372.00,0.00,0.00,0.00,892.00,20.00,872.00,-517.00
1964:Q4,-489.00,12.00,7168.00,114.00,0.00,-592.00,4156.00,252.00,252.00,0.00,500.00,2908.00,0.00,2908.00,4308.00,-1400.00,0.00,0.00,0.00,112.00,0.00,0.00,0.00,112.00,0.00,-282.00,0.00,-282.00,9584.00,820.00,56.00,2492.00,872.00,712.00,160.00,0.00,0.00,376.00,1244.00,0.00,0.00,0.00,6216.00,24.00,6192.00,1915.00
1965:Q1,23.00,14.00,-2192.00,-3196.00,0.00,-60.00,-5968.00,-188.00,-188.00,0.00,44.00,6612.00,136.00,6476.00,3128.00,3348.00,0.00,0.00,0.00,-60.00,0.00,0.00,0.00,-60.00,0.00,624.00,0.00,624.00,-2656.00,32.00,76.00,2236.00,272.00,360.00,-88.00,0.00,0.00,-272.00,2236.00,0.00,0.00,0.00,-5000.00,48.00,-5048.00,-455.00
1965:Q2,23.00,14.00,2812.00,-2400.00,0.00,88.00,940.00,2148.00,2148.00,0.00,-548.00,2592.00,-360.00,2952.00,3740.00,-788.00,0.00,0.00,0.00,-16.00,0.00,0.00,0.00,-16.00,0.00,8.00,0.00,8.00,2784.00,1704.00,2224.00,-652.00,-172.00,180.00,-352.00,0.00,0.00,52.00,-532.00,0.00,0.00,0.00,-492.00,20.00,-512.00,-19.00
1965:Q3,27.00,14.00,4244.00,510.00,0.00,240.00,224.00,-2092.00,-2092.00,0.00,-496.00,4928.00,32.00,4896.00,2540.00,2356.00,0.00,0.00,0.00,-16.00,0.00,0.00,0.00,-16.00,0.00,946.00,0.00,946.00,4220.00,-1008.00,-180.00,4364.00,200.00,228.00,-28.00,0.00,0.00,76.00,4088.00,0.00,0.00,0.00,1044.00,12.00,1032.00,-11.00
1965:Q4,23.00,15.00,4524.00,-852.00,0.00,412.00,3372.00,-108.00,-108.00,0.00,316.00,1820.00,256.00,1564.00,2820.00,-1256.00,0.00,0.00,0.00,136.00,0.00,0.00,0.00,136.00,0.00,-572.00,0.00,-572.00,4932.00,884.00,-844.00,1620.00,-932.00,-176.00,-756.00,0.00,0.00,-128.00,2680.00,0.00,0.00,0.00,3272.00,28.00,3244.00,416.00
1966:Q1,7.00,15.00,580.00,-880.00,0.00,644.00,-3440.00,1932.00,1932.00,0.00,40.00,2936.00,-180.00,3116.00,544.00,2572.00,0.00,0.00,0.00,-84.00,0.00,0.00,0.00,-84.00,0.00,-568.00,0.00,-568.00,60.00,1172.00,872.00,3724.00,940.00,720.00,220.00,0.00,0.00,560.00,2224.00,0.00,0.00,0.00,-5708.00,36.00,-5744.00,-528.00
1966:Q2,7.00,15.00,5188.00,-482.00,0.00,968.00,2276.00,-1168.00,-1168.00,0.00,240.00,2680.00,432.00,2248.00,4840.00,-2592.00,0.00,0.00,0.00,-60.00,0.00,0.00,0.00,-60.00,0.00,734.00,0.00,734.00,5132.00,204.00,1348.00,3428.00,1488.00,436.00,1052.00,0.00,0.00,700.00,1240.00,0.00,0.00,0.00,152.00,8.00,144.00,-64.00
1966:Q3,15.00,15.00,3508.00,184.00,0.00,432.00,-1240.00,2768.00,2768.00,0.00,-96.00,1480.00,-360.00,1840.00,20036.00,-18196.00,0.00,0.00,0.00,40.00,0.00,0.00,0.00,40.00,0.00,-60.00,0.00,-60.00,3452.00,-1672.00,340.00,2848.00,1380.00,168.00,1212.00,0.00,0.00,-492.00,1960.00,0.00,0.00,0.00,1936.00,16.00,1920.00,-56.00
1966:Q4,23.00,15.00,8552.00,-70.00,0.00,924.00,3452.00,-3224.00,-3224.00,0.00,1348.00,5588.00,84.00,5504.00,2796.00,2708.00,0.00,0.00,0.00,-60.00,0.00,0.00,0.00,-60.00,0.00,594.00,0.00,594.00,9108.00,5684.00,-164.00,-496.00,-3152.00,340.00,-3492.00,0.00,0.00,48.00,2608.00,0.00,0.00,0.00,4084.00,16.00,4068.00,564.00
1967:Q1,16.00,18.00,-2736.00,-2234.00,0.00,748.00,-5000.00,-576.00,-576.00,0.00,-764.00,5452.00,-276.00,5728.00,4020.00,1708.00,0.00,0.00,0.00,40.00,0.00,0.00,0.00,40.00,0.00,-402.00,0.00,-402.00,-3400.00,-1548.00,24.00,4512.00,2680.00,636.00,2044.00,0.00,0.00,-84.00,1916.00,0.00,0.00,0.00,-6388.00,32.00,-6420.00,-666.00
1967:Q2,20.00,18.00,6400.00,864.00,0.00,432.00,340.00,96.00,96.00,0.00,-568.00,4784.00,144.00,4636.00,4796.00,-160.00,4.00,0.00,4.00,20.00,0.00,0.00,0.00,20.00,0.00,432.00,0.00,432.00,6400.00,1284.00,-1388.00,6348.00,2940.00,548.00,2392.00,0.00,0.00,72.00,3336.00,0.00,0.00,0.00,156.00,28.00,128.00,2.00
1967:Q3,24.00,18.00,4504.00,512.00,0.00,592.00,-440.00,472.00,472.00,0.00,-508.00,3332.00,96.00,3240.00,-17048.00,20288.00,-4.00,0.00,-4.00,-60.00,0.00,0.00,0.00,-60.00,0.00,604.00,0.00,604.00,4472.00,1892.00,3192.00,-3396.00,-3160.00,204.00,-3364.00,0.00,0.00,104.00,-340.00,0.00,0.00,0.00,2784.00,16.00,2768.00,-26.00
1967:Q4,32.00,18.00,10964.00,-1814.00,0.00,96.00,4992.00,-120.00,-120.00,0.00,-264.00,7756.00,60.00,7696.00,7512.00,184.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,318.00,0.00,318.00,11548.00,3564.00,96.00,4092.00,1040.00,-716.00,1756.00,0.00,0.00,-128.00,3180.00,0.00,0.00,0.00,3796.00,36.00,3760.00,598.00
1968:Q1,7.00,18.00,644.00,-5194.00,0.00,684.00,-4556.00,4996.00,4996.00,0.00,-1132.00,6352.00,100.00,6252.00,744.00,5508.00,0.00,0.00,0.00,60.00,0.00,0.00,0.00,60.00,0.00,-566.00,0.00,-566.00,-204.00,3784.00,-1088.00,3196.00,-236.00,-852.00,616.00,0.00,0.00,208.00,3224.00,0.00,0.00,0.00,-6096.00,56.00,-6152.00,-859.00
1968:Q2,12.00,18.00,1044.00,-1018.00,0.00,-364.00,2376.00,-4392.00,-4392.00,0.00,-152.00,6204.00,136.00,6068.00,8876.00,-2808.00,0.00,0.00,0.00,-8.00,0.00,0.00,0.00,-8.00,0.00,-1602.00,0.00,-1602.00,1008.00,-1532.00,-516.00,2820.00,-1152.00,-1172.00,20.00,0.00,0.00,-68.00,4040.00,0.00,0.00,0.00,236.00,20.00,216.00,-42.00
1968:Q3,20.00,18.00,8920.00,944.00,0.00,132.00,-672.00,5092.00,5092.00,0.00,-80.00,3332.00,-340.00,3672.00,1656.00,2016.00,0.00,0.00,0.00,-52.00,0.00,0.00,0.00,-52.00,0.00,224.00,0.00,224.00,8876.00,3204.00,3256.00,-608.00,-1388.00,-164.00,-1224.00,0.00,0.00,-112.00,892.00,0.00,0.00,0.00,3024.00,8.00,3016.00,-42.00
1968:Q4,13.00,19.00,5284.00,1166.00,0.00,216.00,6848.00,-5508.00,-5508.00,0.00,328.00,-128.00,36.00,-164.00,-152.00,-12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2362.00,0.00,2362.00,6084.00,-2388.00,3404.00,764.00,-1500.00,-408.00,-1092.00,0.00,0.00,296.00,1968.00,0.00,0.00,0.00,4304.00,44.00,4260.00,794.00
1969:Q1,30.00,23.00,-2232.00,140.00,0.00,124.00,-5792.00,3236.00,3236.00,0.00,-124.00,508.00,64.00,424.00,-4692.00,5116.00,20.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,-324.00,0.00,-324.00,-3240.00,3980.00,-5292.00,5732.00,600.00,80.00,520.00,0.00,0.00,-292.00,5424.00,0.00,0.00,0.00,-7660.00,44.00,-7704.00,-1001.00
1969:Q2,35.00,23.00,-648.00,-496.00,0.00,-360.00,-2248.00,208.00,208.00,0.00,-152.00,3152.00,-132.00,3304.00,7532.00,-4228.00,-20.00,0.00,-20.00,0.00,0.00,0.00,0.00,0.00,0.00,-752.00,0.00,-752.00,-740.00,-7440.00,3112.00,2580.00,2152.00,-328.00,2480.00,0.00,0.00,60.00,368.00,0.00,0.00,0.00,1008.00,72.00,936.00,-80.00
1969:Q3,35.00,23.00,10536.00,896.00,0.00,100.00,3364.00,1908.00,1908.00,0.00,-64.00,2648.00,76.00,2428.00,-1268.00,3696.00,144.00,0.00,144.00,0.00,0.00,0.00,0.00,0.00,0.00,1684.00,0.00,1684.00,10488.00,5928.00,-36.00,1668.00,-1132.00,196.00,-1328.00,0.00,0.00,-36.00,2836.00,0.00,0.00,0.00,2928.00,28.00,2900.00,-36.00
1969:Q4,28.00,23.00,8352.00,-2192.00,0.00,348.00,4508.00,-5372.00,-5372.00,0.00,340.00,10584.00,16.00,10712.00,12464.00,-1752.00,-144.00,0.00,-144.00,0.00,0.00,0.00,0.00,0.00,0.00,136.00,0.00,136.00,9344.00,-1564.00,2676.00,3136.00,664.00,-100.00,764.00,0.00,0.00,-132.00,2604.00,0.00,0.00,0.00,5096.00,12.00,5084.00,997.00
1970:Q1,6.00,26.00,4900.00,2342.00,1600.00,208.00,-4812.00,5484.00,5484.00,0.00,-356.00,1180.00,48.00,960.00,-5472.00,6432.00,172.00,0.00,172.00,160.00,0.00,0.00,0.00,160.00,0.00,-906.00,0.00,-906.00,3704.00,-660.00,-1644.00,11460.00,4268.00,-304.00,4572.00,0.00,0.00,316.00,6876.00,0.00,0.00,0.00,-5452.00,48.00,-5500.00,-1216.00
1970:Q2,11.00,26.00,1204.00,-1678.00,0.00,344.00,1300.00,-4896.00,-4896.00,0.00,-196.00,6668.00,-176.00,7016.00,6040.00,976.00,-172.00,0.00,-172.00,200.00,0.00,0.00,0.00,200.00,0.00,-538.00,0.00,-538.00,1152.00,2640.00,3400.00,-2092.00,-2648.00,-568.00,-2080.00,0.00,0.00,-184.00,740.00,0.00,0.00,0.00,-2796.00,16.00,-2812.00,-67.00
1970:Q3,-1.00,26.00,6628.00,-1012.00,0.00,352.00,-996.00,2092.00,2092.00,0.00,-332.00,6332.00,220.00,5792.00,6812.00,-1020.00,320.00,0.00,320.00,-360.00,0.00,0.00,0.00,-360.00,0.00,552.00,0.00,552.00,6616.00,4100.00,-2636.00,4948.00,-3332.00,32.00,-3364.00,0.00,0.00,-180.00,8460.00,0.00,0.00,0.00,204.00,24.00,180.00,-39.00
1970:Q4,8.00,26.00,8812.00,-2558.00,0.00,300.00,7792.00,-2072.00,-2072.00,0.00,884.00,5744.00,-120.00,6184.00,7420.00,-1236.00,-320.00,0.00,-320.00,0.00,0.00,0.00,0.00,0.00,0.00,-1278.00,0.00,-1278.00,9940.00,2180.00,-212.00,-2044.00,184.00,-64.00,248.00,0.00,0.00,-76.00,-2152.00,0.00,0.00,0.00,10016.00,44.00,9972.00,1110.00
1971:Q1,-71.00,49.00,9772.00,-838.00,0.00,484.00,-6844.00,224.00,224.00,0.00,1068.00,15424.00,124.00,14560.00,-1308.00,15868.00,740.00,0.00,740.00,0.00,0.00,0.00,0.00,0.00,0.00,254.00,0.00,254.00,8612.00,4032.00,780.00,10084.00,3128.00,208.00,2920.00,0.00,0.00,232.00,6724.00,0.00,0.00,0.00,-6284.00,60.00,-6344.00,-1280.00
1971:Q2,-70.00,51.00,1432.00,-1380.00,0.00,600.00,-4.00,220.00,220.00,0.00,1028.00,744.00,-304.00,1788.00,9164.00,-7376.00,-740.00,0.00,-740.00,0.00,0.00,0.00,0.00,0.00,0.00,224.00,0.00,224.00,1476.00,-196.00,4796.00,1584.00,1292.00,-116.00,1408.00,0.00,0.00,-128.00,420.00,0.00,0.00,0.00,-4708.00,48.00,-4756.00,-77.00
1971:Q3,-74.00,51.00,4248.00,-968.00,0.00,508.00,-88.00,-256.00,-256.00,0.00,936.00,4332.00,116.00,3820.00,6620.00,-2800.00,396.00,0.00,396.00,0.00,0.00,0.00,0.00,0.00,0.00,-216.00,0.00,-216.00,4120.00,1504.00,-1700.00,5632.00,-1876.00,84.00,-1960.00,0.00,0.00,4.00,7504.00,0.00,0.00,0.00,-1316.00,20.00,-1336.00,-253.00
1971:Q4,-69.00,53.00,18444.00,20.00,0.00,320.00,7264.00,-1372.00,-1372.00,0.00,2984.00,8948.00,156.00,7248.00,2288.00,4960.00,1544.00,0.00,1544.00,0.00,0.00,0.00,0.00,0.00,0.00,280.00,0.00,280.00,19528.00,9212.00,-1900.00,664.00,1044.00,-44.00,1088.00,0.00,0.00,368.00,-748.00,0.00,0.00,0.00,11552.00,32.00,11520.00,962.00
1972:Q1,85.00,40.00,-6900.00,-2334.00,0.00,1072.00,-6680.00,3964.00,3964.00,0.00,-1740.00,-652.00,-244.00,-1500.00,-1920.00,420.00,1092.00,0.00,1092.00,0.00,0.00,0.00,0.00,0.00,0.00,-530.00,0.00,-530.00,-8024.00,-1532.00,4296.00,-2232.00,-5580.00,-204.00,-5376.00,0.00,0.00,-760.00,4108.00,0.00,0.00,0.00,-8556.00,76.00,-8632.00,-1079.00
1972:Q2,82.00,41.00,2348.00,500.00,0.00,684.00,2504.00,-3600.00,-3600.00,0.00,-1844.00,4236.00,16.00,2988.00,6328.00,-3340.00,1232.00,0.00,1232.00,0.00,0.00,0.00,0.00,0.00,0.00,-132.00,0.00,-132.00,2412.00,-268.00,716.00,360.00,-2200.00,-248.00,-1952.00,0.00,0.00,92.00,2468.00,0.00,0.00,0.00,1604.00,44.00,1560.00,105.00
1972:Q3,90.00,42.00,-1680.00,-236.00,0.00,536.00,1772.00,2848.00,2848.00,0.00,-1216.00,-5904.00,-52.00,-5672.00,-6392.00,720.00,-180.00,0.00,-180.00,0.00,0.00,0.00,0.00,0.00,0.00,520.00,0.00,520.00,-1376.00,-16160.00,2108.00,3408.00,44.00,-16.00,60.00,0.00,0.00,-276.00,3640.00,0.00,0.00,0.00,9268.00,24.00,9244.00,352.00
1972:Q4,99.00,45.00,14936.00,-112.00,0.00,452.00,928.00,4556.00,4556.00,0.00,-628.00,8832.00,240.00,7432.00,16.00,7416.00,1160.00,0.00,1160.00,0.00,0.00,0.00,0.00,0.00,0.00,908.00,0.00,908.00,15488.00,9396.00,-2620.00,10984.00,3312.00,-8.00,3320.00,0.00,0.00,560.00,7112.00,0.00,0.00,0.00,-2272.00,60.00,-2332.00,606.00
1973:Q1,97.00,51.00,6756.00,-460.00,0.00,428.00,-7412.00,188.00,188.00,0.00,-392.00,15196.00,296.00,14868.00,12388.00,2480.00,32.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,-792.00,0.00,-792.00,5400.00,32.00,3600.00,8876.00,6196.00,204.00,5992.00,0.00,0.00,292.00,2388.00,0.00,0.00,0.00,-7108.00,56.00,-7164.00,-1310.00
1973:Q2,114.00,54.00,288.00,-40.00,0.00,444.00,-292.00,-1032.00,-1032.00,0.00,-208.00,684.00,-312.00,596.00,5944.00,-5348.00,400.00,0.00,400.00,0.00,0.00,0.00,0.00,0.00,0.00,732.00,0.00,732.00,160.00,-4180.00,240.00,3436.00,-2524.00,-108.00,-2416.00,0.00,0.00,-20.00,5980.00,0.00,0.00,0.00,664.00,52.00,612.00,-68.00
1973:Q3,118.00,55.00,18204.00,72.00,0.00,332.00,3952.00,11008.00,11008.00,0.00,-8.00,3428.00,-36.00,2600.00,-588.00,3188.00,864.00,0.00,864.00,0.00,0.00,0.00,0.00,0.00,0.00,-580.00,0.00,-580.00,17964.00,11668.00,2536.00,-6288.00,-10080.00,12.00,-10092.00,0.00,0.00,252.00,3540.00,0.00,0.00,0.00,10048.00,36.00,10012.00,-177.00
1973:Q4,119.00,56.00,7296.00,56.00,0.00,408.00,252.00,-13056.00,-13056.00,0.00,420.00,17788.00,44.00,16536.00,11188.00,5348.00,1208.00,0.00,1208.00,0.00,0.00,0.00,0.00,0.00,0.00,1428.00,0.00,1428.00,8816.00,-1868.00,1784.00,7404.00,4416.00,-220.00,4636.00,0.00,0.00,-800.00,3788.00,0.00,0.00,0.00,1496.00,60.00,1436.00,1583.00
1974:Q1,107.00,59.00,-3540.00,50.00,0.00,388.00,-3508.00,3100.00,3100.00,0.00,748.00,-2896.00,-152.00,-2784.00,-1988.00,-796.00,40.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,-1422.00,0.00,-1422.00,-5252.00,-544.00,-588.00,7868.00,-12.00,84.00,-96.00,0.00,0.00,476.00,7404.00,0.00,0.00,0.00,-11988.00,112.00,-12100.00,-1664.00
1974:Q2,88.00,61.00,17496.00,186.00,0.00,444.00,300.00,4708.00,4708.00,0.00,1248.00,9840.00,296.00,6020.00,3496.00,2524.00,3524.00,0.00,3524.00,0.00,0.00,0.00,0.00,0.00,0.00,770.00,0.00,770.00,17224.00,11760.00,-1344.00,3548.00,-3960.00,-256.00,-3704.00,0.00,0.00,104.00,7404.00,0.00,0.00,0.00,3260.00,24.00,3236.00,-245.00
1974:Q3,101.00,62.00,19544.00,332.00,0.00,580.00,5696.00,7928.00,7928.00,0.00,888.00,3868.00,344.00,-500.00,-12696.00,12196.00,4024.00,0.00,4024.00,0.00,0.00,0.00,0.00,0.00,0.00,252.00,0.00,252.00,19336.00,324.00,4480.00,7484.00,2272.00,176.00,2096.00,0.00,0.00,1036.00,4176.00,0.00,0.00,0.00,7048.00,32.00,7016.00,-169.00
1974:Q4,132.00,63.00,-7340.00,-174.00,0.00,732.00,-6880.00,-19572.00,-19572.00,0.00,2212.00,8692.00,1556.00,3664.00,10660.00,-6996.00,3472.00,0.00,3472.00,0.00,0.00,0.00,0.00,0.00,0.00,7650.00,0.00,7650.00,-5360.00,-16408.00,1260.00,8872.00,3456.00,-532.00,3988.00,0.00,0.00,-724.00,6140.00,0.00,0.00,0.00,916.00,44.00,872.00,2049.00
1975:Q1,182.00,78.00,13232.00,100.00,0.00,804.00,648.00,2056.00,2056.00,0.00,-460.00,10348.00,196.00,8784.00,-2712.00,11496.00,1368.00,0.00,1368.00,0.00,0.00,0.00,0.00,0.00,0.00,-264.00,0.00,-264.00,11996.00,11992.00,168.00,13016.00,6308.00,484.00,5824.00,0.00,0.00,316.00,6392.00,0.00,0.00,0.00,-13180.00,20.00,-13200.00,-1132.00
1975:Q2,228.00,78.00,144.00,32.00,400.00,936.00,-1488.00,-1008.00,-1008.00,0.00,496.00,1372.00,-1384.00,3548.00,4340.00,-792.00,-792.00,0.00,-792.00,0.00,0.00,0.00,0.00,0.00,0.00,-596.00,0.00,-596.00,-508.00,-12776.00,820.00,5844.00,-204.00,232.00,-436.00,0.00,0.00,-592.00,6640.00,0.00,0.00,0.00,5604.00,28.00,5576.00,-502.00
1975:Q3,228.00,79.00,16416.00,370.00,0.00,988.00,2460.00,3364.00,3364.00,0.00,-304.00,10492.00,768.00,6648.00,-7000.00,13648.00,3076.00,0.00,3076.00,0.00,0.00,0.00,0.00,0.00,0.00,-954.00,0.00,-954.00,16320.00,4000.00,1916.00,9644.00,5100.00,-32.00,5132.00,0.00,0.00,-592.00,5136.00,0.00,0.00,0.00,760.00,20.00,740.00,53.00
1975:Q4,182.00,81.00,15456.00,154.00,0.00,1136.00,5128.00,-4692.00,-4692.00,0.00,1652.00,10552.00,1068.00,7656.00,7140.00,516.00,1828.00,0.00,1828.00,0.00,0.00,0.00,0.00,0.00,0.00,1526.00,0.00,1526.00,17312.00,-2380.00,-456.00,14332.00,6676.00,508.00,6168.00,0.00,0.00,712.00,6944.00,0.00,0.00,0.00,5816.00,60.00,5756.00,1957.00
1976:Q1,75.00,80.00,5660.00,966.00,0.00,740.00,-6312.00,-700.00,-700.00,0.00,4988.00,5328.00,-804.00,3992.00,-1904.00,5896.00,2140.00,0.00,2140.00,0.00,0.00,0.00,0.00,0.00,0.00,650.00,0.00,650.00,3592.00,1940.00,2096.00,13864.00,6624.00,164.00,6460.00,0.00,0.00,-352.00,7592.00,0.00,0.00,0.00,-14308.00,64.00,-14372.00,-2073.00
1976:Q2,-27.00,81.00,26160.00,1524.00,0.00,620.00,5868.00,1040.00,1040.00,0.00,6620.00,9988.00,-716.00,9912.00,7992.00,1920.00,792.00,0.00,792.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,0.00,500.00,26160.00,2488.00,4168.00,12524.00,7788.00,-176.00,7964.00,0.00,0.00,660.00,4076.00,0.00,0.00,0.00,6980.00,56.00,6924.00,-108.00
1976:Q3,-71.00,84.00,7204.00,-640.00,1200.00,508.00,-3064.00,48.00,48.00,0.00,3152.00,7296.00,-1092.00,8692.00,-1936.00,10628.00,-304.00,0.00,-304.00,0.00,0.00,0.00,0.00,0.00,0.00,-1296.00,0.00,-1296.00,7168.00,3092.00,696.00,5108.00,-2008.00,96.00,-2104.00,0.00,0.00,-104.00,7220.00,0.00,0.00,0.00,-1728.00,24.00,-1752.00,-191.00
1976:Q4,-49.00,86.00,-168.00,-1326.00,1600.00,540.00,-840.00,-1204.00,-1204.00,0.00,-2336.00,4300.00,432.00,3608.00,1304.00,2304.00,260.00,0.00,260.00,0.00,0.00,0.00,0.00,0.00,0.00,-902.00,0.00,-902.00,1720.00,-11096.00,-7484.00,11016.00,-64.00,-176.00,112.00,0.00,0.00,448.00,10632.00,0.00,0.00,0.00,9284.00,72.00,9212.00,1753.00
1977:Q1,9.00,80.00,-3660.00,94.00,0.00,476.00,1248.00,496.00,496.00,0.00,-16816.00,11636.00,-668.00,12720.00,2396.00,10324.00,-416.00,0.00,-416.00,0.00,0.00,0.00,0.00,0.00,0.00,-794.00,0.00,-794.00,-5532.00,1484.00,7936.00,3400.00,-1252.00,44.00,-1296.00,0.00,0.00,-784.00,5436.00,0.00,0.00,0.00,-18352.00,28.00,-18380.00,-1943.00
1977:Q2,87.00,84.00,31276.00,-322.00,0.00,568.00,2764.00,444.00,444.00,0.00,17772.00,9988.00,56.00,7000.00,6628.00,372.00,2932.00,0.00,2932.00,0.00,0.00,0.00,0.00,0.00,0.00,62.00,0.00,62.00,31276.00,-5264.00,2356.00,23552.00,17440.00,-124.00,17564.00,0.00,0.00,640.00,5472.00,0.00,0.00,0.00,10632.00,40.00,10592.00,3.00
1977:Q3,207.00,87.00,-3720.00,-76.00,0.00,500.00,-6592.00,4128.00,4128.00,0.00,-8928.00,7488.00,-156.00,7856.00,12884.00,-5028.00,-212.00,0.00,-212.00,0.00,0.00,0.00,0.00,0.00,0.00,-240.00,0.00,-240.00,-3828.00,-3288.00,-4972.00,11944.00,-2592.00,-24.00,-2568.00,0.00,0.00,-184.00,14720.00,0.00,0.00,0.00,-7512.00,64.00,-7576.00,12.00
1977:Q4,317.00,91.00,10188.00,480.00,200.00,500.00,7416.00,-4108.00,-4108.00,0.00,1892.00,5544.00,-16.00,3024.00,-9948.00,12972.00,2536.00,0.00,2536.00,0.00,0.00,0.00,0.00,0.00,0.00,-1736.00,0.00,-1736.00,11984.00,13916.00,1884.00,-19780.00,-26984.00,-168.00,-26816.00,0.00,0.00,212.00,6992.00,0.00,0.00,0.00,15964.00,52.00,15912.00,2022.00
1978:Q1,491.00,75.00,-6048.00,246.00,0.00,440.00,-4312.00,268.00,268.00,0.00,-1396.00,-576.00,0.00,-276.00,-12812.00,12536.00,-300.00,0.00,-300.00,0.00,0.00,0.00,0.00,0.00,0.00,-718.00,0.00,-718.00,-8244.00,-248.00,332.00,11508.00,824.00,4.00,820.00,0.00,0.00,-184.00,10868.00,0.00,0.00,0.00,-19836.00,76.00,-19912.00,-1780.00
1978:Q2,653.00,83.00,42284.00,142.00,0.00,496.00,2344.00,4384.00,4384.00,0.00,2832.00,31772.00,0.00,30816.00,22888.00,7928.00,956.00,0.00,956.00,0.00,0.00,0.00,0.00,0.00,0.00,314.00,0.00,314.00,42284.00,3896.00,20.00,25436.00,15900.00,-224.00,16124.00,0.00,0.00,-140.00,9676.00,0.00,0.00,0.00,12932.00,32.00,12900.00,570.00
