date,FU386000105.Q,FU385090005.Q,FU385050005.Q,FU155111003.Q,FU385012005.Q,FU385013005.Q,FU145020005.Q,FU385420005.Q,FU385000005.Q,FU384090005.Q,FU313011005.Q,FU383091005.Q,FU383020005.Q,FU383030005.Q,FU383034005.Q,FU382051005.Q,FU384022005.Q,FU383069105.Q,FU383061105.Q,FU383061705.Q,FU383062005.Q,FU383063005.Q,FU384023005.Q,FU383069005.Q,FU383065005.Q,FU383066005.Q,FU383064105.Q,FU383064205.Q,FU383070005.Q,FU153040005.Q,FU153050005.Q,FU383078005.Q,FU152090205.Q,FU103092005.Q,FU383090005.Q,FU384190005.Q,FU313111303.Q,FU713014003.Q,FU313112003.Q,FU384122005.Q,FU103169100.Q,FU313161105.Q,FU313161705.Q,FU383162005.Q,FU103163003.Q,FU384123005.Q,FU383168005.Q,FU383169005.Q,FU383165005.Q,FU153166000.Q,FU103164103.Q,FU383170005.Q,FU313140003.Q,FU143178005.Q,FU112090205.Q,FU143192005.Q,FU383190005.Q,FU387005005.Q
1959:Q1,38081.00,41703.00,38654.00,10155.00,7309.00,20221.00,969.00,0.00,3050.00,11762.00,-170.00,-6.00,-2653.00,2068.00,0.00,-1213.00,4543.00,389.00,2810.00,148.00,853.00,343.00,275.00,359.00,959.00,-1043.00,-389.00,428.00,2402.00,796.00,5817.00,-783.00,-783.00,261.00,1169.00,8712.00,0.00,0.00,6.00,1799.00,-6.00,-81.00,-284.00,1578.00,592.00,4019.00,-644.00,1006.00,4156.00,-499.00,511.00,999.00,27.00,-344.00,-783.00,54.00,2424.00,-3623.00
1959:Q2,40970.00,40016.00,41569.00,10577.00,7629.00,21541.00,1822.00,0.00,-1553.00,17148.00,315.00,-6.00,898.00,3728.00,0.00,-204.00,2133.00,137.00,622.00,821.00,661.00,-108.00,1952.00,130.00,1128.00,694.00,-613.00,301.00,1663.00,802.00,6197.00,908.00,-2359.00,415.00,1018.00,18701.00,0.00,0.00,15.00,2519.00,-194.00,881.00,-288.00,1258.00,862.00,11837.00,2774.00,999.00,5177.00,2887.00,738.00,1985.00,31.00,909.00,-2359.00,82.00,2945.00,954.00
1959:Q3,37710.00,44144.00,40967.00,10780.00,7527.00,22565.00,96.00,0.00,3177.00,20990.00,160.00,8.00,3936.00,1422.00,0.00,998.00,5266.00,-201.00,3403.00,602.00,1427.00,35.00,684.00,-12.00,794.00,-98.00,-1118.00,355.00,2078.00,861.00,6344.00,880.00,-1619.00,197.00,538.00,17813.00,0.00,0.00,5.00,6765.00,69.00,4276.00,-87.00,1939.00,568.00,8213.00,1140.00,-191.00,5224.00,2040.00,260.00,930.00,28.00,684.00,-1619.00,54.00,2493.00,-6434.00
1959:Q4,40503.00,31406.00,40212.00,10260.00,7164.00,21758.00,1030.00,0.00,-8806.00,14058.00,-236.00,-13.00,91.00,2458.00,0.00,-422.00,4060.00,45.00,2917.00,411.00,619.00,68.00,1262.00,-1477.00,672.00,2067.00,-1101.00,335.00,-1365.00,962.00,6293.00,1092.00,243.00,390.00,9.00,22864.00,0.00,0.00,13.00,4986.00,-212.00,3064.00,10.00,1067.00,1057.00,10402.00,1593.00,836.00,4678.00,3295.00,569.00,2350.00,23.00,875.00,243.00,20.00,3382.00,9097.00
1960:Q1,41846.00,48981.00,42186.00,10606.00,7415.00,21366.00,2800.00,0.00,6795.00,11955.00,-117.00,-11.00,-4471.00,1929.00,0.00,-422.00,5695.00,1131.00,2605.00,-602.00,1239.00,1322.00,-1928.00,-85.00,518.00,-2361.00,-675.00,311.00,4269.00,939.00,6031.00,-1669.00,-122.00,650.00,1546.00,5160.00,0.00,0.00,13.00,-1631.00,112.00,-3781.00,29.00,1587.00,422.00,3707.00,143.00,1199.00,3821.00,-1456.00,351.00,1461.00,21.00,-1333.00,-122.00,74.00,2619.00,-7135.00
1960:Q2,41912.00,38451.00,40964.00,10834.00,6895.00,22429.00,806.00,0.00,-2513.00,10644.00,-65.00,19.00,1930.00,3863.00,0.00,-154.00,-891.00,56.00,-2711.00,477.00,816.00,471.00,1791.00,71.00,856.00,864.00,-990.00,333.00,-218.00,877.00,5873.00,-1050.00,-884.00,636.00,-426.00,13157.00,0.00,0.00,9.00,419.00,120.00,-1672.00,-25.00,1105.00,891.00,10389.00,1929.00,1249.00,4346.00,2865.00,369.00,724.00,18.00,-914.00,-884.00,85.00,2942.00,3460.00
1960:Q3,39925.00,44343.00,41668.00,10716.00,6698.00,23175.00,1080.00,0.00,2674.00,17168.00,-77.00,51.00,3631.00,3662.00,0.00,155.00,-1881.00,-45.00,-2118.00,-609.00,814.00,77.00,982.00,495.00,853.00,-366.00,-975.00,268.00,3170.00,767.00,5836.00,526.00,-112.00,668.00,498.00,14494.00,0.00,0.00,12.00,3993.00,235.00,1966.00,-561.00,1571.00,782.00,5407.00,-328.00,-41.00,4808.00,968.00,400.00,1534.00,17.00,-108.00,-112.00,84.00,3267.00,-4418.00
1960:Q4,41032.00,31389.00,38211.00,10427.00,6675.00,22563.00,-1453.00,0.00,-6822.00,12497.00,-158.00,-56.00,284.00,5337.00,0.00,-331.00,-1414.00,-153.00,-2138.00,-45.00,397.00,525.00,2808.00,726.00,937.00,1145.00,-1133.00,137.00,-1569.00,645.00,5925.00,721.00,230.00,866.00,204.00,19319.00,0.00,0.00,13.00,4892.00,-13.00,2235.00,296.00,1047.00,1327.00,8499.00,1681.00,854.00,4306.00,1658.00,245.00,1198.00,20.00,765.00,230.00,2.00,3454.00,9643.00
1961:Q1,38618.00,39311.00,37922.00,9839.00,6694.00,22026.00,-637.00,1.00,1390.00,4017.00,-47.00,41.00,-6239.00,5876.00,0.00,255.00,-884.00,272.00,-784.00,-618.00,219.00,27.00,-1386.00,-119.00,998.00,-2265.00,-368.00,418.00,2078.00,688.00,5849.00,-2263.00,-1380.00,751.00,626.00,2627.00,0.00,0.00,5.00,-321.00,-146.00,-2231.00,246.00,1449.00,361.00,2427.00,-225.00,717.00,3844.00,-1909.00,670.00,-340.00,21.00,-1639.00,-1380.00,54.00,3130.00,-694.00
1961:Q2,40911.00,43017.00,40360.00,10090.00,6805.00,23017.00,448.00,0.00,2657.00,19509.00,129.00,24.00,1707.00,6357.00,0.00,-79.00,-1.00,-37.00,-1635.00,-32.00,861.00,842.00,2187.00,447.00,991.00,749.00,-743.00,288.00,2336.00,793.00,5984.00,-662.00,-209.00,596.00,803.00,16852.00,0.00,0.00,16.00,3723.00,103.00,1115.00,-278.00,830.00,1953.00,8147.00,1007.00,979.00,4903.00,1258.00,1168.00,1223.00,22.00,-337.00,-209.00,80.00,3019.00,-2106.00
1961:Q3,42152.00,44671.00,43256.00,10384.00,7153.00,24055.00,1664.00,0.00,1415.00,22279.00,408.00,25.00,4844.00,3368.00,0.00,556.00,-381.00,-417.00,112.00,417.00,-38.00,-455.00,959.00,-80.00,961.00,78.00,-1180.00,411.00,3955.00,923.00,5999.00,1385.00,280.00,658.00,69.00,20864.00,0.00,0.00,16.00,7946.00,291.00,5400.00,-220.00,1768.00,707.00,5891.00,-161.00,-68.00,5635.00,485.00,383.00,2036.00,24.00,973.00,280.00,59.00,3256.00,-2519.00
1961:Q4,46118.00,35621.00,44116.00,10874.00,7402.00,24342.00,1499.00,1.00,-8495.00,19999.00,-330.00,-2.00,2534.00,4813.00,0.00,-611.00,1477.00,121.00,664.00,392.00,486.00,-186.00,2571.00,177.00,1034.00,1360.00,-2043.00,554.00,166.00,1043.00,6022.00,2073.00,1543.00,514.00,-325.00,28495.00,0.00,0.00,17.00,6632.00,77.00,3291.00,559.00,1331.00,1374.00,11401.00,1794.00,1076.00,6178.00,2353.00,-100.00,3300.00,26.00,1624.00,1543.00,80.00,3971.00,10497.00
1962:Q1,44185.00,47505.00,44706.00,11125.00,7488.00,23741.00,2352.00,0.00,2799.00,12284.00,-201.00,-2.00,-5021.00,8282.00,0.00,96.00,1615.00,375.00,1232.00,-18.00,-107.00,133.00,-489.00,286.00,664.00,-1439.00,-1458.00,353.00,1905.00,1032.00,5858.00,-1566.00,276.00,505.00,1099.00,9485.00,0.00,0.00,8.00,3227.00,37.00,377.00,299.00,1688.00,826.00,3116.00,-130.00,310.00,4333.00,-1397.00,61.00,-563.00,29.00,-358.00,276.00,79.00,3611.00,-3319.00
1962:Q2,45957.00,44567.00,45438.00,11439.00,7780.00,24858.00,1361.00,0.00,-871.00,17471.00,175.00,32.00,2635.00,7299.00,0.00,-41.00,-1127.00,360.00,-885.00,-158.00,-425.00,-19.00,3020.00,1238.00,664.00,1118.00,-2175.00,358.00,670.00,988.00,5759.00,-487.00,-610.00,763.00,212.00,18342.00,0.00,0.00,9.00,3295.00,-39.00,571.00,53.00,1166.00,1544.00,11661.00,1796.00,338.00,6130.00,3397.00,144.00,810.00,31.00,85.00,-610.00,123.00,2794.00,1390.00
1962:Q3,45030.00,47535.00,46993.00,11560.00,7809.00,26078.00,1547.00,-1.00,542.00,20458.00,-464.00,-19.00,1785.00,4436.00,0.00,912.00,827.00,409.00,673.00,88.00,418.00,-761.00,781.00,255.00,499.00,27.00,-1318.00,105.00,4265.00,912.00,5809.00,1054.00,250.00,707.00,416.00,19916.00,0.00,0.00,-8.00,2655.00,271.00,1057.00,-599.00,1349.00,577.00,8656.00,931.00,175.00,6359.00,1191.00,64.00,3132.00,33.00,995.00,250.00,59.00,4079.00,-2506.00
1962:Q4,48857.00,38950.00,46328.00,12022.00,7677.00,25789.00,841.00,0.00,-7378.00,19895.00,-123.00,-136.00,4761.00,7836.00,0.00,-446.00,-109.00,-124.00,120.00,70.00,-193.00,18.00,1949.00,8.00,689.00,1252.00,-1612.00,230.00,-2211.00,835.00,6096.00,1524.00,658.00,723.00,-80.00,27273.00,0.00,0.00,11.00,8018.00,-165.00,5060.00,790.00,1248.00,1085.00,13110.00,2616.00,1129.00,6647.00,2718.00,100.00,1079.00,32.00,359.00,658.00,46.00,3860.00,9907.00
1963:Q1,47234.00,48017.00,46281.00,12190.00,7850.00,24525.00,1717.00,0.00,1736.00,13699.00,53.00,38.00,-5189.00,8131.00,0.00,-467.00,2258.00,645.00,1859.00,-858.00,167.00,445.00,-932.00,132.00,325.00,-1389.00,-1231.00,215.00,2852.00,957.00,6214.00,-1741.00,435.00,918.00,1188.00,11963.00,0.00,0.00,9.00,2829.00,16.00,500.00,201.00,1176.00,936.00,5114.00,-717.00,1235.00,5005.00,-409.00,-5.00,150.00,33.00,-759.00,435.00,40.00,4117.00,-782.00
1963:Q2,50641.00,50261.00,48502.00,12489.00,8414.00,26390.00,1209.00,0.00,1760.00,23280.00,69.00,121.00,4322.00,7232.00,0.00,1.00,131.00,428.00,-827.00,479.00,318.00,-267.00,2424.00,1009.00,474.00,941.00,-1933.00,139.00,1557.00,1023.00,6518.00,-32.00,-305.00,892.00,1121.00,21520.00,0.00,0.00,10.00,3163.00,-227.00,776.00,-250.00,1748.00,1116.00,14177.00,2211.00,1481.00,7203.00,3282.00,-11.00,1307.00,34.00,147.00,-305.00,115.00,2884.00,380.00
1963:Q3,47691.00,51494.00,50646.00,12679.00,8504.00,28035.00,1429.00,0.00,848.00,20856.00,-136.00,-65.00,246.00,4661.00,0.00,1004.00,782.00,-171.00,1330.00,-108.00,243.00,-512.00,582.00,148.00,211.00,223.00,-1465.00,370.00,3225.00,1095.00,6835.00,1645.00,738.00,599.00,740.00,20008.00,0.00,0.00,9.00,1613.00,124.00,337.00,-553.00,1175.00,530.00,9942.00,-23.00,402.00,7418.00,2145.00,96.00,2504.00,33.00,970.00,738.00,117.00,3986.00,-3803.00
1963:Q4,54029.00,43250.00,50320.00,12920.00,8725.00,27410.00,1266.00,-1.00,-7071.00,24353.00,50.00,-303.00,4661.00,8405.00,0.00,-1749.00,2301.00,-34.00,790.00,1149.00,130.00,266.00,2087.00,353.00,316.00,1418.00,-2578.00,263.00,-878.00,1162.00,7090.00,1929.00,1306.00,902.00,-294.00,31424.00,0.00,0.00,18.00,6078.00,-143.00,3460.00,431.00,1141.00,1189.00,15397.00,3457.00,1240.00,7192.00,3508.00,-421.00,3824.00,31.00,1031.00,1306.00,-39.00,4199.00,10779.00
1964:Q1,51963.00,55504.00,50701.00,13429.00,9160.00,26831.00,1281.00,0.00,4804.00,15611.00,-15.00,136.00,-5589.00,7114.00,0.00,-130.00,3154.00,825.00,2557.00,-411.00,365.00,-182.00,979.00,1687.00,425.00,-1133.00,-600.00,25.00,1696.00,1084.00,7355.00,-1866.00,547.00,743.00,977.00,10807.00,0.00,0.00,19.00,2047.00,-20.00,384.00,-131.00,1137.00,677.00,6468.00,-640.00,1316.00,5621.00,171.00,637.00,-2306.00,28.00,-635.00,547.00,86.00,3916.00,-3541.00
1964:Q2,53861.00,53800.00,52554.00,13772.00,8923.00,28745.00,1114.00,0.00,1246.00,23807.00,-175.00,92.00,4393.00,7287.00,0.00,1044.00,750.00,471.00,-708.00,326.00,1113.00,-452.00,435.00,-525.00,288.00,672.00,-1359.00,326.00,1695.00,1087.00,7608.00,-637.00,-413.00,957.00,717.00,22561.00,0.00,0.00,16.00,2538.00,-59.00,-573.00,128.00,1771.00,1271.00,15229.00,2939.00,1193.00,7326.00,3771.00,782.00,1578.00,24.00,-434.00,-413.00,107.00,3134.00,61.00
1964:Q3,52300.00,58937.00,54224.00,14212.00,8890.00,29950.00,1173.00,-1.00,4713.00,29794.00,-96.00,56.00,4314.00,5626.00,0.00,310.00,352.00,310.00,-504.00,-34.00,461.00,119.00,2296.00,1598.00,517.00,181.00,-1564.00,261.00,5924.00,1107.00,7923.00,1318.00,512.00,910.00,545.00,25081.00,0.00,0.00,14.00,5571.00,192.00,3058.00,-187.00,1812.00,696.00,10217.00,240.00,77.00,7570.00,2330.00,187.00,3514.00,24.00,663.00,512.00,58.00,4321.00,-6637.00
1964:Q4,58078.00,44193.00,53289.00,13749.00,8808.00,29478.00,1254.00,0.00,-9095.00,25541.00,123.00,-181.00,4622.00,8793.00,0.00,-1928.00,1336.00,96.00,-294.00,269.00,603.00,662.00,1881.00,-103.00,542.00,1442.00,-3446.00,369.00,148.00,1138.00,8230.00,1438.00,1742.00,955.00,322.00,34636.00,0.00,0.00,-25.00,7386.00,44.00,3547.00,1045.00,1400.00,1350.00,15418.00,4436.00,511.00,7261.00,3210.00,-461.00,5239.00,28.00,873.00,1742.00,48.00,4388.00,13885.00
1965:Q1,58039.00,61354.00,56355.00,15089.00,8806.00,29574.00,2886.00,0.00,4999.00,21892.00,-44.00,-64.00,-4581.00,9409.00,0.00,881.00,3091.00,359.00,2859.00,-74.00,124.00,-177.00,-209.00,854.00,95.00,-1158.00,-1996.00,547.00,3416.00,1098.00,8411.00,-1491.00,634.00,1488.00,1302.00,16893.00,0.00,0.00,34.00,2078.00,-278.00,-165.00,86.00,1501.00,934.00,9234.00,1847.00,1397.00,5697.00,293.00,-56.00,855.00,31.00,-320.00,634.00,195.00,4208.00,-3315.00
1965:Q2,59941.00,58963.00,57957.00,15066.00,8956.00,31792.00,2142.00,0.00,1006.00,25373.00,532.00,-211.00,3966.00,7287.00,0.00,766.00,-837.00,162.00,-1793.00,665.00,573.00,-444.00,1906.00,867.00,240.00,799.00,-2698.00,274.00,3142.00,1233.00,8578.00,-967.00,-41.00,1274.00,1169.00,24366.00,0.00,0.00,37.00,1226.00,-120.00,-2108.00,-342.00,2197.00,1599.00,16843.00,3620.00,1346.00,7279.00,4598.00,330.00,2861.00,34.00,-575.00,-41.00,6.00,3645.00,977.00
1965:Q3,57041.00,64803.00,60537.00,15504.00,9056.00,33654.00,2323.00,0.00,4266.00,28959.00,-169.00,70.00,309.00,6641.00,0.00,677.00,1650.00,-73.00,122.00,469.00,836.00,296.00,584.00,583.00,-13.00,14.00,-2100.00,741.00,6207.00,1274.00,9044.00,1486.00,1125.00,905.00,515.00,24693.00,0.00,0.00,48.00,3137.00,199.00,-1104.00,302.00,2047.00,1693.00,10358.00,1032.00,-207.00,7385.00,2148.00,13.00,4104.00,35.00,1013.00,1125.00,174.00,4686.00,-7762.00
1965:Q4,63294.00,57199.00,60923.00,16069.00,9050.00,33909.00,1896.00,0.00,-3725.00,36932.00,-58.00,-107.00,5309.00,8810.00,0.00,-990.00,670.00,99.00,261.00,266.00,1008.00,-964.00,3051.00,1135.00,365.00,1551.00,-3760.00,562.00,1480.00,1220.00,9629.00,2280.00,2044.00,1126.00,5666.00,40657.00,0.00,0.00,115.00,8244.00,-129.00,5853.00,402.00,1492.00,626.00,17632.00,5504.00,1915.00,7115.00,3098.00,-315.00,5979.00,34.00,1965.00,2044.00,96.00,4863.00,6095.00
1966:Q1,62748.00,71338.00,63777.00,16851.00,9124.00,34334.00,3468.00,0.00,7562.00,25059.00,-204.00,103.00,-6089.00,6546.00,0.00,362.00,8622.00,1713.00,4903.00,709.00,577.00,720.00,-849.00,640.00,-96.00,-1393.00,-2311.00,1027.00,4172.00,1174.00,9986.00,-1211.00,98.00,965.00,2668.00,17498.00,0.00,0.00,178.00,4998.00,23.00,127.00,440.00,1445.00,2963.00,8494.00,439.00,2049.00,6399.00,-393.00,-132.00,-593.00,29.00,-162.00,98.00,131.00,4457.00,-8590.00
1966:Q2,64620.00,66658.00,64477.00,16247.00,8753.00,36398.00,3079.00,1.00,2181.00,27991.00,53.00,33.00,6133.00,5654.00,0.00,192.00,650.00,74.00,-3573.00,3073.00,1082.00,-6.00,2615.00,774.00,1093.00,748.00,-1959.00,608.00,4229.00,1142.00,10252.00,-3391.00,-104.00,1485.00,400.00,25810.00,0.00,0.00,301.00,1673.00,41.00,-4753.00,1519.00,2299.00,2567.00,18883.00,7164.00,1445.00,7165.00,3109.00,1508.00,2210.00,28.00,-2538.00,-104.00,128.00,3721.00,-2039.00
1966:Q3,60419.00,70656.00,66284.00,16854.00,8530.00,37938.00,2963.00,0.00,4372.00,28939.00,-128.00,15.00,-3525.00,2176.00,0.00,1750.00,5261.00,214.00,2096.00,688.00,719.00,1544.00,1888.00,1425.00,907.00,-444.00,-1514.00,207.00,6700.00,1157.00,10527.00,1325.00,1657.00,1135.00,308.00,24567.00,0.00,0.00,197.00,5811.00,605.00,2097.00,-707.00,1383.00,2433.00,6779.00,619.00,-272.00,5648.00,784.00,267.00,4122.00,26.00,968.00,1657.00,-40.00,4780.00,-10237.00
1966:Q4,68503.00,58150.00,66485.00,16924.00,7759.00,37676.00,4126.00,0.00,-8335.00,26029.00,24.00,-47.00,4807.00,5101.00,0.00,-489.00,3389.00,1731.00,-29.00,608.00,1239.00,-160.00,2475.00,277.00,990.00,1208.00,-4045.00,505.00,-274.00,1221.00,10837.00,1851.00,1845.00,1588.00,-2758.00,34364.00,0.00,0.00,223.00,9704.00,156.00,6085.00,103.00,1109.00,2251.00,12055.00,3273.00,1884.00,4465.00,2433.00,-384.00,4871.00,24.00,852.00,1845.00,144.00,5030.00,10353.00
1967:Q1,63303.00,73648.00,64433.00,16542.00,7532.00,36504.00,3856.00,-1.00,9215.00,23385.00,-469.00,66.00,-2495.00,12785.00,0.00,-1112.00,-552.00,2204.00,-1855.00,-120.00,-1759.00,978.00,1593.00,2234.00,696.00,-1337.00,-2802.00,542.00,1516.00,1474.00,10734.00,-1376.00,1435.00,1322.00,722.00,14170.00,0.00,0.00,213.00,7916.00,1055.00,1022.00,1464.00,1232.00,3143.00,3108.00,-255.00,1978.00,3459.00,-2074.00,252.00,-3727.00,24.00,-684.00,1435.00,164.00,5469.00,-10345.00
1967:Q2,64475.00,64264.00,65261.00,17327.00,8466.00,37883.00,1585.00,0.00,-997.00,13715.00,203.00,-108.00,3754.00,10762.00,0.00,79.00,-7329.00,-125.00,-5703.00,-208.00,-1377.00,84.00,2345.00,1262.00,508.00,575.00,-4218.00,267.00,2342.00,1237.00,11079.00,-7190.00,-742.00,828.00,406.00,14712.00,0.00,0.00,218.00,-443.00,565.00,-8559.00,1611.00,2321.00,3619.00,13732.00,4466.00,898.00,5585.00,2783.00,480.00,2245.00,24.00,-5434.00,-742.00,185.00,4447.00,211.00
1967:Q3,63543.00,71447.00,67561.00,17378.00,8951.00,38917.00,2316.00,0.00,3886.00,37222.00,247.00,-16.00,4859.00,7710.00,0.00,897.00,3177.00,-278.00,1937.00,-305.00,707.00,1116.00,1976.00,1406.00,871.00,-301.00,-3661.00,345.00,5245.00,1242.00,11558.00,1253.00,241.00,1172.00,977.00,33336.00,0.00,0.00,166.00,15069.00,22.00,8595.00,-181.00,2124.00,4509.00,7205.00,-2365.00,839.00,7318.00,1413.00,736.00,3682.00,20.00,570.00,241.00,134.00,5513.00,-7904.00
1967:Q4,70888.00,52977.00,67976.00,17597.00,9592.00,38679.00,2108.00,0.00,-15000.00,43260.00,635.00,142.00,8054.00,7308.00,0.00,-638.00,6255.00,1140.00,2838.00,1328.00,-862.00,1811.00,3306.00,964.00,1111.00,1231.00,-2905.00,-101.00,1804.00,1221.00,11851.00,2301.00,-1.00,1222.00,2807.00,58260.00,0.00,0.00,86.00,15003.00,-230.00,9111.00,1261.00,1474.00,3387.00,26727.00,14108.00,2306.00,7290.00,3023.00,929.00,6602.00,12.00,1359.00,-1.00,207.00,7336.00,17911.00
1968:Q1,67707.00,83707.00,69188.00,18922.00,9789.00,38368.00,2110.00,0.00,14519.00,31339.00,387.00,302.00,-6601.00,9020.00,0.00,1046.00,6460.00,308.00,5443.00,659.00,-121.00,171.00,369.00,565.00,1141.00,-1337.00,-2825.00,957.00,1828.00,1202.00,12117.00,1925.00,2420.00,1110.00,1623.00,16820.00,0.00,0.00,224.00,10275.00,448.00,5383.00,357.00,1485.00,2602.00,-2484.00,-8494.00,1379.00,5926.00,-1295.00,365.00,-2907.00,2.00,4442.00,2420.00,358.00,4126.00,-16000.00
1968:Q2,71098.00,72080.00,73173.00,19443.00,10154.00,40056.00,3521.00,0.00,-1092.00,29582.00,392.00,392.00,4469.00,4605.00,0.00,-705.00,2149.00,1017.00,-2629.00,1997.00,543.00,1221.00,4290.00,2982.00,807.00,501.00,-4255.00,478.00,5597.00,1184.00,12597.00,-3521.00,-130.00,1286.00,756.00,30675.00,0.00,0.00,60.00,3197.00,-82.00,-3319.00,921.00,2149.00,3528.00,21288.00,5906.00,3785.00,7465.00,4132.00,530.00,5161.00,-8.00,-4636.00,-130.00,134.00,5079.00,-982.00
1968:Q3,69647.00,75284.00,73927.00,20486.00,10355.00,41166.00,1920.00,0.00,1357.00,40243.00,335.00,83.00,5498.00,9119.00,0.00,1123.00,1436.00,867.00,863.00,439.00,-980.00,247.00,3099.00,2449.00,1251.00,-601.00,-5435.00,582.00,7748.00,1189.00,13214.00,393.00,538.00,1599.00,-278.00,38886.00,0.00,0.00,46.00,14577.00,1528.00,6733.00,1019.00,1996.00,3301.00,10269.00,-354.00,278.00,7589.00,2756.00,-476.00,7173.00,-8.00,-101.00,538.00,145.00,6723.00,-5636.00
1968:Q4,77419.00,65246.00,74118.00,20552.00,10924.00,41141.00,1502.00,0.00,-8873.00,38462.00,785.00,-245.00,5503.00,10117.00,0.00,-2542.00,2272.00,988.00,-205.00,729.00,-528.00,1288.00,2653.00,397.00,724.00,1532.00,-7230.00,366.00,3507.00,1214.00,14367.00,2222.00,331.00,983.00,4160.00,47334.00,0.00,0.00,86.00,8425.00,-679.00,1966.00,863.00,2813.00,3462.00,23745.00,7646.00,2681.00,8254.00,5164.00,-578.00,7320.00,0.00,1400.00,331.00,138.00,6468.00,12173.00
1969:Q1,75294.00,85110.00,76771.00,20848.00,11519.00,41532.00,2872.00,0.00,8339.00,33379.00,10.00,269.00,-7652.00,2791.00,0.00,2194.00,14758.00,1829.00,8305.00,947.00,3387.00,290.00,-3318.00,-2507.00,505.00,-1316.00,-4094.00,945.00,6129.00,1237.00,14545.00,956.00,1125.00,1537.00,1947.00,25041.00,0.00,0.00,46.00,7920.00,631.00,-31.00,212.00,3671.00,3437.00,6700.00,99.00,563.00,6478.00,-440.00,337.00,499.00,11.00,1187.00,1125.00,344.00,6872.00,-9816.00
1969:Q2,76602.00,75893.00,78058.00,20950.00,11657.00,43146.00,2306.00,0.00,-2165.00,24871.00,423.00,-47.00,6850.00,93.00,0.00,1204.00,-1569.00,2032.00,-7578.00,1605.00,1988.00,384.00,3265.00,2545.00,319.00,401.00,-5497.00,638.00,7039.00,1253.00,15360.00,-6025.00,-1206.00,1834.00,1256.00,27036.00,0.00,0.00,58.00,-4522.00,34.00,-10868.00,-509.00,3540.00,3281.00,23662.00,6617.00,4108.00,8146.00,4791.00,421.00,6125.00,20.00,-3297.00,-1206.00,262.00,5514.00,709.00
1969:Q3,75221.00,81251.00,79888.00,20992.00,11606.00,44742.00,2549.00,0.00,1363.00,40022.00,462.00,-191.00,-822.00,-5704.00,0.00,4480.00,15639.00,2733.00,7212.00,1075.00,2789.00,1830.00,-1498.00,-2160.00,860.00,-198.00,-2530.00,768.00,9258.00,1269.00,16079.00,632.00,-159.00,1630.00,709.00,38660.00,0.00,0.00,32.00,11133.00,864.00,6498.00,-1664.00,2711.00,2724.00,12016.00,-837.00,2902.00,7813.00,2138.00,990.00,7246.00,22.00,287.00,-159.00,251.00,6841.00,-6030.00
1969:Q4,81326.00,74728.00,76656.00,21042.00,10943.00,43224.00,1447.00,0.00,-1928.00,47010.00,699.00,-445.00,9002.00,63.00,0.00,-1816.00,10348.00,2301.00,3460.00,1854.00,1673.00,1060.00,6448.00,3361.00,1883.00,1204.00,-5062.00,370.00,3010.00,1279.00,16549.00,1245.00,379.00,573.00,4369.00,48938.00,0.00,0.00,136.00,8382.00,-422.00,5150.00,-343.00,1464.00,2533.00,21400.00,6711.00,3459.00,7812.00,3418.00,1658.00,8892.00,13.00,121.00,379.00,345.00,7613.00,6598.00
1970:Q1,75067.00,88630.00,75079.00,20814.00,10970.00,42840.00,456.00,0.00,13551.00,37580.00,-200.00,-1.00,-5595.00,3608.00,0.00,-138.00,12726.00,4657.00,5720.00,2253.00,682.00,-586.00,-314.00,-353.00,1359.00,-1320.00,241.00,356.00,4034.00,1341.00,14087.00,480.00,3277.00,2121.00,1556.00,24029.00,867.00,400.00,63.00,8869.00,1688.00,2424.00,-452.00,2140.00,3069.00,2817.00,-4528.00,3931.00,5982.00,-2568.00,1317.00,-1720.00,69.00,218.00,3277.00,569.00,7283.00,-13563.00
1970:Q2,77199.00,74922.00,77618.00,21139.00,10752.00,44457.00,1270.00,0.00,-2696.00,26012.00,-606.00,48.00,7377.00,11720.00,0.00,-4513.00,-3612.00,2435.00,-8272.00,372.00,609.00,1244.00,2006.00,445.00,1207.00,354.00,-1616.00,-19.00,2259.00,1276.00,14408.00,-5577.00,-1486.00,2503.00,1845.00,28708.00,0.00,0.00,24.00,4513.00,-149.00,-3920.00,-486.00,3340.00,5728.00,17876.00,4481.00,3037.00,7600.00,2758.00,1195.00,3194.00,12.00,-2792.00,-1486.00,215.00,5958.00,2277.00
1970:Q3,72374.00,82278.00,79338.00,21371.00,11024.00,45673.00,1271.00,0.00,2939.00,40375.00,-548.00,-79.00,3346.00,21193.00,0.00,-123.00,-6755.00,-7262.00,-2372.00,-48.00,-808.00,3735.00,2813.00,1146.00,1181.00,486.00,-395.00,599.00,2456.00,1316.00,14751.00,1179.00,-1491.00,1634.00,478.00,37435.00,0.00,0.00,71.00,15920.00,466.00,7609.00,-99.00,2584.00,5360.00,10211.00,1752.00,-2192.00,8648.00,2003.00,1106.00,2524.00,11.00,105.00,-1491.00,355.00,8623.00,-9904.00
