1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1980:Q2,3287.00,0.00,0.00,0.00,0.00,2820.00,301.00,890.00,1629.00,467.00,4243.00,0.00,1263.00,572.00,691.00,2681.00,751.00,0.00,1930.00,299.00,0.00,0.00,0.00,0.00,0.00
1980:Q3,3267.00,0.00,0.00,0.00,0.00,2770.00,296.00,869.00,1605.00,497.00,4164.00,0.00,1134.00,516.00,618.00,2629.00,710.00,0.00,1919.00,401.00,0.00,0.00,0.00,0.00,0.00
1980:Q4,3230.00,0.00,0.00,0.00,0.00,2720.00,291.00,849.00,1580.00,510.00,4080.00,0.00,1165.00,533.00,632.00,2590.00,680.00,0.00,1910.00,325.00,0.00,0.00,0.00,0.00,0.00
1981:Q1,3240.00,0.00,0.00,0.00,0.00,2700.00,292.00,836.00,1572.00,540.00,4064.00,0.00,1237.00,548.00,689.00,2561.00,651.00,0.00,1910.00,266.00,0.00,0.00,0.00,0.00,0.00
1981:Q2,3233.00,0.00,0.00,0.00,0.00,2680.00,292.00,823.00,1565.00,553.00,4052.00,0.00,1199.00,548.00,651.00,2532.00,620.00,0.00,1912.00,321.00,0.00,0.00,0.00,0.00,0.00
1981:Q3,3204.00,0.00,0.00,0.00,0.00,2660.00,293.00,810.00,1557.00,544.00,4021.00,0.00,1250.00,550.00,700.00,2508.00,590.00,0.00,1918.00,263.00,0.00,0.00,0.00,0.00,0.00
1981:Q4,3180.00,0.00,0.00,0.00,0.00,2641.00,293.00,797.00,1551.00,539.00,3980.00,0.00,1239.00,553.00,686.00,2490.00,560.00,0.00,1930.00,251.00,0.00,0.00,0.00,0.00,0.00
1982:Q1,3262.00,0.00,0.00,0.00,0.00,2680.00,290.00,825.00,1565.00,582.00,4038.00,0.00,1203.00,522.00,681.00,2478.00,526.00,0.00,1952.00,357.00,0.00,0.00,0.00,0.00,0.00
1982:Q2,3271.00,0.00,0.00,0.00,0.00,2720.00,287.00,853.00,1580.00,551.00,4021.00,0.00,1167.00,491.00,676.00,2537.00,551.00,0.00,1986.00,317.00,0.00,0.00,0.00,0.00,0.00
1982:Q3,3338.00,0.00,0.00,0.00,0.00,2760.00,284.00,881.00,1595.00,578.00,4053.00,0.00,1131.00,460.00,671.00,2593.00,573.00,0.00,2020.00,329.00,0.00,0.00,0.00,0.00,0.00
1982:Q4,3378.00,0.00,0.00,0.00,0.00,2800.00,280.00,910.00,1610.00,578.00,4039.00,0.00,1095.00,429.00,666.00,2619.00,576.00,0.00,2043.00,325.00,0.00,0.00,0.00,0.00,0.00
1983:Q1,3416.00,0.00,0.00,0.00,0.00,2770.00,267.00,920.00,1583.00,646.00,4014.00,0.00,1081.00,412.00,669.00,2628.00,570.00,0.00,2058.00,305.00,0.00,0.00,0.00,0.00,0.00
1983:Q2,3429.00,0.00,0.00,0.00,0.00,2740.00,254.00,930.00,1556.00,689.00,3962.00,0.00,1067.00,395.00,672.00,2547.00,480.00,0.00,2067.00,348.00,0.00,0.00,0.00,0.00,0.00
1983:Q3,3377.00,0.00,0.00,0.00,0.00,2710.00,241.00,940.00,1529.00,667.00,3819.00,0.00,1053.00,378.00,675.00,2491.00,420.00,0.00,2071.00,275.00,0.00,0.00,0.00,0.00,0.00
1983:Q4,3492.00,0.00,0.00,0.00,0.00,2680.00,228.00,949.00,1503.00,812.00,3786.00,0.00,1039.00,361.00,678.00,2419.00,351.00,0.00,2068.00,328.00,0.00,0.00,0.00,0.00,0.00
1984:Q1,4396.00,0.00,690.00,690.00,0.00,2902.00,234.00,1055.00,1613.00,804.00,4470.00,0.00,1611.00,416.00,1195.00,2511.00,360.00,0.00,2151.00,348.00,500.00,500.00,0.00,0.00,0.00
1984:Q2,5488.00,0.00,1379.00,1379.00,0.00,3124.00,240.00,1154.00,1730.00,985.00,5255.00,0.00,2192.00,472.00,1720.00,2668.00,381.00,0.00,2287.00,395.00,1000.00,1000.00,0.00,0.00,0.00
1984:Q3,6591.00,0.00,2066.00,2066.00,0.00,3345.00,245.00,1259.00,1841.00,1180.00,6054.00,0.00,2775.00,529.00,2246.00,2812.00,395.00,0.00,2417.00,467.00,1500.00,1500.00,0.00,0.00,0.00
1984:Q4,7552.00,0.00,2572.00,2572.00,0.00,3508.00,246.00,1344.00,1918.00,1472.00,6808.00,0.00,3410.00,588.00,2822.00,2879.00,400.00,0.00,2479.00,519.00,2056.00,2056.00,0.00,0.00,0.00
1985:Q1,7860.00,0.00,2580.00,2580.00,0.00,3607.00,252.00,1381.00,1974.00,1673.00,6987.00,0.00,3669.00,623.00,3046.00,2899.00,410.00,0.00,2489.00,419.00,2080.00,2080.00,0.00,0.00,0.00
1985:Q2,8093.00,0.00,2591.00,2591.00,0.00,3750.00,263.00,1436.00,2051.00,1752.00,7127.00,0.00,3933.00,657.00,3276.00,2976.00,475.00,0.00,2501.00,218.00,2110.00,2110.00,0.00,0.00,0.00
1985:Q3,8334.00,0.00,2603.00,2603.00,0.00,3901.00,273.00,1494.00,2134.00,1830.00,7307.00,0.00,4206.00,690.00,3516.00,3086.00,570.00,0.00,2516.00,15.00,2150.00,2150.00,0.00,0.00,0.00
1985:Q4,10382.00,0.00,2763.00,2763.00,0.00,5927.00,322.00,1759.00,3846.00,1692.00,8290.00,0.00,4422.00,723.00,3699.00,3214.00,680.00,0.00,2534.00,654.00,2182.00,2182.00,0.00,0.00,0.00
1986:Q1,11138.00,0.00,4005.00,4005.00,0.00,6161.00,335.00,1828.00,3998.00,972.00,9220.00,0.00,4638.00,814.00,3824.00,3438.00,770.00,0.00,2668.00,1144.00,2285.00,2285.00,0.00,0.00,0.00
1986:Q2,12848.00,0.00,5247.00,5247.00,0.00,6468.00,347.00,1921.00,4200.00,1133.00,10884.00,0.00,5137.00,773.00,4364.00,3755.00,860.00,0.00,2895.00,1992.00,2744.00,2744.00,0.00,0.00,0.00
1986:Q3,15044.00,0.00,6489.00,6489.00,0.00,6571.00,352.00,1952.00,4267.00,1984.00,12542.00,0.00,5902.00,925.00,4977.00,3832.00,951.00,0.00,2881.00,2808.00,3375.00,3375.00,0.00,0.00,0.00
1986:Q4,14966.00,0.00,7731.00,7731.00,0.00,5930.00,318.00,1761.00,3851.00,1305.00,14100.00,0.00,9519.00,1051.00,8468.00,3810.00,1020.00,0.00,2790.00,771.00,6677.00,6677.00,0.00,0.00,0.00
1987:Q1,16507.00,0.00,9346.00,9346.00,0.00,6170.00,331.00,1833.00,4006.00,991.00,15334.00,0.00,10092.00,1265.00,8827.00,4026.00,1145.00,0.00,2881.00,1216.00,7087.00,7087.00,0.00,0.00,0.00
1987:Q2,18789.00,0.00,10961.00,10961.00,0.00,6145.00,332.00,1825.00,3988.00,1683.00,17601.00,0.00,12473.00,1242.00,11231.00,4155.00,1270.00,0.00,2885.00,973.00,9419.00,9419.00,0.00,0.00,0.00
1987:Q3,20888.00,0.00,12576.00,12576.00,0.00,6480.00,326.00,1944.00,4210.00,1832.00,20124.00,0.00,14603.00,1249.00,13354.00,4322.00,1400.00,0.00,2922.00,1199.00,11289.00,11289.00,0.00,0.00,0.00
1987:Q4,23395.00,0.00,14191.00,14191.00,0.00,6969.00,349.00,2091.00,4529.00,2235.00,22500.00,0.00,16682.00,1406.00,15276.00,4630.00,1520.00,0.00,3110.00,1188.00,13002.00,13002.00,0.00,0.00,0.00
1988:Q1,23936.00,0.00,14824.00,14824.00,0.00,7271.00,364.00,2181.00,4726.00,1841.00,23994.00,0.00,17193.00,1431.00,15762.00,4816.00,1719.00,0.00,3097.00,1985.00,13345.00,13345.00,0.00,0.00,0.00
1988:Q2,24613.00,0.00,15457.00,15457.00,0.00,7311.00,366.00,2193.00,4752.00,1845.00,24793.00,0.00,17722.00,1423.00,16299.00,5132.00,2017.00,0.00,3115.00,1939.00,13760.00,13760.00,0.00,0.00,0.00
1988:Q3,25565.00,0.00,16090.00,16090.00,0.00,7853.00,393.00,2356.00,5104.00,1622.00,25851.00,0.00,17743.00,1397.00,16346.00,5198.00,2107.00,0.00,3091.00,2910.00,13738.00,13738.00,0.00,0.00,0.00
1988:Q4,28463.00,0.00,16723.00,16723.00,0.00,8687.00,434.00,2606.00,5647.00,3053.00,28360.00,0.00,18356.00,1290.00,17066.00,6484.00,3101.00,0.00,3383.00,3520.00,14576.00,14576.00,0.00,0.00,0.00
1989:Q1,29050.00,0.00,16941.00,16941.00,0.00,8420.00,421.00,2526.00,5473.00,3689.00,27864.00,0.00,19081.00,1283.00,17798.00,7272.00,3841.00,0.00,3431.00,1511.00,15315.00,15315.00,0.00,0.00,0.00
1989:Q2,30421.00,0.00,17158.00,17158.00,0.00,8354.00,417.00,2506.00,5431.00,4909.00,28504.00,0.00,19238.00,1174.00,18064.00,7408.00,3957.00,0.00,3451.00,1858.00,15397.00,15397.00,0.00,0.00,0.00
1989:Q3,30653.00,0.00,17376.00,17376.00,0.00,8201.00,410.00,2460.00,5331.00,5076.00,28623.00,0.00,19403.00,1138.00,18265.00,7600.00,4020.00,0.00,3580.00,1620.00,15570.00,15570.00,0.00,0.00,0.00
1989:Q4,30650.00,0.00,17593.00,17593.00,0.00,8367.00,418.00,2510.00,5439.00,4690.00,29090.00,0.00,19142.00,1122.00,18020.00,7800.00,4090.00,0.00,3710.00,2148.00,15300.00,15300.00,0.00,0.00,0.00
1990:Q1,29965.00,0.00,17318.00,17318.00,0.00,8290.00,414.00,2487.00,5389.00,4357.00,28915.00,0.00,18602.00,830.00,17772.00,8000.00,4160.00,0.00,3840.00,2313.00,15027.00,15027.00,0.00,0.00,0.00
1990:Q2,28871.00,0.00,17043.00,17043.00,0.00,8259.00,412.00,2478.00,5369.00,3569.00,28806.00,0.00,19022.00,779.00,18243.00,8200.00,4230.00,0.00,3970.00,1584.00,15473.00,15473.00,0.00,0.00,0.00
1990:Q3,28065.00,0.00,16768.00,16768.00,0.00,8236.00,411.00,2471.00,5354.00,3061.00,28985.00,0.00,18193.00,804.00,17389.00,8500.00,4300.00,0.00,4200.00,2292.00,14594.00,14594.00,0.00,0.00,0.00
1990:Q4,28470.00,0.00,16493.00,16493.00,0.00,7707.00,415.00,2303.00,4989.00,4270.00,28900.00,0.00,18998.00,920.00,18078.00,8700.00,4370.00,0.00,4330.00,1202.00,15258.00,15258.00,0.00,0.00,0.00
1991:Q1,28195.00,0.00,16517.00,16517.00,0.00,7405.00,359.00,2162.00,4884.00,4273.00,29445.00,0.00,19434.00,880.00,18554.00,8840.00,4440.00,0.00,4400.00,1171.00,15709.00,15709.00,0.00,0.00,0.00
1991:Q2,28210.00,0.00,16541.00,16541.00,0.00,7376.00,383.00,2162.00,4831.00,4293.00,29935.00,0.00,19162.00,916.00,18246.00,8996.00,4514.00,0.00,4482.00,1777.00,15378.00,15378.00,0.00,0.00,0.00
1991:Q3,27565.00,0.00,16565.00,16565.00,0.00,7225.00,364.00,2162.00,4699.00,3775.00,29654.00,0.00,18700.00,920.00,17780.00,9209.00,4631.00,0.00,4578.00,1745.00,14992.00,14992.00,0.00,0.00,0.00
1991:Q4,28990.00,0.00,16589.00,16589.00,0.00,6990.00,362.00,2162.00,4466.00,5411.00,31490.00,0.00,18846.00,900.00,17946.00,9793.00,5000.00,0.00,4793.00,2851.00,14992.00,14992.00,0.00,0.00,0.00
1992:Q1,29895.00,0.00,16671.00,16520.00,151.00,6824.00,341.00,2115.00,4368.00,6400.00,32049.00,1398.00,19938.00,861.00,19077.00,10466.00,5458.00,0.00,5008.00,247.00,15963.00,15792.00,171.00,0.00,0.00
1992:Q2,30253.00,0.00,16752.00,16400.00,352.00,7473.00,523.00,2242.00,4708.00,6028.00,32438.00,1871.00,18782.00,865.00,17917.00,10638.00,5609.00,0.00,5029.00,1147.00,14655.00,14393.00,262.00,0.00,0.00
