date,FA634090005.Q,FA633091003.Q,FA633020000.Q,FA633030000.Q,FA632051000.Q,FA634022005.Q,FA633069175.Q,FA633061105.Q,FA633061700.Q,FA633062000.Q,FA633063003.Q,FA633093005.Q,FA634090005.Q,FA634090503.Q
1996:Q2,165118.00,-28744.00,2153.00,29497.00,8606.00,139220.00,81380.00,16415.00,17614.00,21996.00,1816.00,14386.00,165118.00,2268.00
1996:Q3,121335.00,14272.00,3377.00,45422.00,10291.00,76459.00,48780.00,6359.00,14459.00,8078.00,-1216.00,-28486.00,121335.00,3344.00
1996:Q4,121608.00,22388.00,-1111.00,52536.00,29141.00,-9612.00,47605.00,-23332.00,-41821.00,11157.00,-3220.00,28266.00,121608.00,3992.00
1997:Q1,148541.00,-9692.00,8937.00,41909.00,45485.00,58970.00,20087.00,-2896.00,13556.00,17755.00,10468.00,2932.00,148541.00,5916.00
1997:Q2,234296.00,-1960.00,1034.00,71341.00,-23766.00,185026.00,93311.00,6716.00,51586.00,28208.00,5204.00,2620.00,234296.00,-388.00
1997:Q3,184744.00,11176.00,-1523.00,31819.00,31968.00,87935.00,78505.00,-8272.00,-31514.00,29309.00,19908.00,23369.00,184744.00,-2016.00
1997:Q4,60731.00,608.00,2292.00,-29181.00,38396.00,19625.00,59149.00,-12632.00,-56796.00,14812.00,15092.00,28991.00,60731.00,1612.00
1998:Q1,231906.00,20708.00,17945.00,-47525.00,8313.00,170602.00,52152.00,7960.00,48559.00,27591.00,34340.00,61863.00,231906.00,2376.00
1998:Q2,409063.00,-26012.00,-14191.00,43722.00,28758.00,414408.00,188927.00,45904.00,46509.00,37320.00,95748.00,-37623.00,409063.00,8516.00
1998:Q3,373712.00,19492.00,-4341.00,62851.00,76070.00,188924.00,40263.00,-8276.00,82977.00,37132.00,36828.00,30717.00,373712.00,19344.00
1998:Q4,156490.00,14264.00,-9741.00,-6500.00,-61897.00,245854.00,45106.00,43796.00,133772.00,2640.00,20540.00,-25489.00,156490.00,-716.00
1999:Q1,260144.00,37656.00,-10127.00,35963.00,-34128.00,225429.00,154609.00,-18373.00,36692.00,22646.00,29856.00,5351.00,260144.00,11016.00
1999:Q2,230902.00,21448.00,18543.00,34437.00,7890.00,110838.00,67796.00,-8445.00,7761.00,13917.00,29808.00,37746.00,230902.00,3148.00
1999:Q3,212670.00,39516.00,-20832.00,699.00,2676.00,167461.00,99567.00,1895.00,-16376.00,14404.00,67972.00,23150.00,212670.00,20136.00
1999:Q4,342156.00,-53092.00,3032.00,59649.00,32618.00,266968.00,135376.00,9904.00,50687.00,22977.00,48024.00,32982.00,342156.00,5212.00
2000:Q1,272596.00,82680.00,16199.00,-55903.00,67915.00,227895.00,169804.00,-21384.00,-44665.00,44109.00,80032.00,-66191.00,272596.00,-9688.00
2000:Q2,126203.00,25340.00,634.00,-21840.00,50356.00,-21832.00,-27243.00,-34344.00,-9636.00,12095.00,37296.00,93544.00,126203.00,-3232.00
2000:Q3,274975.00,-1452.00,9056.00,36522.00,53592.00,93698.00,143738.00,-5512.00,-59488.00,25952.00,-10992.00,83559.00,274975.00,584.00
2000:Q4,246846.00,69952.00,-7342.00,2217.00,7049.00,279331.00,130653.00,8560.00,101933.00,47885.00,-9700.00,-104360.00,246846.00,9556.00
2001:Q1,751553.00,90724.00,-3142.00,130265.00,101239.00,510368.00,83222.00,18236.00,297109.00,35385.00,76416.00,-77901.00,751553.00,29900.00
2001:Q2,303358.00,-10996.00,10956.00,-10854.00,23464.00,193179.00,-18785.00,30664.00,163726.00,8522.00,9052.00,97609.00,303358.00,-10996.00
2001:Q3,444324.00,2740.00,-32792.00,13481.00,84407.00,345173.00,92714.00,87532.00,111515.00,25255.00,28156.00,31315.00,444324.00,33904.00
2001:Q4,261013.00,43600.00,41525.00,214713.00,-1602.00,54636.00,-94400.00,57656.00,66102.00,40258.00,-14980.00,-91859.00,261013.00,-5932.00
2002:Q1,-118277.00,-29204.00,1785.00,17902.00,16476.00,-72757.00,-44528.00,-15893.00,-20657.00,2970.00,5352.00,-52477.00,-118277.00,-1012.00
2002:Q2,-38386.00,-7992.00,-12794.00,-10108.00,73375.00,-191670.00,-74027.00,-16041.00,-66784.00,3106.00,-37924.00,110802.00,-38386.00,6956.00
2002:Q3,-115264.00,10364.00,-16863.00,-102411.00,50073.00,-46059.00,-152387.00,-6761.00,38386.00,21675.00,53028.00,-10367.00,-115264.00,14316.00
2002:Q4,190986.00,-56.00,692.00,4021.00,43944.00,199387.00,123015.00,53556.00,-25857.00,37745.00,10928.00,-57002.00,190986.00,-7004.00
2003:Q1,-187031.00,-38964.00,28039.00,-82024.00,-47463.00,13328.00,-178856.00,23726.00,59923.00,64195.00,44340.00,-59946.00,-187031.00,-1224.00
2003:Q2,-22083.00,-43404.00,-33451.00,-82325.00,-9241.00,119663.00,-96710.00,21995.00,62020.00,8974.00,123384.00,26675.00,-22083.00,-19264.00
2003:Q3,-253053.00,-23104.00,-11414.00,-23202.00,-88589.00,-102237.00,-143193.00,-44248.00,86043.00,9173.00,-10012.00,-4506.00,-253053.00,-6924.00
2003:Q4,-438048.00,-47312.00,14807.00,-53280.00,34122.00,-353486.00,-136645.00,-46993.00,-181854.00,10279.00,1728.00,-32899.00,-438048.00,-22260.00
2004:Q1,-70424.00,12684.00,1546.00,-12964.00,112131.00,-220443.00,-81293.00,-31332.00,-63595.00,-17035.00,-27188.00,36623.00,-70424.00,-2868.00
2004:Q2,-95548.00,27084.00,33517.00,64349.00,-35135.00,-105137.00,-88985.00,-46669.00,-49462.00,40423.00,39556.00,-80226.00,-95548.00,6604.00
2004:Q3,-197246.00,-33752.00,-19874.00,-22964.00,-20410.00,-137866.00,-47699.00,-24422.00,-39873.00,189.00,-26060.00,37620.00,-197246.00,3072.00
2004:Q4,-190067.00,-2608.00,-4401.00,37591.00,-131298.00,-126871.00,-49944.00,-16352.00,-99942.00,29663.00,9704.00,37519.00,-190067.00,-15972.00
2005:Q1,-2199.00,-18812.00,10097.00,37910.00,188145.00,-138096.00,73510.00,15058.00,-212885.00,36799.00,-50580.00,-81443.00,-2199.00,6964.00
2005:Q2,47262.00,55076.00,-29167.00,-65922.00,218481.00,38388.00,130078.00,-7069.00,-140072.00,69871.00,-14420.00,-169594.00,47262.00,-4852.00
2005:Q3,174630.00,44500.00,1642.00,76763.00,-29824.00,9642.00,67774.00,-27165.00,-80080.00,-916.00,50028.00,71908.00,174630.00,8068.00
2005:Q4,280791.00,-49632.00,10519.00,7481.00,78347.00,93047.00,71266.00,-39324.00,-8724.00,1361.00,68468.00,141029.00,280791.00,-8828.00
2006:Q1,193142.00,22084.00,34166.00,-62796.00,94578.00,143263.00,-5287.00,38533.00,-8944.00,58777.00,60184.00,-38153.00,193142.00,3044.00
2006:Q2,340718.00,-75340.00,41711.00,97491.00,139466.00,342119.00,183407.00,24843.00,50642.00,15895.00,67332.00,-204729.00,340718.00,26120.00
2006:Q3,362724.00,-33016.00,-60427.00,58712.00,-89818.00,363886.00,208340.00,-52616.00,-37151.00,59025.00,186288.00,123386.00,362724.00,7260.00
2006:Q4,349936.00,45820.00,15199.00,22213.00,59198.00,59880.00,72088.00,-34392.00,-118755.00,38879.00,102060.00,147627.00,349936.00,-2452.00
2007:Q1,489920.00,-15784.00,14627.00,-64387.00,90012.00,453750.00,138978.00,93390.00,7799.00,110523.00,103060.00,11703.00,489920.00,12500.00
2007:Q2,488640.00,-37200.00,-24235.00,24516.00,231805.00,484192.00,137835.00,31291.00,76335.00,73295.00,165436.00,-190438.00,488640.00,9128.00
2007:Q3,1219234.00,111688.00,3839.00,295605.00,264292.00,418760.00,6028.00,145225.00,196399.00,121805.00,-50696.00,125049.00,1219234.00,14756.00
2007:Q4,791442.00,81432.00,-13591.00,48210.00,273479.00,228258.00,14935.00,119542.00,135160.00,113265.00,-154644.00,173655.00,791442.00,5740.00
2008:Q1,1611228.00,41036.00,-1512.00,306630.00,59148.00,1319916.00,-30783.00,540791.00,653012.00,69356.00,87540.00,-113990.00,1611228.00,29248.00
2008:Q2,-158319.00,504.00,27914.00,68663.00,-238865.00,196887.00,27208.00,-15282.00,191649.00,60124.00,-66812.00,-213422.00,-158319.00,-4100.00
2008:Q3,113230.00,-41208.00,6563.00,-37264.00,159886.00,17844.00,-604574.00,726965.00,398865.00,-114437.00,-388976.00,7410.00,113230.00,23960.00
2008:Q4,1419769.00,-59248.00,-10061.00,85182.00,-234137.00,1455901.00,385265.00,384110.00,887730.00,35709.00,-236912.00,182131.00,1419769.00,39884.00
2009:Q1,121752.00,-42076.00,65554.00,249342.00,209466.00,-305540.00,-128949.00,-181433.00,162297.00,-44499.00,-112956.00,-54994.00,121752.00,-428.00
2009:Q2,-539112.00,49720.00,-95051.00,345220.00,-267319.00,-420902.00,-120669.00,-84386.00,-153012.00,-52639.00,-10196.00,-150780.00,-539112.00,-25312.00
2009:Q3,-975836.00,65308.00,21397.00,2707.00,-108115.00,-935635.00,-71794.00,-238700.00,-421133.00,-80692.00,-123316.00,-21498.00,-975836.00,-24208.00
2009:Q4,-672181.00,-26672.00,50657.00,91175.00,-95032.00,-885412.00,-126460.00,-201030.00,-466651.00,-97955.00,6684.00,193104.00,-672181.00,-20752.00
2010:Q1,-1122801.00,-18800.00,-9570.00,-255373.00,-49009.00,-701892.00,-253949.00,-97853.00,-258362.00,-117048.00,25320.00,-88156.00,-1122801.00,-15156.00
2010:Q2,-573362.00,780.00,-6906.00,-288831.00,137020.00,-276420.00,-147560.00,-31729.00,-38734.00,-31033.00,-27364.00,-139006.00,-573362.00,-1108.00
2010:Q3,-146951.00,47116.00,13507.00,174121.00,-5771.00,-398271.00,-22133.00,-138163.00,-147952.00,-55367.00,-34656.00,22348.00,-146951.00,-9632.00
2010:Q4,-206401.00,6508.00,-12175.00,-69305.00,-84548.00,-236184.00,-51078.00,-22038.00,-126997.00,-8799.00,-27272.00,189303.00,-206401.00,-9072.00
2011:Q1,-93019.00,14380.00,34265.00,16145.00,-54881.00,5522.00,9023.00,37158.00,-40546.00,-3093.00,2980.00,-108450.00,-93019.00,-2640.00
2011:Q2,-45305.00,18540.00,6914.00,-9286.00,97394.00,-52664.00,-55814.00,100144.00,-49428.00,-45630.00,-1936.00,-106202.00,-45305.00,1696.00
2011:Q3,-325285.00,-178592.00,-14545.00,-146320.00,31280.00,-50366.00,-69175.00,161643.00,86943.00,-37249.00,-192528.00,33257.00,-325285.00,12064.00
2011:Q4,13353.00,-110940.00,-2743.00,-88883.00,-27137.00,64912.00,-46197.00,142763.00,7858.00,-30800.00,-8712.00,178143.00,13353.00,-9844.00
2012:Q1,-218037.00,-11508.00,-37939.00,-68344.00,148081.00,-126190.00,-1596.00,133556.00,-209127.00,-40043.00,-8980.00,-122137.00,-218037.00,-8752.00
2012:Q2,-142061.00,-29124.00,-12053.00,-29673.00,80980.00,-78003.00,-47275.00,-2429.00,27744.00,-33068.00,-22976.00,-74188.00,-142061.00,-2704.00
2012:Q3,32849.00,29176.00,23381.00,86604.00,-124470.00,-63299.00,-46145.00,62949.00,-45739.00,-16749.00,-17616.00,81458.00,32849.00,-6356.00
2012:Q4,336121.00,12508.00,11838.00,141406.00,111822.00,-81316.00,37524.00,-139028.00,-21543.00,5480.00,36252.00,139863.00,336121.00,-1952.00
2013:Q1,-174935.00,22116.00,3454.00,23286.00,-181117.00,42371.00,22130.00,42440.00,49140.00,-74454.00,3116.00,-85044.00,-174935.00,-15284.00
2013:Q2,102047.00,-47492.00,40055.00,65909.00,-90830.00,187967.00,77329.00,63140.00,74503.00,22636.00,-49640.00,-53563.00,102047.00,6568.00
2013:Q3,245797.00,-3336.00,-55535.00,142683.00,55758.00,37738.00,-2052.00,73628.00,-7393.00,-19689.00,-6756.00,68489.00,245797.00,-524.00
2013:Q4,-74349.00,-10572.00,-1158.00,5934.00,3277.00,-152464.00,-54610.00,-60144.00,-47070.00,-42948.00,52308.00,80634.00,-74349.00,-7320.00
2014:Q1,-118682.00,-58196.00,26347.00,49463.00,181200.00,-241437.00,-12263.00,-140831.00,-6420.00,-28290.00,-53632.00,-76058.00,-118682.00,-3552.00
2014:Q2,-130218.00,29524.00,-20307.00,59489.00,207947.00,-299297.00,-10405.00,-175644.00,579.00,-22826.00,-91000.00,-107574.00,-130218.00,-3812.00
2014:Q3,22172.00,-13948.00,-61590.00,22570.00,-38892.00,58155.00,-42165.00,83989.00,14493.00,-17223.00,19060.00,55878.00,22172.00,2868.00
2014:Q4,254060.00,3568.00,-15870.00,-49961.00,261337.00,-14201.00,-11987.00,-75733.00,84420.00,-39489.00,28588.00,69187.00,254060.00,-6176.00
2015:Q1,-84438.00,-16128.00,-1681.00,56896.00,50732.00,-73664.00,8808.00,74973.00,-100490.00,-13464.00,-43492.00,-100593.00,-84438.00,-6940.00
2015:Q2,43502.00,8020.00,21761.00,-30140.00,11194.00,42218.00,15329.00,24898.00,29629.00,-26493.00,-1144.00,-9551.00,43502.00,508.00
2015:Q3,43368.00,-39704.00,15238.00,-206533.00,110578.00,134386.00,-15506.00,-59584.00,185260.00,-12091.00,36308.00,29403.00,43368.00,22664.00
2015:Q4,117977.00,-5976.00,12370.00,-133958.00,6755.00,186004.00,-167859.00,215270.00,193129.00,-2524.00,-52012.00,52782.00,117977.00,-8556.00
2016:Q1,256964.00,25976.00,16924.00,249466.00,-276292.00,334888.00,109401.00,233872.00,137780.00,-99622.00,-46544.00,-93997.00,256964.00,1376.00
2016:Q2,-53203.00,-18576.00,-9653.00,-270960.00,146167.00,86166.00,-200482.00,74315.00,402981.00,-52692.00,-137956.00,13652.00,-53203.00,-13732.00
