date,FA564090005.Q,FA564022005.Q,FA563061103.Q,FA563062003.Q,FA563063003.Q,FA563064103.Q,FA563093003.Q,FA564090005.Q,FA564091603.Q,FA564092603.Q,FA563093003.Q,FA564091403.Q,FA564091303.Q,FA564091203.Q
2004:Q4,107600.00,4196.00,3216.00,0.00,980.00,97992.00,5412.00,107600.00,72916.00,25076.00,5412.00,0.00,4196.00,0.00
2005:Q1,40620.00,11704.00,9332.00,0.00,2372.00,23956.00,4960.00,40620.00,7004.00,16952.00,4960.00,0.00,11704.00,0.00
2005:Q2,40696.00,3460.00,2096.00,0.00,1364.00,37120.00,116.00,40696.00,25680.00,11440.00,116.00,0.00,3460.00,0.00
2005:Q3,14588.00,7064.00,4512.00,0.00,2552.00,5508.00,2016.00,14588.00,-19960.00,25468.00,2016.00,0.00,7064.00,0.00
2005:Q4,131016.00,4804.00,3340.00,0.00,1464.00,121868.00,4344.00,131016.00,81908.00,39960.00,4344.00,0.00,4804.00,0.00
2006:Q1,39868.00,3008.00,1376.00,0.00,1632.00,27488.00,9372.00,39868.00,-9896.00,37384.00,9372.00,0.00,3008.00,0.00
2006:Q2,98488.00,9132.00,7072.00,0.00,2060.00,79740.00,9616.00,98488.00,64964.00,14776.00,9616.00,0.00,9132.00,0.00
2006:Q3,21296.00,2832.00,1104.00,0.00,1728.00,14188.00,4276.00,21296.00,3256.00,10932.00,4276.00,0.00,2832.00,0.00
2006:Q4,136308.00,7948.00,3932.00,0.00,4016.00,117732.00,10628.00,136308.00,67132.00,50600.00,10628.00,0.00,7948.00,0.00
2007:Q1,57364.00,6820.00,3240.00,0.00,3580.00,42488.00,8056.00,57364.00,18784.00,23704.00,8056.00,0.00,6820.00,0.00
2007:Q2,69484.00,15616.00,8708.00,0.00,6908.00,52660.00,1208.00,69484.00,7288.00,45372.00,1208.00,0.00,15616.00,0.00
2007:Q3,192484.00,11044.00,4392.00,1440.00,5212.00,166432.00,15008.00,192484.00,131688.00,34744.00,15008.00,0.00,9604.00,1440.00
2007:Q4,283136.00,19964.00,10032.00,844.00,9088.00,251204.00,11968.00,283136.00,159340.00,91552.00,11968.00,488.00,18948.00,844.00
2008:Q1,35372.00,19588.00,5532.00,2008.00,12048.00,852.00,14932.00,35372.00,6168.00,-5404.00,14932.00,140.00,17528.00,2008.00
2008:Q2,54748.00,22548.00,6288.00,1752.00,14508.00,19064.00,13136.00,54748.00,8948.00,10032.00,13136.00,132.00,20748.00,1752.00
2008:Q3,325980.00,27620.00,15920.00,996.00,10704.00,290424.00,7936.00,325980.00,258172.00,32264.00,7936.00,-20.00,26632.00,996.00
2008:Q4,292780.00,22132.00,1860.00,1964.00,18308.00,264380.00,6268.00,292780.00,200308.00,64080.00,6268.00,-16.00,20176.00,1964.00
2009:Q1,-9892.00,48128.00,18420.00,3260.00,26448.00,-116372.00,58352.00,-9892.00,-115972.00,-408.00,58352.00,12.00,44864.00,3260.00
2009:Q2,152628.00,45912.00,15712.00,3584.00,26616.00,86708.00,20008.00,152628.00,23824.00,62860.00,20008.00,40.00,42312.00,3584.00
2009:Q3,108456.00,44008.00,12204.00,4420.00,27384.00,57112.00,7336.00,108456.00,33496.00,23600.00,7336.00,28.00,39576.00,4420.00
2009:Q4,214688.00,45816.00,12448.00,3260.00,30108.00,141016.00,27856.00,214688.00,68680.00,72352.00,27856.00,-24.00,42568.00,3260.00
2010:Q1,28020.00,41220.00,18372.00,2612.00,20236.00,-4548.00,-8652.00,28020.00,-11404.00,6776.00,-8652.00,128.00,38560.00,2612.00
2010:Q2,123732.00,45492.00,22208.00,2884.00,20400.00,47464.00,30776.00,123732.00,8924.00,38416.00,30776.00,200.00,42532.00,2884.00
2010:Q3,133396.00,35260.00,-748.00,2248.00,33760.00,98412.00,-276.00,133396.00,40448.00,57844.00,-276.00,192.00,32940.00,2248.00
2010:Q4,186780.00,-3152.00,-2836.00,-772.00,456.00,179160.00,10772.00,186780.00,116052.00,63072.00,10772.00,56.00,-2400.00,-772.00
2011:Q1,94396.00,29672.00,7152.00,-596.00,23116.00,59512.00,5212.00,94396.00,40832.00,18648.00,5212.00,48.00,30252.00,-596.00
2011:Q2,116912.00,43684.00,15616.00,1060.00,27008.00,77356.00,-4128.00,116912.00,31816.00,45452.00,-4128.00,136.00,42576.00,1060.00
2011:Q3,83656.00,52204.00,17776.00,396.00,34032.00,21792.00,9660.00,83656.00,12572.00,9128.00,9660.00,144.00,51760.00,396.00
2011:Q4,175592.00,58712.00,5052.00,3228.00,50432.00,115868.00,1012.00,175592.00,92128.00,23764.00,1012.00,-40.00,55496.00,3228.00
2012:Q1,212712.00,65048.00,-1692.00,4204.00,62536.00,135020.00,12644.00,212712.00,82736.00,52188.00,12644.00,152.00,60788.00,4204.00
2012:Q2,100148.00,73740.00,21112.00,3288.00,49340.00,29912.00,-3504.00,100148.00,36708.00,-6884.00,-3504.00,140.00,70400.00,3288.00
2012:Q3,207316.00,30424.00,-18052.00,2936.00,45540.00,159968.00,16924.00,207316.00,106816.00,52956.00,16924.00,308.00,27376.00,2936.00
2012:Q4,221412.00,40428.00,3420.00,4040.00,32968.00,171488.00,9496.00,221412.00,61920.00,109324.00,9496.00,388.00,36244.00,4040.00
2013:Q1,208996.00,28592.00,-2776.00,2872.00,28496.00,205052.00,-24648.00,208996.00,130080.00,74136.00,-24648.00,1296.00,25264.00,2864.00
2013:Q2,61496.00,13576.00,5008.00,-1840.00,10408.00,107016.00,-59096.00,61496.00,105800.00,356.00,-59096.00,1316.00,14968.00,-1848.00
2013:Q3,214768.00,17392.00,-672.00,-4048.00,22112.00,204304.00,-6928.00,214768.00,114828.00,89236.00,-6928.00,364.00,21316.00,-4048.00
2013:Q4,234268.00,-9604.00,-26940.00,-276.00,17612.00,272676.00,-28804.00,234268.00,184900.00,87500.00,-28804.00,416.00,-9464.00,-276.00
2014:Q1,58016.00,44008.00,8768.00,1464.00,33776.00,13608.00,400.00,58016.00,1828.00,11276.00,400.00,748.00,42304.00,1460.00
2014:Q2,231000.00,48704.00,15160.00,3072.00,30472.00,185940.00,-3644.00,231000.00,96920.00,88088.00,-3644.00,1392.00,45176.00,3064.00
2014:Q3,195356.00,25280.00,5576.00,3332.00,16372.00,170388.00,-312.00,195356.00,102372.00,66292.00,-312.00,2584.00,21096.00,3320.00
2014:Q4,478764.00,88204.00,23260.00,4836.00,60108.00,392696.00,-2136.00,478764.00,370600.00,20916.00,-2136.00,1788.00,82772.00,4828.00
2015:Q1,222264.00,77672.00,12364.00,5592.00,59716.00,126400.00,18192.00,222264.00,-40876.00,166240.00,18192.00,1588.00,71540.00,5584.00
2015:Q2,165936.00,8188.00,2396.00,2216.00,3576.00,166912.00,-9164.00,165936.00,-24084.00,189976.00,-9164.00,1580.00,5424.00,2208.00
2015:Q3,172608.00,86348.00,58672.00,2028.00,25648.00,88616.00,-2356.00,172608.00,88840.00,-772.00,-2356.00,872.00,84000.00,2024.00
2015:Q4,363084.00,49172.00,-16404.00,5908.00,59668.00,312112.00,1800.00,363084.00,228628.00,83232.00,1800.00,404.00,43116.00,5904.00
2016:Q1,138384.00,126324.00,40452.00,7096.00,78776.00,-27228.00,39288.00,138384.00,-4256.00,-23272.00,39288.00,476.00,119056.00,7092.00
2016:Q2,123224.00,59912.00,-16.00,6524.00,53404.00,34836.00,28476.00,123224.00,36900.00,-2980.00,28476.00,1472.00,52840.00,6516.00
2016:Q3,365304.00,96804.00,3960.00,6164.00,86680.00,260512.00,7988.00,365304.00,224424.00,35316.00,7988.00,1248.00,90172.00,6156.00
