date,FA634090005.Q,FA634090005.Q,FA153034005.Q,FA103034003.Q,FA113034003.Q,FA213034003.Q,FA513034003.Q,FA543034005.Q,FA573034005.Q,FA223034005.Q,FA503034003.Q,FA263034003.Q
2004:Q2,-95548.00,-95548.00,-4176.00,-11072.00,3072.00,17580.00,-5148.00,8324.00,848.00,-4220.00,-107568.00,6812.00
2004:Q3,-197246.00,-197246.00,-233498.00,24.00,3072.00,10020.00,4396.00,13424.00,1068.00,9476.00,-6524.00,1296.00
2004:Q4,-190067.00,-190067.00,-106011.00,56356.00,3076.00,14244.00,944.00,-21440.00,732.00,18292.00,-157556.00,1296.00
2005:Q1,-2199.00,-2199.00,5293.00,-16960.00,2444.00,10504.00,548.00,13024.00,1532.00,15768.00,-35648.00,1296.00
2005:Q2,47262.00,47262.00,64874.00,39504.00,2444.00,9816.00,-2528.00,-16844.00,1372.00,21480.00,-74152.00,1296.00
2005:Q3,174630.00,174630.00,62034.00,66712.00,2444.00,21172.00,352.00,5708.00,2660.00,11820.00,2856.00,-1128.00
2005:Q4,280791.00,280791.00,43079.00,121348.00,2444.00,14732.00,-940.00,-17380.00,2988.00,17244.00,98404.00,-1128.00
2006:Q1,193142.00,193142.00,178382.00,4120.00,3176.00,7924.00,-2284.00,10204.00,3916.00,15920.00,-27084.00,-1132.00
2006:Q2,340718.00,340718.00,242658.00,55536.00,3176.00,14812.00,-4160.00,28700.00,4648.00,15624.00,-19148.00,-1128.00
2006:Q3,362724.00,362724.00,43344.00,94088.00,3176.00,21972.00,3396.00,19684.00,4636.00,9092.00,154084.00,9252.00
2006:Q4,349936.00,349936.00,407176.00,122512.00,3172.00,17352.00,5868.00,8772.00,4388.00,8848.00,-237404.00,9252.00
2007:Q1,489920.00,489920.00,168416.00,-31820.00,2172.00,21756.00,11724.00,5372.00,7760.00,8864.00,286428.00,9248.00
2007:Q2,488640.00,488640.00,318476.00,78456.00,2168.00,16816.00,988.00,6136.00,8044.00,9172.00,39132.00,9252.00
2007:Q3,1219234.00,1219234.00,269942.00,267696.00,2172.00,17688.00,5740.00,3804.00,8376.00,-1176.00,616328.00,28664.00
2007:Q4,791442.00,791442.00,197594.00,194388.00,2168.00,15508.00,10300.00,11404.00,7704.00,-5880.00,329592.00,28664.00
2008:Q1,1611228.00,1611228.00,629256.00,300000.00,1044.00,10912.00,21332.00,51132.00,6572.00,-4648.00,566964.00,28664.00
2008:Q2,-158319.00,-158319.00,-154059.00,30636.00,1048.00,1924.00,3976.00,9304.00,5136.00,-6496.00,-78452.00,28664.00
2008:Q3,113230.00,113230.00,150326.00,37404.00,1044.00,-5532.00,-2688.00,9564.00,5996.00,-100.00,-101528.00,18744.00
2008:Q4,1419769.00,1419769.00,312565.00,346044.00,1044.00,1924.00,25672.00,75448.00,8748.00,2288.00,627296.00,18740.00
2009:Q1,121752.00,121752.00,91068.00,24568.00,-1660.00,-2124.00,1776.00,11120.00,-8640.00,-2436.00,-10664.00,18744.00
2009:Q2,-539112.00,-539112.00,-178808.00,-64192.00,-1660.00,13832.00,-16368.00,-28532.00,-11100.00,-7144.00,-263880.00,18740.00
2009:Q3,-975836.00,-975836.00,-565880.00,-168976.00,-1660.00,20172.00,-3156.00,-33548.00,-11216.00,-5344.00,-201880.00,-4348.00
2009:Q4,-672181.00,-672181.00,-417449.00,-77176.00,-1664.00,12340.00,4984.00,-35112.00,-10612.00,-4740.00,-138400.00,-4352.00
2010:Q1,-1122801.00,-1122801.00,-251997.00,-345296.00,3112.00,9012.00,-17060.00,-29112.00,-10920.00,-4496.00,-471696.00,-4348.00
2010:Q2,-573362.00,-573362.00,-120238.00,-203524.00,3108.00,7008.00,-2672.00,-14060.00,-10652.00,-4220.00,-223760.00,-4352.00
2010:Q3,-146951.00,-146951.00,-136395.00,-37760.00,3112.00,22012.00,13316.00,-21080.00,-10788.00,7200.00,23304.00,-9872.00
2010:Q4,-206401.00,-206401.00,-224965.00,-44228.00,3108.00,19420.00,-9308.00,-16812.00,-10968.00,7208.00,80012.00,-9868.00
2011:Q1,-93019.00,-93019.00,88057.00,-61772.00,844.00,4152.00,8436.00,-7292.00,16632.00,3256.00,-135460.00,-9872.00
2011:Q2,-45305.00,-45305.00,72855.00,-53156.00,848.00,6580.00,-6404.00,-5492.00,16904.00,7980.00,-75548.00,-9872.00
2011:Q3,-325285.00,-325285.00,-31297.00,-72288.00,844.00,424.00,-10196.00,5464.00,17992.00,-6728.00,-248560.00,19060.00
2011:Q4,13353.00,13353.00,-211455.00,45444.00,848.00,-1768.00,-14112.00,41460.00,16664.00,-8872.00,126084.00,19060.00
2012:Q1,-218037.00,-218037.00,-11821.00,180228.00,3012.00,-1352.00,-8560.00,-22336.00,-17464.00,-9188.00,-349612.00,19056.00
2012:Q2,-142061.00,-142061.00,22659.00,-62324.00,3016.00,5248.00,4336.00,8872.00,-16596.00,-7856.00,-118476.00,19060.00
2012:Q3,32849.00,32849.00,-28307.00,22860.00,3012.00,10028.00,12644.00,-9444.00,-16676.00,460.00,12200.00,26072.00
2012:Q4,336121.00,336121.00,26757.00,87480.00,3016.00,5328.00,572.00,-3364.00,-16540.00,532.00,206272.00,26068.00
2013:Q1,-174935.00,-174935.00,28265.00,-23456.00,2024.00,5196.00,-4144.00,-42108.00,12176.00,-76.00,-178884.00,26072.00
2013:Q2,102047.00,102047.00,120711.00,-17100.00,2024.00,-5864.00,-12800.00,-692.00,12988.00,724.00,-24012.00,26068.00
2013:Q3,245797.00,245797.00,28761.00,113680.00,2024.00,1500.00,288.00,8892.00,12868.00,8724.00,72624.00,-3564.00
2013:Q4,-74349.00,-74349.00,-56457.00,85660.00,2020.00,1372.00,8060.00,-12168.00,12272.00,4212.00,-115752.00,-3568.00
2014:Q1,-118682.00,-118682.00,127886.00,-214840.00,2932.00,8960.00,-9940.00,-3948.00,932.00,4092.00,-31192.00,-3564.00
2014:Q2,-130218.00,-130218.00,30070.00,-20500.00,2928.00,14312.00,5328.00,-4440.00,900.00,3924.00,-159172.00,-3568.00
2014:Q3,22172.00,22172.00,-83628.00,71632.00,2928.00,-3768.00,1480.00,9484.00,996.00,2016.00,13760.00,7272.00
2014:Q4,254060.00,254060.00,-178044.00,160036.00,2928.00,5860.00,-4280.00,14552.00,736.00,1728.00,230400.00,20144.00
2015:Q1,-84438.00,-84438.00,-153222.00,-51904.00,5180.00,15052.00,2440.00,-7204.00,-31488.00,2368.00,147624.00,-13284.00
2015:Q2,43502.00,43502.00,96242.00,3828.00,6312.00,4152.00,2300.00,-4228.00,3640.00,2824.00,-66644.00,-4924.00
2015:Q3,43368.00,43368.00,-140152.00,50236.00,4520.00,14892.00,4672.00,44668.00,10072.00,-6448.00,52172.00,8736.00
2015:Q4,117977.00,117977.00,18137.00,72220.00,8252.00,14752.00,3320.00,-22128.00,-572.00,2364.00,7156.00,14476.00
2016:Q1,256964.00,256964.00,110664.00,-8808.00,6148.00,3940.00,-4284.00,8952.00,8804.00,-12224.00,143096.00,676.00
2016:Q2,-94711.00,-94711.00,-28027.00,9668.00,5756.00,4412.00,1100.00,-14584.00,2188.00,7184.00,-71328.00,-11080.00
2016:Q3,-263895.00,-263895.00,-236883.00,-7184.00,5324.00,9516.00,-4024.00,-2764.00,2084.00,356.00,-26964.00,-3356.00
