1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1961:Q4,99149.00,43396.00,13608.00,23864.00,124.00,16848.00,1682.00,376.00,-749.00,102040.00,54436.00,23144.00,7968.00,14188.00,2304.00,-2891.00,16384.00,-216.00,900.00,12809.00,8642.00,25468.00,422.00,-17248.00,2128.00,-1320.00,-1932.00,-64.00,-8.00,-8.00,0.00,1824.00,1260.00,564.00,0.00,0.00,-88.00,2760.00,956.00,19376.00,0.00,0.00,68.00,6284.00,5388.00,4280.00,1108.00,896.00,228.00,1012.00,104.00,11680.00,11212.00,468.00,4167.00,-220.00
1962:Q1,100565.00,44552.00,13920.00,22296.00,128.00,18416.00,1690.00,380.00,-817.00,105936.00,57196.00,23624.00,8312.00,14520.00,2284.00,-5371.00,16704.00,20.00,1148.00,10165.00,9942.00,26120.00,578.00,-16756.00,4168.00,-804.00,1808.00,24.00,12.00,12.00,0.00,2788.00,2584.00,204.00,0.00,0.00,16.00,128.00,196.00,20924.00,0.00,0.00,32.00,9920.00,9188.00,7252.00,1936.00,732.00,320.00,-832.00,116.00,11368.00,10772.00,596.00,223.00,2604.00
1962:Q2,102104.00,45964.00,13948.00,22068.00,144.00,18624.00,1874.00,388.00,-906.00,107748.00,58084.00,23436.00,8872.00,14972.00,2384.00,-5644.00,16884.00,144.00,1004.00,10092.00,15812.00,26004.00,706.00,-10898.00,7098.00,700.00,2432.00,40.00,-120.00,-120.00,0.00,2332.00,2352.00,-20.00,0.00,0.00,164.00,938.00,612.00,17996.00,0.00,0.00,36.00,7248.00,6016.00,4796.00,1220.00,1232.00,324.00,220.00,124.00,10044.00,10896.00,-852.00,-5720.00,4036.00
1962:Q3,104444.00,47216.00,14372.00,22724.00,148.00,18696.00,1788.00,400.00,-900.00,109308.00,60112.00,23792.00,7868.00,15320.00,2216.00,-4864.00,17304.00,-60.00,800.00,11700.00,14502.00,26888.00,550.00,-12936.00,-1404.00,-1856.00,-820.00,-120.00,-12.00,-12.00,0.00,568.00,572.00,-4.00,0.00,0.00,260.00,320.00,256.00,11532.00,0.00,0.00,-32.00,-1568.00,-108.00,-1520.00,1412.00,-1460.00,192.00,676.00,132.00,12132.00,11560.00,572.00,-2802.00,-4436.00
1962:Q4,105634.00,48384.00,14284.00,22792.00,160.00,18768.00,1820.00,408.00,-982.00,111124.00,60568.00,24356.00,8376.00,15616.00,2208.00,-5490.00,17700.00,48.00,1100.00,11062.00,3433.00,26996.00,542.00,-24105.00,3587.00,-490.00,394.00,-4.00,-20.00,-20.00,0.00,2244.00,2136.00,108.00,0.00,0.00,476.00,607.00,380.00,27692.00,0.00,0.00,44.00,14832.00,13164.00,11664.00,1500.00,1668.00,204.00,1668.00,128.00,10816.00,11552.00,-736.00,7629.00,2944.00
1963:Q1,108650.00,48832.00,14392.00,22884.00,176.00,20800.00,1864.00,440.00,-738.00,112076.00,60136.00,25620.00,8496.00,15800.00,2024.00,-3426.00,17948.00,60.00,1152.00,13310.00,10843.00,26032.00,406.00,-15595.00,3769.00,210.00,178.00,-36.00,40.00,40.00,0.00,2732.00,2928.00,-196.00,0.00,0.00,1148.00,-711.00,208.00,19364.00,0.00,0.00,36.00,7872.00,7532.00,4932.00,2600.00,340.00,100.00,-348.00,132.00,11572.00,11316.00,256.00,2467.00,1020.00
1963:Q2,110929.00,49008.00,14672.00,24476.00,192.00,20996.00,1861.00,484.00,-760.00,112000.00,59428.00,24520.00,9828.00,16060.00,2164.00,-1071.00,18228.00,284.00,1160.00,15713.00,20916.00,26292.00,698.00,-6074.00,13102.00,276.00,6792.00,-24.00,196.00,196.00,0.00,440.00,1812.00,-1372.00,0.00,0.00,1012.00,3310.00,1100.00,19176.00,0.00,0.00,40.00,8880.00,8864.00,5216.00,3648.00,16.00,108.00,-824.00,136.00,10836.00,11272.00,-436.00,-5203.00,6332.00
1963:Q3,112083.00,49096.00,14776.00,25176.00,196.00,21180.00,1923.00,456.00,-720.00,113720.00,62124.00,24656.00,8252.00,16404.00,2284.00,-1637.00,18428.00,52.00,1284.00,15455.00,16397.00,27692.00,698.00,-11993.00,-3485.00,-544.00,-5800.00,-16.00,-72.00,-72.00,0.00,688.00,936.00,-248.00,0.00,0.00,-180.00,2367.00,72.00,8508.00,0.00,0.00,36.00,-3832.00,-2632.00,-3768.00,1136.00,-1200.00,16.00,668.00,132.00,11488.00,11964.00,-476.00,-942.00,-5228.00
1963:Q4,113687.00,49616.00,14904.00,25776.00,188.00,21448.00,1929.00,472.00,-646.00,116028.00,62968.00,25076.00,8816.00,16752.00,2416.00,-2341.00,18660.00,156.00,1784.00,14379.00,8461.00,26664.00,298.00,-18501.00,1815.00,200.00,-2940.00,40.00,-48.00,-48.00,0.00,2240.00,2020.00,220.00,0.00,0.00,-40.00,1927.00,436.00,20316.00,0.00,0.00,72.00,6688.00,6528.00,3448.00,3080.00,160.00,24.00,1824.00,124.00,11584.00,12084.00,-500.00,5918.00,-3544.00
1964:Q1,112282.00,47992.00,14980.00,25916.00,180.00,21440.00,1982.00,456.00,-664.00,117800.00,62896.00,25848.00,9248.00,17092.00,2716.00,-5518.00,18876.00,124.00,1412.00,11822.00,13643.00,27152.00,730.00,-14239.00,2525.00,-60.00,1136.00,0.00,-32.00,-32.00,0.00,2824.00,2776.00,48.00,0.00,0.00,252.00,-1267.00,-328.00,16764.00,0.00,0.00,76.00,5352.00,6316.00,5028.00,1288.00,-964.00,-12.00,-452.00,112.00,11688.00,11808.00,-120.00,-1821.00,3868.00
1964:Q2,108601.00,43724.00,15340.00,25968.00,180.00,21676.00,1974.00,416.00,-677.00,118756.00,63016.00,25268.00,10272.00,17332.00,2868.00,-10155.00,19088.00,100.00,1368.00,7465.00,18155.00,27084.00,938.00,-9867.00,7093.00,-700.00,4520.00,-12.00,-28.00,-28.00,0.00,2568.00,2796.00,-228.00,0.00,0.00,80.00,753.00,-88.00,16960.00,0.00,0.00,64.00,6316.00,4800.00,2788.00,2012.00,1516.00,-24.00,-1416.00,96.00,11924.00,12336.00,-412.00,-10690.00,3248.00
1964:Q3,111395.00,45360.00,15484.00,26544.00,180.00,21912.00,2082.00,764.00,-931.00,118108.00,63816.00,25428.00,8552.00,17672.00,2640.00,-6713.00,19280.00,216.00,1740.00,10611.00,10948.00,27012.00,970.00,-17034.00,4902.00,-382.00,954.00,-68.00,24.00,24.00,0.00,3164.00,3176.00,-12.00,0.00,0.00,408.00,1066.00,-264.00,21936.00,0.00,0.00,56.00,8592.00,8316.00,6104.00,2212.00,276.00,72.00,696.00,96.00,12424.00,12340.00,84.00,-337.00,-1720.00
1964:Q4,112995.00,46864.00,15892.00,26136.00,192.00,22100.00,1753.00,832.00,-774.00,118056.00,62704.00,25492.00,9340.00,17868.00,2652.00,-5061.00,19452.00,68.00,1468.00,12855.00,4439.00,27212.00,-134.00,-22639.00,-127.00,490.00,-4762.00,128.00,-32.00,-32.00,0.00,2584.00,2588.00,-4.00,0.00,0.00,236.00,285.00,944.00,22512.00,0.00,0.00,-100.00,8824.00,6232.00,4304.00,1928.00,2592.00,84.00,1552.00,112.00,12040.00,12952.00,-912.00,8416.00,-4120.00
1965:Q1,118981.00,50504.00,16368.00,27496.00,196.00,22252.00,2098.00,884.00,-817.00,119888.00,62952.00,26608.00,9256.00,18156.00,2916.00,-907.00,19624.00,292.00,1280.00,17145.00,14241.00,26488.00,594.00,-12841.00,3727.00,-176.00,2012.00,-48.00,24.00,24.00,0.00,3012.00,3148.00,-136.00,0.00,0.00,144.00,-677.00,-564.00,16568.00,0.00,0.00,136.00,3424.00,3460.00,664.00,2796.00,-36.00,96.00,28.00,124.00,12760.00,12552.00,208.00,2904.00,3676.00
1965:Q2,120868.00,51868.00,15652.00,28376.00,204.00,22528.00,2094.00,916.00,-770.00,122864.00,63840.00,26356.00,11232.00,18480.00,2956.00,-1996.00,19848.00,364.00,1392.00,16096.00,26517.00,26224.00,154.00,139.00,14767.00,2128.00,9192.00,0.00,28.00,28.00,0.00,2704.00,3156.00,-452.00,0.00,0.00,512.00,-153.00,356.00,14628.00,0.00,0.00,148.00,632.00,1008.00,-648.00,1656.00,-376.00,104.00,192.00,136.00,13416.00,12768.00,648.00,-10421.00,11080.00
1965:Q3,119248.00,50384.00,14724.00,28920.00,212.00,22872.00,2078.00,960.00,-902.00,128628.00,67480.00,29588.00,9920.00,18672.00,2968.00,-9380.00,20100.00,376.00,1112.00,9232.00,10697.00,26960.00,514.00,-16777.00,-10121.00,-674.00,-14738.00,-40.00,88.00,88.00,0.00,1936.00,1812.00,124.00,0.00,0.00,792.00,2079.00,436.00,6656.00,0.00,0.00,192.00,-7564.00,-9616.00,-12084.00,2468.00,2052.00,-60.00,1036.00,140.00,12912.00,13256.00,-344.00,-1465.00,-16900.00
1965:Q4,122611.00,51516.00,14964.00,30804.00,212.00,23316.00,1823.00,988.00,-1012.00,132204.00,71532.00,28308.00,10188.00,19060.00,3116.00,-9593.00,20308.00,76.00,1096.00,9543.00,1997.00,27120.00,622.00,-25745.00,4547.00,-232.00,-2764.00,0.00,-8.00,-8.00,0.00,3976.00,3588.00,388.00,0.00,0.00,104.00,3675.00,-204.00,30292.00,0.00,0.00,460.00,15204.00,15052.00,13100.00,1952.00,152.00,-64.00,1032.00,136.00,13524.00,14276.00,-752.00,7546.00,-2516.00
1966:Q1,131962.00,54392.00,13840.00,31704.00,216.00,29684.00,2155.00,996.00,-1025.00,136028.00,71960.00,29080.00,12012.00,19440.00,3536.00,-4066.00,20540.00,284.00,1192.00,14998.00,9636.00,29216.00,1014.00,-20594.00,-510.00,-816.00,-5376.00,0.00,88.00,88.00,0.00,4756.00,3896.00,860.00,0.00,0.00,832.00,162.00,-156.00,20084.00,0.00,0.00,712.00,6104.00,4708.00,2760.00,1948.00,1396.00,-60.00,-52.00,116.00,13264.00,13812.00,-548.00,5362.00,-4828.00
1966:Q2,136737.00,58000.00,14604.00,31732.00,216.00,30132.00,2170.00,1012.00,-1129.00,142360.00,75108.00,28680.00,14660.00,20008.00,3904.00,-5623.00,20856.00,328.00,1248.00,13657.00,32915.00,28860.00,546.00,3509.00,17377.00,210.00,23154.00,-40.00,156.00,156.00,0.00,2588.00,1740.00,848.00,0.00,0.00,652.00,-9855.00,512.00,13868.00,0.00,0.00,1204.00,-1116.00,-8168.00,-12464.00,4296.00,7052.00,-60.00,380.00,112.00,13348.00,14112.00,-764.00,-19258.00,24968.00
1966:Q3,139096.00,59836.00,14520.00,31416.00,240.00,31200.00,2229.00,1024.00,-1369.00,146916.00,79100.00,30368.00,12920.00,20488.00,4040.00,-7820.00,21164.00,240.00,1456.00,11648.00,12558.00,30796.00,734.00,-18972.00,-2472.00,-512.00,-14228.00,-40.00,1764.00,1764.00,0.00,5864.00,4692.00,1172.00,0.00,0.00,1884.00,2228.00,568.00,16500.00,0.00,0.00,788.00,-616.00,1520.00,948.00,572.00,-2136.00,-60.00,1084.00,104.00,15200.00,14804.00,396.00,-910.00,-20780.00
1966:Q4,141755.00,62180.00,14832.00,30860.00,240.00,31464.00,2390.00,1044.00,-1255.00,152068.00,79652.00,33260.00,13816.00,21120.00,4220.00,-10313.00,21512.00,220.00,1468.00,9511.00,3224.00,31480.00,274.00,-28530.00,4218.00,94.00,-4974.00,-40.00,3232.00,3232.00,0.00,2424.00,1156.00,1268.00,0.00,0.00,1628.00,1742.00,112.00,32748.00,0.00,0.00,892.00,15272.00,16164.00,13208.00,2956.00,-892.00,-68.00,1720.00,96.00,14836.00,15364.00,-528.00,6287.00,-956.00
1967:Q1,142609.00,62856.00,14888.00,29676.00,236.00,32892.00,2455.00,912.00,-1306.00,161872.00,85836.00,36028.00,14492.00,21548.00,3968.00,-19263.00,21812.00,328.00,1212.00,1009.00,4909.00,32056.00,50.00,-27197.00,2451.00,-1874.00,-2186.00,120.00,1656.00,1656.00,0.00,6276.00,5628.00,648.00,0.00,0.00,1988.00,-1897.00,-1632.00,29648.00,0.00,0.00,852.00,13272.00,7776.00,8292.00,-516.00,5496.00,-52.00,-432.00,96.00,15912.00,15272.00,640.00,-3900.00,644.00
1967:Q2,143661.00,62648.00,15160.00,29380.00,240.00,33820.00,2657.00,952.00,-1196.00,164132.00,87012.00,36556.00,15092.00,21624.00,3848.00,-20471.00,22196.00,476.00,456.00,793.00,9733.00,30868.00,-530.00,-20605.00,-14989.00,812.00,2964.00,80.00,-128.00,-128.00,0.00,3296.00,2900.00,396.00,0.00,0.00,2268.00,-24857.00,576.00,5616.00,0.00,0.00,872.00,-14020.00,-21444.00,-22656.00,1212.00,7424.00,-60.00,1672.00,96.00,17056.00,15364.00,1692.00,-8940.00,4024.00
1967:Q3,147215.00,65156.00,15204.00,29640.00,248.00,34460.00,2673.00,992.00,-1158.00,166020.00,88252.00,37632.00,14572.00,21908.00,3656.00,-18805.00,22612.00,160.00,1252.00,2395.00,3224.00,32664.00,958.00,-30398.00,11966.00,988.00,2808.00,-40.00,-1568.00,-1568.00,0.00,5768.00,4516.00,1252.00,0.00,0.00,1244.00,2606.00,160.00,42364.00,0.00,0.00,664.00,25660.00,25744.00,23656.00,2088.00,-84.00,-68.00,44.00,80.00,15984.00,16236.00,-252.00,-829.00,-1028.00
1967:Q4,151526.00,66884.00,15404.00,31408.00,268.00,35236.00,2759.00,1016.00,-1449.00,170952.00,90980.00,38084.00,15576.00,22644.00,3668.00,-19426.00,23052.00,64.00,1860.00,1702.00,-9141.00,32168.00,-1402.00,-39907.00,8237.00,2538.00,-1662.00,28.00,-312.00,-312.00,0.00,2932.00,1524.00,1408.00,0.00,0.00,372.00,3601.00,740.00,48144.00,0.00,0.00,344.00,32384.00,28600.00,25752.00,2848.00,3784.00,-72.00,1324.00,48.00,14116.00,15940.00,-1824.00,10843.00,1016.00
1968:Q1,160279.00,68832.00,16156.00,35228.00,284.00,36804.00,3039.00,980.00,-1044.00,177224.00,95004.00,39808.00,14900.00,23504.00,4008.00,-16945.00,23508.00,-116.00,3124.00,3555.00,-2636.00,31344.00,-2110.00,-31870.00,12362.00,1546.00,-8038.00,252.00,-64.00,-64.00,0.00,6224.00,4620.00,1604.00,0.00,0.00,908.00,11894.00,-360.00,44232.00,0.00,0.00,896.00,26584.00,25516.00,23556.00,1960.00,1068.00,-72.00,-1132.00,8.00,17948.00,16336.00,1612.00,6191.00,-3452.00
1968:Q2,165009.00,71392.00,16704.00,35936.00,304.00,37636.00,3065.00,972.00,-1000.00,183628.00,95824.00,42340.00,16916.00,24372.00,4176.00,-18619.00,23888.00,128.00,2376.00,2765.00,7252.00,31280.00,-898.00,-23130.00,-2414.00,1566.00,-754.00,-36.00,1628.00,1628.00,0.00,4720.00,3316.00,1404.00,0.00,0.00,728.00,-10890.00,624.00,20716.00,0.00,0.00,240.00,4332.00,-332.00,-3196.00,2864.00,4664.00,-72.00,-616.00,-32.00,16864.00,16160.00,704.00,-4487.00,744.00
1968:Q3,176135.00,81016.00,17264.00,36088.00,332.00,38268.00,3214.00,936.00,-983.00,186224.00,97400.00,43416.00,16248.00,24968.00,4192.00,-10089.00,24328.00,40.00,3092.00,11107.00,10940.00,31116.00,-895.00,-19281.00,21627.00,1340.00,15412.00,116.00,-68.00,-68.00,0.00,5536.00,4072.00,1464.00,0.00,0.00,244.00,-365.00,-588.00,40908.00,0.00,0.00,184.00,22384.00,17668.00,16488.00,1180.00,4716.00,-56.00,196.00,-32.00,18232.00,17580.00,652.00,167.00,7744.00
1968:Q4,180872.00,84500.00,17364.00,36968.00,356.00,38880.00,2968.00,924.00,-1088.00,190168.00,99016.00,44104.00,17472.00,25364.00,4212.00,-9296.00,24728.00,-64.00,2868.00,12628.00,1994.00,30684.00,245.00,-28935.00,-6947.00,3138.00,-15690.00,72.00,-960.00,-960.00,0.00,3992.00,2688.00,1304.00,0.00,0.00,420.00,2697.00,-616.00,21988.00,0.00,0.00,344.00,2392.00,200.00,-1728.00,1928.00,2192.00,-64.00,1488.00,0.00,17828.00,17904.00,-76.00,10634.00,-9804.00
1969:Q1,190311.00,90744.00,17280.00,37376.00,380.00,42120.00,2702.00,964.00,-1255.00,188072.00,97096.00,45124.00,15876.00,25660.00,4316.00,2239.00,25172.00,104.00,2440.00,24867.00,20423.00,32480.00,41.00,-12098.00,8710.00,40.00,-3104.00,-72.00,-1196.00,-1196.00,0.00,4536.00,3552.00,984.00,0.00,0.00,1744.00,7594.00,-832.00,20808.00,0.00,0.00,184.00,4568.00,4080.00,2388.00,1692.00,488.00,-76.00,-1372.00,44.00,17460.00,17032.00,428.00,4444.00,-992.00
1969:Q2,193411.00,93336.00,17828.00,36468.00,392.00,42888.00,2773.00,992.00,-1266.00,194904.00,99468.00,45924.00,18408.00,26664.00,4440.00,-1493.00,25572.00,-428.00,2148.00,22359.00,32825.00,30252.00,177.00,2396.00,-12000.00,1692.00,4028.00,8.00,-2520.00,-2520.00,0.00,4128.00,3028.00,1100.00,0.00,0.00,1412.00,-21360.00,612.00,-14396.00,0.00,0.00,232.00,-31768.00,-30712.00,-31884.00,1172.00,-1056.00,-100.00,-136.00,80.00,17296.00,18400.00,-1104.00,-10466.00,6248.00
1969:Q3,191114.00,90776.00,18228.00,35316.00,404.00,43804.00,2875.00,1008.00,-1297.00,199744.00,102308.00,46720.00,18248.00,27824.00,4644.00,-8630.00,25960.00,700.00,2132.00,14498.00,15422.00,31036.00,121.00,-15735.00,13165.00,1848.00,4624.00,-208.00,-472.00,-472.00,0.00,4384.00,3592.00,792.00,0.00,0.00,1052.00,1501.00,436.00,28900.00,0.00,0.00,128.00,10480.00,16496.00,14400.00,2096.00,-6016.00,-48.00,-644.00,88.00,18896.00,18588.00,308.00,-924.00,-1904.00
1969:Q4,192504.00,91944.00,17912.00,35096.00,400.00,44444.00,2913.00,1028.00,-1233.00,205052.00,102820.00,47596.00,20292.00,29708.00,4636.00,-12548.00,26400.00,-676.00,2468.00,12060.00,1841.00,29124.00,77.00,-27360.00,5888.00,2796.00,664.00,-356.00,-1000.00,-1000.00,0.00,4696.00,3692.00,1004.00,0.00,0.00,-532.00,-544.00,164.00,33248.00,0.00,0.00,544.00,10500.00,13132.00,11284.00,1848.00,-2632.00,-100.00,1840.00,52.00,20412.00,21480.00,-1068.00,10219.00,-1520.00
1970:Q1,186403.00,90556.00,17856.00,30344.00,384.00,45144.00,3081.00,1016.00,-1978.00,208652.00,102676.00,48912.00,20828.00,31524.00,4712.00,-22249.00,26896.00,524.00,1928.00,2195.00,11442.00,30828.00,-95.00,-19291.00,13193.00,-798.00,16146.00,-124.00,64.00,64.00,0.00,3612.00,3264.00,348.00,0.00,0.00,-672.00,-5219.00,184.00,32484.00,3468.00,1600.00,252.00,7736.00,9544.00,8188.00,1356.00,-1808.00,-68.00,-660.00,276.00,19880.00,20308.00,-428.00,-9247.00,9320.00
1970:Q2,187432.00,91364.00,18104.00,30520.00,380.00,45408.00,3221.00,1020.00,-2585.00,220040.00,101360.00,58212.00,22792.00,32880.00,4796.00,-32608.00,27360.00,-236.00,1660.00,-6672.00,-1950.00,30340.00,-319.00,-31971.00,485.00,-2422.00,2006.00,88.00,-12.00,-12.00,0.00,2812.00,2292.00,520.00,0.00,0.00,-776.00,-1559.00,348.00,32456.00,0.00,0.00,96.00,10712.00,12656.00,11076.00,1580.00,-1944.00,-96.00,-2128.00,48.00,23824.00,23336.00,488.00,-4722.00,4440.00
1970:Q3,183823.00,86340.00,18188.00,31484.00,368.00,45856.00,3221.00,904.00,-2538.00,223332.00,102376.00,57704.00,24264.00,34272.00,4716.00,-39509.00,27828.00,336.00,1376.00,-13393.00,-23075.00,29944.00,-123.00,-52896.00,-2760.00,-2192.00,-1800.00,632.00,-16.00,-16.00,0.00,3144.00,2952.00,192.00,0.00,0.00,-648.00,-1896.00,16.00,50136.00,0.00,0.00,284.00,25844.00,26240.00,23332.00,2908.00,-396.00,-104.00,-480.00,44.00,24548.00,23548.00,1000.00,9682.00,-1588.00
1970:Q4,182864.00,87152.00,18176.00,30116.00,364.00,45608.00,3303.00,896.00,-2751.00,227544.00,102756.00,60600.00,24756.00,34644.00,4788.00,-44680.00,28228.00,-412.00,1348.00,-17388.00,-13129.00,30716.00,-539.00,-43306.00,-4442.00,-1602.00,-2234.00,412.00,-424.00,-424.00,0.00,2000.00,1852.00,148.00,0.00,0.00,-1012.00,-2030.00,448.00,38864.00,0.00,0.00,256.00,13784.00,13468.00,9136.00,4332.00,316.00,-32.00,-884.00,56.00,25684.00,24588.00,1096.00,-4259.00,-1156.00
1971:Q1,187538.00,83620.00,19400.00,33312.00,356.00,49632.00,3368.00,916.00,-3066.00,233040.00,105568.00,61784.00,26208.00,34744.00,4736.00,-45502.00,28648.00,36.00,1856.00,-18746.00,-9285.00,27696.00,-2335.00,-34646.00,1246.00,234.00,-4570.00,68.00,0.00,0.00,0.00,4516.00,4872.00,-356.00,0.00,0.00,-1744.00,2922.00,-180.00,35892.00,2868.00,0.00,392.00,7640.00,10468.00,2968.00,7500.00,-2828.00,-56.00,-8.00,68.00,24988.00,23720.00,1268.00,-9461.00,-9984.00
1971:Q2,190405.00,85108.00,18720.00,33932.00,364.00,50212.00,3648.00,916.00,-2495.00,242812.00,106664.00,68700.00,27912.00,34756.00,4780.00,-52407.00,28936.00,-468.00,2604.00,-25607.00,-23672.00,27508.00,185.00,-51365.00,17463.00,-1972.00,12136.00,148.00,-28.00,-28.00,0.00,3496.00,3656.00,-160.00,0.00,0.00,-3440.00,7243.00,-120.00,68828.00,0.00,0.00,572.00,41444.00,42384.00,40880.00,1504.00,-940.00,-84.00,-1572.00,72.00,28396.00,26868.00,1528.00,-1935.00,16100.00
1971:Q3,190828.00,86292.00,18868.00,33116.00,364.00,50464.00,3615.00,924.00,-2815.00,242536.00,106688.00,68048.00,27916.00,35408.00,4476.00,-51708.00,29144.00,-156.00,1760.00,-24168.00,-33755.00,28852.00,233.00,-62840.00,-4900.00,-4540.00,92.00,52.00,0.00,0.00,0.00,2060.00,2336.00,-276.00,0.00,0.00,-944.00,-1992.00,372.00,57940.00,0.00,0.00,456.00,32892.00,34656.00,28956.00,5700.00,-1764.00,-72.00,-316.00,76.00,24904.00,25840.00,-936.00,9587.00,-524.00
1971:Q4,194063.00,88192.00,18980.00,33464.00,384.00,51012.00,3824.00,956.00,-2749.00,247740.00,107524.00,69032.00,30580.00,36032.00,4572.00,-53677.00,29264.00,-316.00,-776.00,-23321.00,-23204.00,27136.00,161.00,-50501.00,4675.00,52.00,6344.00,-40.00,100.00,100.00,0.00,1152.00,1880.00,-728.00,0.00,0.00,-688.00,-2433.00,188.00,55176.00,0.00,0.00,540.00,29184.00,27852.00,22128.00,5724.00,1332.00,-76.00,-2596.00,68.00,28056.00,26604.00,1452.00,-117.00,7148.00
1972:Q1,213089.00,100284.00,18192.00,34988.00,396.00,57264.00,3667.00,1032.00,-2734.00,258760.00,112804.00,71140.00,32232.00,36528.00,6056.00,-45671.00,29792.00,-88.00,-536.00,-15255.00,-9245.00,28556.00,257.00,-38058.00,-3762.00,2694.00,-11870.00,-80.00,-84.00,-84.00,0.00,3292.00,2948.00,344.00,0.00,0.00,16.00,2526.00,-256.00,34296.00,2840.00,0.00,692.00,6200.00,5856.00,-676.00,6532.00,344.00,-100.00,-1132.00,120.00,25676.00,26112.00,-436.00,-6010.00,-11548.00
1972:Q2,216471.00,102404.00,18260.00,35208.00,408.00,57864.00,3689.00,1104.00,-2466.00,267860.00,113984.00,71188.00,39352.00,37184.00,6152.00,-51389.00,29924.00,-248.00,840.00,-22057.00,-9781.00,30600.00,250.00,-40631.00,-2235.00,-260.00,-2288.00,-32.00,-4.00,-4.00,0.00,492.00,672.00,-180.00,0.00,0.00,40.00,-403.00,220.00,38396.00,0.00,0.00,612.00,7768.00,7828.00,6012.00,1816.00,-60.00,-72.00,-1732.00,156.00,31664.00,31240.00,424.00,-12276.00,-2576.00
1972:Q3,219400.00,103060.00,18512.00,36304.00,408.00,58528.00,3813.00,1156.00,-2381.00,260056.00,110216.00,71236.00,33592.00,37892.00,7120.00,-40656.00,30184.00,300.00,2036.00,-12808.00,-26286.00,28264.00,-366.00,-54184.00,-4732.00,-148.00,-6024.00,472.00,0.00,0.00,0.00,3472.00,3916.00,-444.00,0.00,0.00,-692.00,-1948.00,136.00,49452.00,0.00,0.00,444.00,24136.00,22288.00,13880.00,8408.00,1848.00,-84.00,968.00,168.00,23820.00,25000.00,-1180.00,13478.00,2344.00
1972:Q4,227076.00,105280.00,18960.00,39928.00,400.00,59376.00,3871.00,1188.00,-1927.00,284904.00,111684.00,81716.00,45584.00,38916.00,7004.00,-57828.00,30420.00,-148.00,420.00,-27680.00,-25773.00,29976.00,-2994.00,-52755.00,12421.00,-88.00,16272.00,-16.00,20.00,20.00,0.00,140.00,2632.00,-2492.00,0.00,0.00,-2640.00,-1587.00,320.00,65176.00,0.00,0.00,384.00,34260.00,32796.00,24928.00,7868.00,1464.00,-88.00,2700.00,164.00,27756.00,26444.00,1312.00,-1907.00,10524.00
1973:Q1,242522.00,104500.00,19540.00,43008.00,388.00,72720.00,3974.00,1248.00,-2856.00,282568.00,113128.00,83312.00,39308.00,40944.00,5876.00,-40046.00,30892.00,-272.00,268.00,-9150.00,1534.00,32756.00,-5231.00,-25991.00,23597.00,-392.00,9420.00,656.00,20.00,20.00,0.00,8672.00,9316.00,-644.00,0.00,0.00,440.00,4301.00,480.00,49588.00,0.00,0.00,352.00,21832.00,20788.00,14204.00,6584.00,1044.00,-88.00,-984.00,172.00,28304.00,27372.00,932.00,-10684.00,8968.00
1973:Q2,246521.00,106864.00,19852.00,43528.00,384.00,73800.00,4032.00,1288.00,-3227.00,287272.00,114220.00,84772.00,40008.00,42644.00,5628.00,-40751.00,31440.00,-340.00,1712.00,-10683.00,-18043.00,32268.00,-1153.00,-49158.00,-9246.00,-4.00,-8948.00,-160.00,-28.00,-28.00,0.00,-2380.00,1740.00,-4120.00,0.00,0.00,1332.00,538.00,404.00,39912.00,0.00,0.00,772.00,6000.00,7668.00,5400.00,2268.00,-1668.00,-72.00,268.00,188.00,32756.00,32540.00,216.00,7360.00,-8460.00
1973:Q3,249570.00,110976.00,19728.00,42196.00,368.00,75100.00,3976.00,812.00,-3586.00,286160.00,112720.00,86228.00,38384.00,44196.00,4632.00,-36590.00,31976.00,16.00,720.00,-5350.00,-15499.00,30684.00,-4803.00,-41380.00,-17924.00,20.00,-25224.00,-560.00,-8.00,-8.00,0.00,7948.00,4108.00,3840.00,0.00,0.00,-392.00,4.00,288.00,23456.00,0.00,0.00,256.00,-2312.00,-4080.00,-9644.00,5564.00,1768.00,-64.00,964.00,184.00,24428.00,27752.00,-3324.00,10149.00,-19588.00
