date,FU893064105.Q,FU103164103.Q,FU793164105.Q,FU763164103.Q,FU513164103.Q,FU543164173.Q,FU554090005.Q,FU564090005.Q,FU643164103.Q,FU403164105.Q,FU663164103.Q,FU733164103.Q,FU503164105.Q,FU263164103.Q,FU893064105.Q,FU153064105.Q,FU313064105.Q,FU213064103.Q,FU713064103.Q,FU763064105.Q,FU753064103.Q,FU513064105.Q,FU543064105.Q,FU573064105.Q,FU343064105.Q,FU223064145.Q,FU653064100.Q,FU553064103.Q,FU563064103.Q,FU663064103.Q,FU503064105.Q,FU263064105.Q
1970:Q4,3223.00,2076.00,1068.00,3.00,112.00,0.00,493.00,0.00,432.00,28.00,0.00,0.00,0.00,79.00,3223.00,-2603.00,0.00,0.00,0.00,89.00,4.00,341.00,728.00,1469.00,0.00,722.00,1057.00,592.00,0.00,333.00,0.00,491.00
1971:Q1,2746.00,1982.00,638.00,194.00,136.00,0.00,169.00,0.00,133.00,6.00,0.00,0.00,0.00,126.00,2746.00,-2017.00,0.00,0.00,0.00,96.00,2.00,271.00,1227.00,1911.00,0.00,692.00,595.00,75.00,0.00,-184.00,0.00,78.00
1971:Q2,4509.00,3315.00,1094.00,178.00,160.00,0.00,503.00,0.00,247.00,6.00,0.00,0.00,0.00,100.00,4509.00,-769.00,0.00,0.00,0.00,108.00,3.00,749.00,919.00,2360.00,0.00,763.00,276.00,342.00,0.00,-239.00,0.00,-3.00
1971:Q3,5023.00,3840.00,1149.00,157.00,162.00,0.00,572.00,0.00,252.00,6.00,0.00,0.00,0.00,34.00,5023.00,-148.00,0.00,0.00,0.00,104.00,-5.00,737.00,876.00,2455.00,0.00,961.00,127.00,382.00,0.00,-696.00,0.00,230.00
1971:Q4,2476.00,2298.00,265.00,95.00,141.00,0.00,-152.00,0.00,175.00,6.00,0.00,0.00,0.00,-87.00,2476.00,-3054.00,0.00,0.00,0.00,167.00,-4.00,714.00,977.00,2191.00,0.00,769.00,-577.00,-275.00,0.00,1037.00,0.00,531.00
1972:Q1,3012.00,2258.00,761.00,211.00,124.00,0.00,108.00,0.00,249.00,4.00,65.00,0.00,0.00,-7.00,3012.00,-1513.00,0.00,0.00,0.00,182.00,16.00,588.00,1147.00,2897.00,0.00,513.00,-480.00,-44.00,0.00,-988.00,0.00,694.00
1972:Q2,4187.00,3428.00,863.00,370.00,108.00,0.00,49.00,0.00,267.00,4.00,65.00,0.00,0.00,-104.00,4187.00,-2003.00,0.00,0.00,0.00,202.00,7.00,685.00,1136.00,3443.00,0.00,904.00,-347.00,10.00,0.00,-20.00,0.00,170.00
1972:Q3,2900.00,2596.00,379.00,165.00,106.00,0.00,-150.00,0.00,199.00,4.00,55.00,0.00,0.00,-75.00,2900.00,-2189.00,0.00,0.00,0.00,164.00,0.00,888.00,600.00,3292.00,0.00,1110.00,-723.00,-185.00,0.00,-538.00,0.00,481.00
1972:Q4,3064.00,2640.00,649.00,422.00,118.00,0.00,-63.00,0.00,103.00,4.00,65.00,0.00,0.00,-225.00,3064.00,-4652.00,0.00,0.00,0.00,55.00,0.00,796.00,927.00,2443.00,0.00,1150.00,-284.00,-131.00,0.00,1671.00,0.00,1089.00
1973:Q1,3354.00,1751.00,1791.00,500.00,123.00,0.00,733.00,0.00,274.00,96.00,65.00,0.00,0.00,-188.00,3354.00,-617.00,0.00,0.00,0.00,149.00,15.00,582.00,828.00,1679.00,0.00,1347.00,-1287.00,540.00,0.00,-1155.00,0.00,1273.00
1973:Q2,3890.00,2169.00,1785.00,460.00,120.00,0.00,766.00,0.00,278.00,96.00,65.00,0.00,0.00,-64.00,3890.00,-318.00,0.00,0.00,0.00,162.00,-20.00,604.00,1057.00,1000.00,0.00,840.00,-526.00,610.00,0.00,353.00,0.00,128.00
1973:Q3,2602.00,1287.00,1340.00,706.00,133.00,0.00,174.00,0.00,166.00,96.00,65.00,0.00,0.00,-25.00,2602.00,145.00,0.00,0.00,0.00,-73.00,18.00,684.00,740.00,679.00,0.00,561.00,-530.00,35.00,0.00,-528.00,0.00,871.00
1973:Q4,3319.00,2676.00,652.00,-450.00,162.00,0.00,1013.00,0.00,-224.00,96.00,55.00,0.00,0.00,-9.00,3319.00,-2924.00,0.00,0.00,0.00,137.00,36.00,502.00,684.00,712.00,0.00,663.00,99.00,953.00,0.00,1966.00,0.00,491.00
1974:Q1,1743.00,1555.00,265.00,250.00,189.00,0.00,-115.00,0.00,-260.00,136.00,65.00,0.00,0.00,-77.00,1743.00,1002.00,0.00,0.00,0.00,167.00,11.00,244.00,515.00,504.00,0.00,735.00,-681.00,-194.00,0.00,-936.00,0.00,376.00
1974:Q2,1777.00,1244.00,734.00,250.00,216.00,0.00,418.00,0.00,-351.00,136.00,65.00,0.00,0.00,-201.00,1777.00,-640.00,0.00,0.00,0.00,-9.00,1.00,-77.00,587.00,47.00,0.00,538.00,-74.00,521.00,0.00,908.00,0.00,-25.00
1974:Q3,583.00,-5.00,721.00,250.00,229.00,0.00,563.00,0.00,-522.00,136.00,65.00,0.00,0.00,-133.00,583.00,-1022.00,0.00,0.00,0.00,9.00,-1.00,-228.00,327.00,217.00,0.00,264.00,-17.00,680.00,0.00,263.00,0.00,91.00
1974:Q4,1652.00,1303.00,457.00,250.00,229.00,0.00,13.00,0.00,-226.00,136.00,55.00,0.00,0.00,-108.00,1652.00,-554.00,0.00,0.00,0.00,29.00,1.00,-433.00,518.00,1013.00,0.00,1032.00,332.00,80.00,0.00,-163.00,0.00,-203.00
1975:Q1,1554.00,1933.00,-202.00,250.00,232.00,0.00,-31.00,0.00,-741.00,23.00,65.00,0.00,0.00,-177.00,1554.00,-684.00,0.00,0.00,0.00,61.00,14.00,-143.00,562.00,1842.00,0.00,407.00,20.00,-94.00,0.00,-1083.00,0.00,652.00
1975:Q2,2740.00,3223.00,-247.00,250.00,242.00,0.00,-324.00,0.00,-503.00,23.00,65.00,0.00,0.00,-236.00,2740.00,-663.00,0.00,0.00,0.00,82.00,-17.00,-445.00,731.00,1942.00,0.00,499.00,-98.00,-323.00,0.00,440.00,0.00,592.00
1975:Q3,1342.00,1713.00,-43.00,250.00,244.00,0.00,-494.00,0.00,-131.00,23.00,65.00,0.00,0.00,-328.00,1342.00,-1249.00,0.00,0.00,0.00,6.00,-1.00,-156.00,381.00,1812.00,0.00,727.00,-379.00,-507.00,0.00,-283.00,0.00,991.00
1975:Q4,2221.00,3039.00,-638.00,250.00,241.00,0.00,-942.00,0.00,-265.00,23.00,55.00,0.00,0.00,-180.00,2221.00,-1892.00,0.00,0.00,0.00,12.00,14.00,-5.00,377.00,1952.00,0.00,755.00,-466.00,-956.00,0.00,1612.00,0.00,818.00
1976:Q1,4334.00,3152.00,1070.00,400.00,224.00,0.00,252.00,0.00,-97.00,55.00,236.00,0.00,0.00,112.00,4334.00,1748.00,0.00,0.00,0.00,5.00,63.00,82.00,1019.00,2202.00,0.00,532.00,163.00,127.00,0.00,-2556.00,0.00,949.00
1976:Q2,3874.00,3505.00,311.00,400.00,205.00,0.00,-386.00,0.00,34.00,55.00,3.00,0.00,0.00,58.00,3874.00,1927.00,0.00,0.00,0.00,21.00,-8.00,118.00,602.00,1674.00,0.00,829.00,-936.00,-461.00,0.00,6.00,0.00,102.00
1976:Q3,2315.00,1829.00,314.00,400.00,218.00,0.00,-257.00,0.00,-104.00,55.00,2.00,0.00,0.00,172.00,2315.00,331.00,0.00,0.00,0.00,-33.00,-12.00,352.00,709.00,1226.00,0.00,824.00,-697.00,-309.00,0.00,-58.00,0.00,-18.00
1976:Q4,2277.00,2038.00,226.00,400.00,261.00,0.00,-393.00,0.00,-124.00,55.00,27.00,0.00,0.00,13.00,2277.00,201.00,0.00,0.00,0.00,70.00,-8.00,376.00,744.00,1183.00,0.00,931.00,-910.00,-363.00,0.00,227.00,0.00,-174.00
1977:Q1,577.00,-160.00,543.00,75.00,311.00,0.00,-268.00,0.00,255.00,121.00,49.00,0.00,0.00,194.00,577.00,-1132.00,0.00,0.00,0.00,70.00,26.00,192.00,451.00,1542.00,0.00,808.00,-1528.00,-143.00,0.00,-39.00,0.00,330.00
1977:Q2,1195.00,432.00,646.00,75.00,368.00,0.00,-349.00,0.00,429.00,121.00,2.00,0.00,0.00,117.00,1195.00,-1747.00,0.00,0.00,0.00,125.00,-1.00,207.00,199.00,1931.00,0.00,808.00,-634.00,-117.00,0.00,149.00,0.00,275.00
1977:Q3,1972.00,1105.00,570.00,225.00,366.00,0.00,-494.00,0.00,283.00,121.00,69.00,0.00,0.00,297.00,1972.00,-857.00,0.00,0.00,0.00,122.00,-3.00,349.00,150.00,2335.00,0.00,1022.00,-1093.00,-266.00,0.00,74.00,0.00,139.00
1977:Q4,1776.00,1350.00,626.00,197.00,305.00,0.00,-321.00,0.00,310.00,121.00,14.00,0.00,0.00,-200.00,1776.00,-2495.00,0.00,0.00,0.00,53.00,9.00,425.00,337.00,2253.00,0.00,1040.00,-480.00,-205.00,0.00,259.00,0.00,580.00
1978:Q1,-967.00,-1611.00,867.00,300.00,250.00,0.00,-99.00,0.00,172.00,217.00,27.00,0.00,0.00,-223.00,-967.00,-3707.00,0.00,0.00,0.00,103.00,29.00,359.00,-24.00,2483.00,0.00,641.00,-948.00,-165.00,0.00,-79.00,0.00,341.00
1978:Q2,1513.00,698.00,898.00,351.00,200.00,0.00,-87.00,0.00,192.00,217.00,25.00,0.00,0.00,-83.00,1513.00,-2624.00,0.00,0.00,0.00,-9.00,-3.00,450.00,65.00,2385.00,0.00,632.00,-400.00,-178.00,0.00,231.00,0.00,964.00
1978:Q3,1056.00,200.00,828.00,243.00,187.00,0.00,-61.00,0.00,207.00,217.00,35.00,0.00,0.00,28.00,1056.00,-2750.00,0.00,0.00,0.00,-64.00,8.00,452.00,119.00,2358.00,0.00,716.00,311.00,-173.00,0.00,105.00,0.00,-26.00
1978:Q4,2298.00,612.00,1759.00,249.00,208.00,0.00,757.00,0.00,290.00,217.00,38.00,0.00,0.00,-73.00,2298.00,-1261.00,0.00,0.00,0.00,38.00,6.00,723.00,-304.00,2531.00,0.00,640.00,-604.00,706.00,0.00,-218.00,0.00,41.00
1979:Q1,-1019.00,-1685.00,637.00,249.00,218.00,0.00,-295.00,0.00,243.00,219.00,3.00,0.00,0.00,29.00,-1019.00,-4165.00,0.00,0.00,0.00,30.00,2.00,980.00,-122.00,2704.00,0.00,268.00,-814.00,-382.00,0.00,56.00,0.00,424.00
1979:Q2,-2319.00,-3112.00,838.00,314.00,216.00,0.00,-143.00,0.00,252.00,219.00,-20.00,0.00,0.00,-45.00,-2319.00,-5960.00,0.00,0.00,0.00,28.00,-1.00,932.00,-166.00,2776.00,0.00,747.00,-949.00,-117.00,0.00,115.00,0.00,276.00
1979:Q3,-650.00,-1895.00,637.00,371.00,226.00,0.00,-463.00,0.00,262.00,219.00,22.00,0.00,0.00,608.00,-650.00,-6342.00,0.00,0.00,0.00,-58.00,1.00,533.00,499.00,3746.00,0.00,2015.00,-833.00,-429.00,0.00,81.00,0.00,137.00
1979:Q4,423.00,-1144.00,1134.00,394.00,248.00,0.00,69.00,0.00,266.00,219.00,-62.00,0.00,0.00,433.00,423.00,-5947.00,0.00,0.00,0.00,-59.00,9.00,745.00,221.00,4121.00,0.00,1118.00,-199.00,85.00,0.00,136.00,0.00,193.00
1980:Q1,2465.00,1375.00,408.00,83.00,270.00,0.00,-239.00,0.00,267.00,-42.00,69.00,0.00,0.00,682.00,2465.00,-2565.00,0.00,0.00,0.00,-337.00,2.00,518.00,537.00,3903.00,0.00,896.00,-1874.00,-243.00,0.00,-368.00,0.00,1996.00
1980:Q2,1360.00,850.00,32.00,84.00,295.00,0.00,-624.00,0.00,263.00,-42.00,56.00,0.00,0.00,478.00,1360.00,-4574.00,0.00,0.00,0.00,-16.00,-10.00,1233.00,-788.00,3990.00,0.00,879.00,1085.00,-648.00,0.00,-74.00,0.00,283.00
1980:Q3,3595.00,2525.00,211.00,100.00,301.00,0.00,-484.00,0.00,259.00,-42.00,77.00,0.00,0.00,859.00,3595.00,-1529.00,0.00,0.00,0.00,-34.00,4.00,567.00,449.00,4378.00,0.00,1303.00,-1309.00,-500.00,0.00,218.00,0.00,48.00
1980:Q4,6870.00,5625.00,898.00,100.00,288.00,0.00,135.00,0.00,255.00,-42.00,162.00,0.00,0.00,347.00,6870.00,-3207.00,0.00,0.00,0.00,-149.00,-8.00,776.00,190.00,4150.00,0.00,2254.00,456.00,154.00,0.00,349.00,0.00,1905.00
1981:Q1,1904.00,800.00,946.00,112.00,254.00,0.00,215.00,0.00,219.00,130.00,16.00,0.00,0.00,158.00,1904.00,-6118.00,0.00,0.00,0.00,-135.00,-25.00,656.00,473.00,4298.00,0.00,1108.00,187.00,43.00,0.00,-231.00,0.00,1648.00
1981:Q2,-546.00,-1350.00,579.00,117.00,196.00,0.00,-140.00,0.00,201.00,130.00,75.00,0.00,0.00,225.00,-546.00,-9215.00,0.00,0.00,0.00,-240.00,-12.00,436.00,-71.00,4245.00,0.00,2132.00,-1130.00,-22.00,0.00,428.00,0.00,2903.00
1981:Q3,-6298.00,-6650.00,636.00,125.00,248.00,0.00,-186.00,0.00,207.00,130.00,112.00,0.00,0.00,-284.00,-6298.00,-13360.00,0.00,0.00,0.00,-109.00,2.00,391.00,1007.00,4477.00,0.00,2675.00,-1160.00,-74.00,0.00,-241.00,0.00,94.00
1981:Q4,-4987.00,-6250.00,1149.00,132.00,408.00,0.00,-354.00,0.00,239.00,130.00,594.00,0.00,0.00,114.00,-4987.00,-13204.00,0.00,0.00,0.00,-110.00,-16.00,521.00,959.00,4323.00,0.00,1155.00,939.00,-300.00,0.00,562.00,0.00,184.00
1982:Q1,-749.00,-1875.00,1323.00,139.00,591.00,0.00,254.00,0.00,95.00,83.00,161.00,0.00,0.00,-197.00,-749.00,-5577.00,0.00,0.00,0.00,-155.00,7.00,681.00,444.00,1000.00,0.00,1488.00,948.00,-35.00,0.00,-442.00,0.00,892.00
1982:Q2,1937.00,675.00,1149.00,146.00,793.00,0.00,-14.00,0.00,102.00,83.00,39.00,0.00,0.00,113.00,1937.00,-3284.00,0.00,0.00,0.00,-93.00,-3.00,700.00,303.00,2000.00,0.00,553.00,276.00,-81.00,0.00,621.00,0.00,945.00
1982:Q3,-628.00,-1875.00,1103.00,153.00,805.00,0.00,-188.00,0.00,111.00,83.00,139.00,0.00,0.00,144.00,-628.00,-8581.00,0.00,0.00,0.00,-116.00,2.00,682.00,1465.00,3000.00,0.00,-761.00,3919.00,-266.00,0.00,-370.00,0.00,398.00
1982:Q4,7381.00,4975.00,1099.00,160.00,629.00,0.00,-255.00,0.00,122.00,83.00,360.00,0.00,0.00,1307.00,7381.00,-19815.00,0.00,0.00,0.00,-111.00,4.00,623.00,186.00,15929.00,0.00,4746.00,3570.00,-293.00,0.00,1123.00,0.00,1419.00
1983:Q1,7236.00,5725.00,549.00,167.00,461.00,0.00,-477.00,0.00,141.00,112.00,145.00,0.00,0.00,962.00,7236.00,-7899.00,0.00,0.00,0.00,79.00,9.00,651.00,1456.00,3102.00,0.00,4911.00,2729.00,-189.00,0.00,-220.00,0.00,2607.00
1983:Q2,11607.00,9225.00,621.00,174.00,301.00,0.00,-145.00,0.00,165.00,112.00,14.00,0.00,0.00,1761.00,11607.00,-3461.00,0.00,0.00,0.00,60.00,1.00,754.00,1598.00,2346.00,0.00,3315.00,4248.00,-163.00,0.00,1774.00,0.00,1135.00
1983:Q3,3675.00,2125.00,795.00,200.00,298.00,0.00,-80.00,0.00,162.00,112.00,103.00,0.00,0.00,755.00,3675.00,-10240.00,0.00,0.00,0.00,72.00,-3.00,577.00,277.00,1636.00,0.00,6421.00,4143.00,-122.00,0.00,41.00,0.00,873.00
1983:Q4,4636.00,2925.00,1507.00,240.00,451.00,0.00,-117.00,0.00,129.00,112.00,692.00,0.00,0.00,204.00,4636.00,-6546.00,0.00,0.00,0.00,106.00,-6.00,118.00,103.00,2.00,0.00,5341.00,2561.00,-124.00,0.00,2701.00,0.00,380.00
1984:Q1,-14482.00,-15750.00,1713.00,260.00,791.00,0.00,30.00,0.00,55.00,173.00,404.00,0.00,0.00,-445.00,-14482.00,-12698.00,0.00,0.00,0.00,110.00,2.00,-453.00,229.00,-3657.00,0.00,1780.00,1298.00,53.00,0.00,-1471.00,0.00,325.00
1984:Q2,-25023.00,-26250.00,1255.00,270.00,765.00,0.00,-114.00,0.00,-61.00,173.00,222.00,0.00,0.00,-28.00,-25023.00,-17575.00,0.00,0.00,0.00,-26.00,0.00,-1615.00,-224.00,-4918.00,0.00,458.00,-122.00,-121.00,0.00,-206.00,0.00,-674.00
1984:Q3,-16088.00,-17925.00,1141.00,280.00,1022.00,0.00,-472.00,0.00,20.00,173.00,118.00,0.00,0.00,696.00,-16088.00,-24166.00,0.00,0.00,0.00,-77.00,-4.00,-1537.00,497.00,3700.00,0.00,2769.00,3755.00,-154.00,0.00,808.00,0.00,-1679.00
1984:Q4,-16275.00,-19050.00,2055.00,290.00,1366.00,0.00,-443.00,0.00,299.00,173.00,370.00,0.00,0.00,720.00,-16275.00,-19172.00,0.00,0.00,0.00,-163.00,-71.00,-730.00,-242.00,76.00,0.00,2266.00,3523.00,-300.00,0.00,-130.00,0.00,-1332.00
1985:Q1,-18687.00,-21750.00,1183.00,300.00,-172.00,101.00,156.00,0.00,597.00,262.00,-61.00,0.00,0.00,1880.00,-18687.00,-28497.00,0.00,0.00,0.00,101.00,65.00,-700.00,1588.00,3543.00,0.00,5267.00,168.00,-115.00,0.00,1224.00,0.00,-1331.00
1985:Q2,-14202.00,-17500.00,3150.00,350.00,502.00,115.00,1.00,0.00,911.00,262.00,1009.00,0.00,0.00,148.00,-14202.00,-36377.00,0.00,0.00,0.00,140.00,5.00,-528.00,1283.00,4622.00,0.00,9868.00,5979.00,-127.00,0.00,391.00,0.00,542.00
1985:Q3,-16529.00,-19500.00,1996.00,360.00,713.00,-150.00,439.00,0.00,958.00,262.00,-586.00,0.00,0.00,975.00,-16529.00,-26753.00,0.00,0.00,0.00,-39.00,11.00,-402.00,299.00,2449.00,0.00,4096.00,3527.00,-47.00,0.00,-970.00,0.00,1300.00
1985:Q4,-20942.00,-25750.00,4123.00,375.00,429.00,-146.00,373.00,0.00,739.00,262.00,2091.00,0.00,0.00,685.00,-20942.00,-35943.00,0.00,0.00,0.00,-270.00,5.00,-325.00,1652.00,-26.00,0.00,9339.00,-1119.00,-140.00,0.00,1947.00,0.00,3938.00
1986:Q1,-8682.00,-15075.00,4481.00,325.00,1453.00,-77.00,1564.00,0.00,572.00,181.00,463.00,0.00,0.00,1912.00,-8682.00,-19873.00,0.00,0.00,0.00,220.00,9.00,-250.00,-4316.00,-7080.00,0.00,6310.00,8027.00,1092.00,0.00,912.00,0.00,6267.00
1986:Q2,-15823.00,-21825.00,4222.00,325.00,579.00,514.00,1595.00,0.00,457.00,181.00,571.00,0.00,0.00,1780.00,-15823.00,-28611.00,0.00,0.00,0.00,615.00,-19.00,-189.00,-2482.00,412.00,0.00,4920.00,3532.00,800.00,0.00,-1729.00,0.00,6928.00
1986:Q3,-19352.00,-21200.00,2840.00,350.00,253.00,-298.00,1395.00,0.00,400.00,181.00,559.00,0.00,0.00,-992.00,-19352.00,-28049.00,0.00,86.00,0.00,864.00,5.00,-42.00,4296.00,-9924.00,0.00,6459.00,-27.00,600.00,0.00,1867.00,0.00,4513.00
1986:Q4,-25258.00,-26875.00,3164.00,350.00,-38.00,431.00,1254.00,0.00,399.00,181.00,587.00,0.00,0.00,-1547.00,-25258.00,-46457.00,0.00,130.00,0.00,438.00,12.00,187.00,437.00,3979.00,0.00,6350.00,8775.00,400.00,0.00,301.00,0.00,190.00
1987:Q1,-2096.00,-10875.00,7416.00,369.00,-417.00,-246.00,2317.00,0.00,365.00,317.00,4711.00,0.00,0.00,1363.00,-2096.00,-34814.00,0.00,104.00,0.00,811.00,8.00,464.00,6447.00,11255.00,0.00,8554.00,-3316.00,1716.00,0.00,-2838.00,0.00,9513.00
1987:Q2,-16911.00,-19125.00,1529.00,373.00,-512.00,-158.00,1441.00,0.00,297.00,317.00,-229.00,0.00,0.00,685.00,-16911.00,-44338.00,0.00,123.00,0.00,332.00,5.00,779.00,917.00,-6097.00,0.00,11386.00,11777.00,1095.00,0.00,-1240.00,0.00,8350.00
1987:Q3,-12301.00,-17500.00,5471.00,373.00,-490.00,-223.00,1429.00,0.00,308.00,317.00,3757.00,0.00,0.00,-272.00,-12301.00,-17909.00,0.00,82.00,0.00,146.00,-9.00,844.00,37.00,-7442.00,0.00,8206.00,-3162.00,406.00,0.00,1792.00,0.00,4708.00
1987:Q4,-31454.00,-28000.00,452.00,374.00,-537.00,-227.00,2087.00,0.00,397.00,317.00,-1959.00,0.00,0.00,-3906.00,-31454.00,-33238.00,0.00,223.00,0.00,118.00,-94.00,659.00,-1661.00,2104.00,0.00,4226.00,8495.00,76.00,0.00,-4816.00,0.00,-7546.00
1988:Q1,-22757.00,-25250.00,1761.00,167.00,-547.00,-118.00,3354.00,0.00,484.00,273.00,-1852.00,0.00,0.00,732.00,-22757.00,-38138.00,0.00,62.00,0.00,725.00,-1.00,774.00,-19.00,12500.00,0.00,6115.00,-4073.00,187.00,0.00,130.00,0.00,-1019.00
1988:Q2,-30011.00,-34875.00,6052.00,-48.00,-502.00,111.00,6267.00,0.00,569.00,273.00,-618.00,0.00,0.00,-1188.00,-30011.00,-27819.00,0.00,159.00,0.00,497.00,8.00,724.00,-2092.00,-1596.00,0.00,3894.00,-3896.00,693.00,0.00,-994.00,0.00,411.00
1988:Q3,-11125.00,-20750.00,9432.00,1705.00,-543.00,-58.00,6047.00,0.00,583.00,273.00,1425.00,0.00,0.00,193.00,-11125.00,-7321.00,0.00,305.00,0.00,460.00,0.00,886.00,-2738.00,-5290.00,5.00,9023.00,-9070.00,1073.00,0.00,877.00,0.00,665.00
1988:Q4,-41599.00,-48625.00,5661.00,664.00,-547.00,-68.00,4951.00,0.00,523.00,273.00,-135.00,0.00,0.00,1365.00,-41599.00,-41596.00,0.00,375.00,0.00,306.00,-8.00,1259.00,-1724.00,1210.00,2.00,3819.00,-3239.00,799.00,0.00,132.00,0.00,-2934.00
1989:Q1,-42447.00,-43075.00,-294.00,242.00,-412.00,-198.00,626.00,0.00,486.00,-190.00,-848.00,0.00,0.00,922.00,-42447.00,-28243.00,0.00,314.00,0.00,1171.00,1.00,1881.00,-449.00,-9468.00,11.00,1852.00,-7547.00,-2004.00,0.00,-167.00,0.00,201.00
1989:Q2,-21183.00,-24675.00,-1005.00,416.00,-402.00,-91.00,-27.00,0.00,468.00,-190.00,-1179.00,0.00,0.00,4497.00,-21183.00,-34518.00,0.00,228.00,0.00,-286.00,1.00,2748.00,958.00,-6370.00,9.00,3526.00,9098.00,-208.00,0.00,-800.00,0.00,4431.00
1989:Q3,-26819.00,-36575.00,2190.00,416.00,-411.00,-170.00,3295.00,0.00,441.00,-190.00,-1191.00,0.00,0.00,7566.00,-26819.00,-33074.00,0.00,153.00,0.00,-365.00,0.00,2417.00,1266.00,-5317.00,12.00,3501.00,-215.00,428.00,0.00,-1050.00,0.00,5425.00
1989:Q4,-12875.00,-19825.00,2722.00,416.00,-365.00,-175.00,2380.00,0.00,402.00,-190.00,254.00,0.00,0.00,4228.00,-12875.00,-20571.00,0.00,372.00,0.00,-259.00,0.00,887.00,-1353.00,-12773.00,13.00,5170.00,15468.00,1502.00,0.00,128.00,0.00,-1459.00
1990:Q1,-11216.00,-17250.00,6012.00,663.00,-1028.00,-357.00,3179.00,0.00,354.00,-804.00,2070.00,1935.00,0.00,22.00,-11216.00,2786.00,0.00,515.00,0.00,-664.00,0.00,-665.00,465.00,552.00,34.00,-1161.00,-6406.00,671.00,0.00,-3735.00,0.00,-3608.00
1990:Q2,-8166.00,-12000.00,-2296.00,140.00,-661.00,-234.00,-2558.00,0.00,294.00,-804.00,-409.00,1936.00,0.00,6130.00,-8166.00,-15735.00,0.00,216.00,0.00,-706.00,1.00,-2240.00,723.00,-3308.00,34.00,4553.00,10939.00,-1223.00,0.00,2612.00,0.00,-4032.00
1990:Q3,-13149.00,-18500.00,4804.00,13.00,-1448.00,-445.00,1475.00,0.00,288.00,-804.00,3789.00,1936.00,0.00,547.00,-13149.00,-8548.00,0.00,1003.00,0.00,-830.00,-1.00,-2525.00,53.00,-2918.00,39.00,7305.00,-3387.00,1640.00,0.00,-2138.00,0.00,-2842.00
1990:Q4,-16382.00,-15250.00,-1837.00,1333.00,-666.00,-319.00,-707.00,0.00,335.00,-804.00,-2070.00,1061.00,0.00,705.00,-16382.00,-30676.00,0.00,38.00,0.00,-2860.00,0.00,-1524.00,172.00,5992.00,181.00,11832.00,7800.00,-1001.00,0.00,-82.00,0.00,-6254.00
1991:Q1,6856.00,-1500.00,1525.00,897.00,-645.00,-111.00,792.00,0.00,367.00,-294.00,-3523.00,4042.00,0.00,6831.00,6856.00,7980.00,0.00,-366.00,0.00,1418.00,-4.00,-760.00,-959.00,5205.00,66.00,8766.00,-17346.00,-1282.00,0.00,1897.00,0.00,2241.00
1991:Q2,21808.00,3000.00,9538.00,162.00,-638.00,-62.00,5525.00,0.00,386.00,-294.00,446.00,4013.00,0.00,9270.00,21808.00,348.00,0.00,431.00,0.00,-741.00,0.00,-245.00,1469.00,4965.00,25.00,5575.00,1243.00,1734.00,0.00,-282.00,0.00,7286.00
1991:Q3,17886.00,4750.00,4497.00,-759.00,-629.00,-79.00,4479.00,0.00,408.00,-294.00,-1284.00,2655.00,0.00,8639.00,17886.00,-3007.00,0.00,67.00,0.00,-240.00,8.00,-40.00,535.00,-2793.00,165.00,10076.00,12380.00,948.00,0.00,804.00,0.00,-1017.00
1991:Q4,24621.00,12000.00,6705.00,620.00,-644.00,161.00,3779.00,0.00,433.00,-294.00,-1379.00,4029.00,0.00,5916.00,24621.00,7083.00,0.00,-89.00,0.00,108.00,15.00,-151.00,5360.00,4021.00,219.00,14670.00,-2645.00,385.00,0.00,-48.00,0.00,-4307.00
1992:Q1,30191.00,11500.00,11022.00,543.00,-12.00,-7.00,6162.00,0.00,293.00,12.00,-448.00,4479.00,0.00,7669.00,30191.00,27135.00,0.00,500.00,0.00,-253.00,-16.00,-180.00,2815.00,-12776.00,371.00,2108.00,18647.00,338.00,0.00,-2207.00,0.00,-6291.00
1992:Q2,21646.00,9000.00,9437.00,1153.00,-381.00,-59.00,5429.00,0.00,-13.00,12.00,-147.00,3443.00,0.00,3209.00,21646.00,-14780.00,0.00,428.00,0.00,79.00,0.00,-143.00,1165.00,18839.00,285.00,5224.00,13775.00,728.00,0.00,549.00,0.00,-4503.00
1992:Q3,21676.00,3000.00,9530.00,719.00,-483.00,556.00,4115.00,0.00,340.00,12.00,59.00,4212.00,0.00,9146.00,21676.00,19276.00,0.00,207.00,0.00,-553.00,1.00,-81.00,1103.00,-3851.00,250.00,656.00,14218.00,-506.00,0.00,-1071.00,0.00,-7973.00
1992:Q4,26087.00,3500.00,10215.00,1924.00,-97.00,120.00,4460.00,0.00,1354.00,12.00,-1326.00,3768.00,0.00,12372.00,26087.00,-3613.00,0.00,-112.00,0.00,698.00,-9.00,0.00,2226.00,-1267.00,306.00,5860.00,19020.00,-578.00,0.00,2096.00,0.00,1460.00
1993:Q1,21186.00,2050.00,10802.00,616.00,671.00,403.00,5924.00,131.00,1604.00,593.00,-1405.00,2265.00,0.00,8334.00,21186.00,-57412.00,0.00,96.00,0.00,507.00,0.00,108.00,-701.00,34515.00,399.00,15645.00,23554.00,928.00,131.00,659.00,0.00,2757.00
