date,FU893065405.Q,FU103165405.Q,FU113165405.Q,FU313165403.Q,FU643165483.Q,FU893065405.Q,FU153065403.Q,FU103065403.Q,FU113065403.Q,FU313065405.Q,FU213065403.Q,FU763065403.Q,FU753065403.Q,FU543065405.Q,FU573065403.Q,FU223065443.Q,FU403065405.Q,FU413065405.Q,FU673065405.Q,FU613065403.Q,FU643065405.Q
1982:Q3,704.00,36.00,686.00,-30.00,12.00,704.00,-50.00,-257.00,238.00,-849.00,375.00,912.00,0.00,-23.00,-9.00,201.00,-38.00,105.00,0.00,71.00,28.00
1982:Q4,2422.00,122.00,2324.00,-31.00,7.00,2422.00,84.00,171.00,196.00,314.00,403.00,1092.00,0.00,-121.00,178.00,76.00,-35.00,109.00,0.00,-74.00,29.00
1983:Q1,1032.00,52.00,990.00,-15.00,5.00,1032.00,472.00,-440.00,164.00,-322.00,298.00,423.00,0.00,8.00,35.00,157.00,-10.00,293.00,0.00,-56.00,10.00
1983:Q2,3741.00,189.00,3582.00,-32.00,3.00,3741.00,1085.00,-306.00,205.00,38.00,597.00,1729.00,0.00,-86.00,35.00,118.00,38.00,273.00,0.00,5.00,10.00
1983:Q3,5023.00,252.00,4784.00,-14.00,1.00,5023.00,1110.00,-543.00,303.00,-189.00,622.00,3322.00,0.00,79.00,-19.00,50.00,-96.00,451.00,0.00,-77.00,10.00
1983:Q4,5445.00,273.00,5193.00,-20.00,-1.00,5445.00,1003.00,-912.00,385.00,126.00,879.00,3425.00,0.00,250.00,-8.00,263.00,-9.00,214.00,0.00,-180.00,9.00
1984:Q1,6043.00,303.00,5749.00,-37.00,28.00,6043.00,1.00,143.00,547.00,-485.00,966.00,4208.00,0.00,-46.00,257.00,28.00,52.00,133.00,0.00,133.00,106.00
1984:Q2,8004.00,399.00,7584.00,-24.00,45.00,8004.00,-44.00,252.00,533.00,-6.00,1408.00,4828.00,0.00,-77.00,-24.00,19.00,454.00,488.00,0.00,74.00,99.00
1984:Q3,5417.00,270.00,5132.00,-28.00,43.00,5417.00,-135.00,36.00,496.00,-509.00,1199.00,3829.00,0.00,-215.00,49.00,11.00,124.00,427.00,0.00,0.00,105.00
1984:Q4,5771.00,288.00,5474.00,-11.00,20.00,5771.00,-203.00,175.00,471.00,273.00,928.00,3607.00,0.00,169.00,35.00,11.00,229.00,17.00,0.00,-26.00,85.00
1985:Q1,5401.00,271.00,5152.00,-25.00,3.00,5401.00,225.00,-359.00,307.00,-239.00,513.00,3200.00,0.00,65.00,372.00,-23.00,242.00,903.00,0.00,158.00,37.00
1985:Q2,6474.00,325.00,6166.00,-20.00,4.00,6474.00,-46.00,-46.00,253.00,222.00,631.00,4259.00,0.00,58.00,157.00,27.00,525.00,347.00,0.00,32.00,55.00
1985:Q3,5674.00,284.00,5398.00,-13.00,5.00,5674.00,46.00,46.00,118.00,-79.00,804.00,4005.00,0.00,13.00,-9.00,-15.00,534.00,158.00,0.00,-5.00,58.00
1985:Q4,10951.00,548.00,10408.00,-11.00,6.00,10951.00,169.00,169.00,13.00,119.00,1232.00,6100.00,0.00,820.00,1114.00,-8.00,646.00,72.00,0.00,240.00,265.00
1986:Q1,7059.00,351.00,6675.00,-11.00,44.00,7059.00,-96.00,-95.00,186.00,196.00,1967.00,3834.00,0.00,138.00,-513.00,38.00,-585.00,1993.00,0.00,-73.00,69.00
1986:Q2,7888.00,391.00,7431.00,-9.00,75.00,7888.00,276.00,275.00,209.00,66.00,1738.00,2332.00,0.00,209.00,644.00,-10.00,1267.00,112.00,0.00,677.00,93.00
1986:Q3,7976.00,400.00,7592.00,-12.00,-4.00,7976.00,80.00,81.00,267.00,197.00,1447.00,3377.00,0.00,561.00,216.00,3.00,301.00,1053.00,0.00,362.00,31.00
1986:Q4,10556.00,530.00,10061.00,-4.00,-30.00,10556.00,736.00,736.00,316.00,492.00,1875.00,5350.00,0.00,150.00,-13.00,-12.00,-709.00,1709.00,165.00,-48.00,-191.00
1987:Q1,3509.00,174.00,3314.00,-9.00,30.00,3509.00,-1827.00,2074.00,-197.00,-30.00,3203.00,737.00,0.00,-18.00,-1034.00,-150.00,-531.00,1839.00,9.00,-638.00,72.00
1987:Q2,4749.00,238.00,4513.00,-2.00,1.00,4749.00,-450.00,744.00,-311.00,86.00,3144.00,-465.00,0.00,729.00,-139.00,-14.00,276.00,1150.00,19.00,-12.00,-8.00
1987:Q3,4452.00,222.00,4221.00,-3.00,12.00,4452.00,239.00,-331.00,-288.00,47.00,515.00,2791.00,0.00,305.00,159.00,-78.00,-123.00,1004.00,190.00,-97.00,119.00
1987:Q4,4143.00,204.00,3878.00,-1.00,62.00,4143.00,0.00,-471.00,-133.00,266.00,133.00,2915.00,0.00,556.00,-82.00,-114.00,72.00,520.00,146.00,188.00,147.00
1988:Q1,11952.00,598.00,11358.00,0.00,-4.00,11952.00,0.00,1556.00,4280.00,96.00,209.00,3339.00,0.00,178.00,270.00,-57.00,171.00,1350.00,253.00,217.00,90.00
1988:Q2,-2365.00,-119.00,-2253.00,1.00,6.00,-2365.00,0.00,2473.00,-8561.00,-236.00,201.00,1595.00,0.00,493.00,429.00,-31.00,313.00,798.00,9.00,140.00,12.00
1988:Q3,3307.00,166.00,3151.00,-2.00,-8.00,3307.00,0.00,-6681.00,6462.00,256.00,215.00,45.00,0.00,533.00,257.00,-40.00,247.00,1509.00,55.00,286.00,163.00
1988:Q4,5268.00,259.00,4917.00,-4.00,96.00,5268.00,0.00,-456.00,348.00,218.00,468.00,1557.00,0.00,832.00,136.00,-44.00,372.00,1572.00,121.00,-106.00,250.00
1989:Q1,3305.00,164.00,3125.00,-1.00,16.00,3305.00,0.00,2278.00,-2243.00,326.00,360.00,720.00,0.00,441.00,-3.00,-37.00,315.00,1452.00,-33.00,-191.00,-80.00
1989:Q2,5165.00,258.00,4901.00,-1.00,7.00,5165.00,0.00,220.00,-310.00,235.00,239.00,1337.00,0.00,547.00,698.00,-60.00,491.00,1574.00,-15.00,229.00,-20.00
1989:Q3,824.00,39.00,744.00,-1.00,42.00,824.00,0.00,-387.00,-333.00,-336.00,59.00,-414.00,0.00,579.00,184.00,-93.00,541.00,925.00,35.00,110.00,-46.00
1989:Q4,1187.00,57.00,1086.00,0.00,43.00,1187.00,0.00,-96.00,-314.00,227.00,557.00,-1678.00,0.00,780.00,431.00,-73.00,1154.00,133.00,-1.00,17.00,50.00
1990:Q1,1910.00,93.00,1772.00,1.00,43.00,1910.00,0.00,2007.00,953.00,1704.00,338.00,-3271.00,0.00,648.00,-2830.00,-107.00,75.00,1099.00,39.00,1278.00,-23.00
1990:Q2,-5984.00,-301.00,-5723.00,-3.00,43.00,-5984.00,0.00,-3404.00,-41.00,2763.00,277.00,-6143.00,0.00,472.00,44.00,-2.00,-17.00,335.00,-33.00,-226.00,-9.00
1990:Q3,2325.00,112.00,2137.00,-1.00,76.00,2325.00,0.00,-36.00,-57.00,5210.00,136.00,-3583.00,0.00,73.00,22.00,-65.00,606.00,-191.00,-45.00,262.00,-7.00
1990:Q4,521.00,24.00,454.00,0.00,43.00,521.00,0.00,-289.00,-75.00,969.00,262.00,-3488.00,0.00,879.00,14.00,-9.00,526.00,1795.00,-46.00,152.00,-168.00
1991:Q1,1532.00,75.00,1433.00,1.00,23.00,1532.00,0.00,-317.00,-111.00,4412.00,393.00,-1603.00,0.00,514.00,-76.00,-30.00,-108.00,-1779.00,83.00,295.00,-141.00
1991:Q2,1246.00,61.00,1159.00,-1.00,27.00,1246.00,0.00,87.00,-142.00,3695.00,88.00,-2777.00,0.00,513.00,-100.00,-68.00,277.00,233.00,-28.00,-532.00,0.00
1991:Q3,-7547.00,-379.00,-7200.00,0.00,32.00,-7547.00,0.00,-1012.00,-212.00,-169.00,339.00,-6320.00,0.00,-44.00,-69.00,-78.00,101.00,-1250.00,1215.00,-48.00,0.00
1991:Q4,1451.00,69.00,1311.00,0.00,71.00,1451.00,0.00,209.00,-91.00,1007.00,146.00,-1706.00,0.00,-620.00,-89.00,-52.00,709.00,170.00,1642.00,127.00,0.00
1992:Q1,-180.00,-13.00,-238.00,0.00,71.00,-180.00,0.00,-106.00,6.00,1759.00,120.00,-2684.00,0.00,-250.00,-49.00,-165.00,504.00,-471.00,1138.00,66.00,-47.00
1992:Q2,-3847.00,-193.00,-3659.00,-2.00,7.00,-3847.00,0.00,-80.00,-14.00,-2865.00,332.00,-1708.00,0.00,-425.00,-58.00,-204.00,256.00,-631.00,1453.00,-30.00,127.00
1992:Q3,-3490.00,-176.00,-3350.00,0.00,36.00,-3490.00,0.00,-4.00,2.00,-1915.00,69.00,-602.00,0.00,-630.00,-33.00,-187.00,326.00,-591.00,-76.00,323.00,-172.00
1992:Q4,-5656.00,-286.00,-5441.00,0.00,71.00,-5656.00,0.00,22.00,-39.00,-1211.00,189.00,-4013.00,0.00,-816.00,-44.00,-127.00,544.00,-579.00,282.00,30.00,105.00
1993:Q1,-2104.00,-111.00,-2107.00,0.00,114.00,-2104.00,0.00,-47.00,-551.00,-1501.00,129.00,297.00,0.00,-132.00,6.00,-130.00,332.00,-628.00,206.00,-18.00,-67.00
1993:Q2,-2842.00,-148.00,-2807.00,0.00,112.00,-2842.00,0.00,83.00,-172.00,-1324.00,187.00,-1615.00,0.00,-267.00,-16.00,57.00,218.00,-651.00,762.00,10.00,-115.00
1993:Q3,-1303.00,-91.00,-1720.00,-1.00,508.00,-1303.00,0.00,82.00,-120.00,-1014.00,116.00,-287.00,0.00,-528.00,24.00,-32.00,514.00,-223.00,275.00,-85.00,-26.00
1993:Q4,1578.00,56.00,1072.00,-1.00,451.00,1578.00,0.00,-48.00,-259.00,-661.00,-45.00,15.00,0.00,1251.00,-17.00,36.00,625.00,129.00,553.00,72.00,-73.00
1994:Q1,-141.00,-48.00,-903.00,0.00,810.00,-141.00,0.00,179.00,-339.00,-527.00,143.00,-340.00,0.00,16.00,28.00,44.00,446.00,-149.00,107.00,-9.00,260.00
1994:Q2,1093.00,4.00,67.00,0.00,1023.00,1093.00,0.00,71.00,600.00,-603.00,101.00,-687.00,0.00,615.00,51.00,20.00,200.00,-16.00,593.00,40.00,108.00
1994:Q3,-166.00,-58.00,-1099.00,0.00,990.00,-166.00,0.00,42.00,85.00,684.00,197.00,-1010.00,0.00,-471.00,50.00,79.00,82.00,-243.00,256.00,89.00,-6.00
1994:Q4,-263.00,-33.00,-634.00,0.00,405.00,-263.00,0.00,76.00,301.00,-2120.00,293.00,-107.00,0.00,138.00,166.00,49.00,131.00,393.00,491.00,52.00,-125.00
1995:Q1,-625.00,-45.00,-857.00,0.00,277.00,-625.00,0.00,-198.00,-258.00,-585.00,231.00,229.00,0.00,-9.00,-1.00,51.00,243.00,-234.00,-40.00,150.00,-204.00
1995:Q2,2108.00,73.00,1387.00,0.00,648.00,2108.00,0.00,-197.00,-117.00,-1551.00,184.00,1682.00,0.00,36.00,-1.00,61.00,-43.00,1649.00,342.00,142.00,-79.00
1995:Q3,1112.00,37.00,705.00,0.00,370.00,1112.00,0.00,-198.00,-187.00,-1530.00,88.00,987.00,0.00,294.00,-2.00,55.00,161.00,820.00,348.00,365.00,-89.00
1995:Q4,3492.00,152.00,2879.00,0.00,462.00,3492.00,0.00,-194.00,-119.00,-648.00,138.00,-616.00,0.00,550.00,-1.00,57.00,178.00,2215.00,1454.00,685.00,-207.00
1996:Q1,861.00,20.00,379.00,0.00,462.00,861.00,0.00,451.00,-132.00,-723.00,224.00,-552.00,0.00,458.00,-1.00,59.00,173.00,910.00,252.00,73.00,-331.00
1996:Q2,3233.00,129.00,2457.00,-1.00,648.00,3233.00,0.00,51.00,-186.00,-155.00,234.00,834.00,0.00,435.00,-1.00,58.00,-405.00,1135.00,649.00,764.00,-180.00
1996:Q3,2430.00,83.00,1576.00,-1.00,772.00,2430.00,0.00,94.00,-63.00,-935.00,425.00,1687.00,0.00,-831.00,-1.00,60.00,-243.00,1767.00,957.00,-454.00,-33.00
1996:Q4,5736.00,251.00,4776.00,-2.00,711.00,5736.00,0.00,93.00,-71.00,-1039.00,883.00,544.00,0.00,1974.00,5.00,62.00,-289.00,1794.00,1939.00,-338.00,179.00
1997:Q1,270.00,-55.00,-1042.00,-2.00,1369.00,270.00,0.00,174.00,-232.00,-702.00,-44.00,68.00,0.00,-693.00,7.00,62.00,-372.00,1250.00,-37.00,779.00,10.00
1997:Q2,4032.00,135.00,2560.00,0.00,1337.00,4032.00,0.00,150.00,-90.00,-159.00,190.00,1030.00,0.00,628.00,8.00,62.00,-538.00,1418.00,1127.00,-92.00,298.00
1997:Q3,2181.00,81.00,1548.00,0.00,552.00,2181.00,0.00,150.00,-126.00,57.00,104.00,374.00,0.00,314.00,9.00,63.00,-300.00,1205.00,598.00,-445.00,178.00
1997:Q4,5420.00,188.00,3571.00,0.00,1661.00,5420.00,0.00,150.00,-97.00,-109.00,324.00,720.00,0.00,-597.00,-53.00,62.00,-277.00,1422.00,2904.00,560.00,411.00
1998:Q1,6607.00,293.00,5563.00,0.00,751.00,6607.00,0.00,-77.00,661.00,5.00,208.00,1919.00,0.00,-8.00,-12.00,243.00,-776.00,1201.00,3531.00,-363.00,75.00
1998:Q2,7195.00,278.00,5279.00,0.00,1638.00,7195.00,0.00,-77.00,661.00,-67.00,214.00,311.00,0.00,224.00,-11.00,563.00,-213.00,1398.00,4013.00,112.00,67.00
1998:Q3,8404.00,257.00,4879.00,0.00,3268.00,8404.00,0.00,-79.00,662.00,-158.00,2332.00,-1138.00,0.00,-53.00,-10.00,229.00,186.00,4187.00,2037.00,48.00,161.00
1998:Q4,12072.00,477.00,9071.00,0.00,2524.00,12072.00,0.00,-79.00,661.00,-50.00,1701.00,1365.00,0.00,1192.00,-79.00,255.00,763.00,3675.00,3206.00,-288.00,-250.00
1999:Q1,9529.00,393.00,7476.00,0.00,1660.00,9529.00,0.00,-42.00,-207.00,-17.00,448.00,3347.00,0.00,-478.00,60.00,107.00,974.00,2381.00,2977.00,86.00,-107.00
1999:Q2,6427.00,372.00,7067.00,0.00,-1012.00,6427.00,0.00,-42.00,-208.00,21.00,162.00,756.00,0.00,285.00,60.00,329.00,1544.00,2086.00,1657.00,-125.00,-98.00
1999:Q3,10606.00,492.00,9341.00,0.00,773.00,10606.00,0.00,-42.00,-207.00,14.00,138.00,5697.00,0.00,198.00,60.00,-32.00,1170.00,2092.00,1572.00,47.00,-101.00
1999:Q4,13784.00,657.00,12475.00,0.00,652.00,13784.00,0.00,-42.00,-207.00,-21.00,1031.00,5504.00,0.00,820.00,61.00,513.00,634.00,2664.00,2320.00,30.00,477.00
2000:Q1,6803.00,301.00,5722.00,0.00,780.00,6803.00,0.00,-17.00,-57.00,67.00,154.00,3485.00,0.00,-163.00,7.00,-398.00,1252.00,1624.00,987.00,52.00,-190.00
2000:Q2,8427.00,390.00,7416.00,0.00,621.00,8427.00,0.00,-17.00,-57.00,58.00,-300.00,4513.00,0.00,495.00,2.00,161.00,559.00,1927.00,1136.00,-17.00,-33.00
2000:Q3,5326.00,236.00,4484.00,0.00,606.00,5326.00,0.00,-17.00,-58.00,62.00,60.00,2263.00,0.00,328.00,8.00,-817.00,755.00,1953.00,756.00,144.00,-111.00
2000:Q4,8775.00,386.00,7334.00,0.00,1055.00,8775.00,0.00,-17.00,-57.00,123.00,-422.00,1826.00,0.00,203.00,0.00,99.00,1888.00,3007.00,2537.00,-167.00,-245.00
2001:Q1,4794.00,224.00,4260.00,0.00,310.00,4794.00,0.00,15.00,295.00,-609.00,-235.00,3617.00,0.00,-124.00,-251.00,-43.00,1812.00,3275.00,-2848.00,-102.00,-8.00
2001:Q2,11325.00,555.00,10550.00,0.00,220.00,11325.00,0.00,15.00,294.00,44.00,455.00,1036.00,0.00,299.00,203.00,-371.00,2018.00,4798.00,2553.00,-41.00,22.00
2001:Q3,9424.00,506.00,9613.00,0.00,-695.00,9424.00,0.00,16.00,294.00,243.00,-853.00,4641.00,0.00,29.00,190.00,141.00,1851.00,3246.00,-308.00,-67.00,1.00
2001:Q4,16069.00,720.00,13685.00,0.00,1664.00,16069.00,0.00,15.00,294.00,127.00,302.00,1065.00,0.00,1746.00,160.00,41.00,2546.00,4302.00,6040.00,-269.00,-300.00
2002:Q1,6216.00,270.00,5135.00,0.00,811.00,6216.00,0.00,10.00,-55.00,67.00,-597.00,2421.00,0.00,40.00,143.00,-10.00,1833.00,2858.00,440.00,-855.00,-79.00
2002:Q2,10092.00,508.00,9643.00,0.00,-59.00,10092.00,0.00,10.00,-55.00,101.00,-641.00,4867.00,0.00,147.00,119.00,-28.00,1519.00,2160.00,2024.00,-200.00,69.00
2002:Q3,7265.00,337.00,6401.00,0.00,527.00,7265.00,0.00,11.00,-55.00,-505.00,-894.00,2851.00,0.00,103.00,112.00,311.00,2042.00,1843.00,1609.00,-115.00,-48.00
2002:Q4,16520.00,805.00,15298.00,0.00,417.00,16520.00,0.00,10.00,-55.00,861.00,-2.00,3234.00,0.00,895.00,86.00,51.00,3112.00,6068.00,2551.00,-202.00,-89.00
2003:Q1,11199.00,571.00,10845.00,0.00,-217.00,11199.00,0.00,10.00,10.00,-24.00,-32.00,3674.00,0.00,142.00,72.00,60.00,3145.00,3679.00,611.00,-85.00,-63.00
2003:Q2,18250.00,895.00,17000.00,0.00,355.00,18250.00,0.00,10.00,11.00,164.00,1535.00,6193.00,0.00,673.00,39.00,450.00,3667.00,3620.00,1837.00,-5.00,56.00
2003:Q3,16147.00,814.00,15464.00,0.00,-131.00,16147.00,0.00,10.00,10.00,3.00,-315.00,4797.00,0.00,510.00,68.00,-403.00,1264.00,7655.00,2553.00,-8.00,3.00
2003:Q4,24234.00,1187.00,22547.00,0.00,500.00,24234.00,0.00,10.00,10.00,91.00,730.00,4974.00,0.00,415.00,76.00,-316.00,4073.00,11520.00,2310.00,105.00,236.00
2004:Q1,10412.00,448.00,8521.00,0.00,1443.00,10412.00,0.00,10.00,398.00,235.00,671.00,6432.00,0.00,129.00,34.00,-403.00,3630.00,-4542.00,3878.00,-52.00,-8.00
2004:Q2,17581.00,830.00,15771.00,0.00,980.00,17581.00,0.00,10.00,399.00,76.00,2483.00,5552.00,0.00,248.00,-8.00,-390.00,3696.00,3122.00,2236.00,-19.00,176.00
2004:Q3,12045.00,573.00,10881.00,0.00,591.00,12045.00,0.00,10.00,398.00,-77.00,931.00,5912.00,0.00,531.00,16.00,-179.00,4037.00,-926.00,1440.00,42.00,-90.00
2004:Q4,13435.00,644.00,12227.00,0.00,565.00,13435.00,0.00,10.00,398.00,214.00,1702.00,5928.00,0.00,989.00,-37.00,-646.00,2891.00,-657.00,2721.00,-110.00,32.00
2005:Q1,10787.00,540.00,10269.00,0.00,-22.00,10787.00,0.00,6.00,468.00,176.00,976.00,6201.00,0.00,252.00,-17.00,-421.00,2346.00,-1249.00,2026.00,-20.00,43.00
2005:Q2,15696.00,791.00,15020.00,0.00,-114.00,15696.00,0.00,7.00,468.00,-170.00,813.00,10795.00,0.00,508.00,-3.00,-585.00,1386.00,-1264.00,3811.00,-24.00,-46.00
2005:Q3,14695.00,704.00,13383.00,0.00,608.00,14695.00,0.00,6.00,468.00,-112.00,2820.00,8006.00,0.00,372.00,-4.00,773.00,1990.00,-1131.00,1338.00,-5.00,174.00
2005:Q4,19601.00,1010.00,19199.00,0.00,-608.00,19601.00,0.00,6.00,467.00,98.00,1596.00,5797.00,0.00,855.00,-18.00,-238.00,4787.00,-808.00,6854.00,74.00,131.00
2006:Q1,11956.00,593.00,11266.00,0.00,97.00,11956.00,0.00,-32.00,-135.00,-261.00,388.00,7618.00,0.00,690.00,-21.00,-108.00,3256.00,-2807.00,2992.00,0.00,376.00
2006:Q2,7255.00,375.00,7122.00,0.00,-242.00,7255.00,0.00,-32.00,-135.00,-44.00,1551.00,3438.00,0.00,1336.00,-15.00,53.00,2631.00,-3196.00,2221.00,-470.00,-83.00
2006:Q3,8836.00,390.00,7419.00,0.00,1027.00,8836.00,0.00,-33.00,-135.00,43.00,2707.00,3320.00,0.00,955.00,-18.00,308.00,2365.00,-3238.00,2286.00,-101.00,377.00
2006:Q4,14082.00,732.00,13917.00,0.00,-567.00,14082.00,0.00,-32.00,-135.00,91.00,1863.00,1917.00,0.00,657.00,-44.00,317.00,4152.00,-3225.00,6009.00,97.00,2415.00
2007:Q1,16854.00,853.00,16210.00,0.00,-209.00,16854.00,0.00,-72.00,651.00,-95.00,2558.00,-23.00,0.00,957.00,-7.00,323.00,5911.00,-1781.00,8118.00,-306.00,620.00
2007:Q2,17194.00,889.00,16894.00,0.00,-589.00,17194.00,0.00,-73.00,651.00,69.00,1682.00,894.00,0.00,1467.00,37.00,331.00,8111.00,-1273.00,5150.00,-53.00,201.00
2007:Q3,21998.00,1183.00,22486.00,0.00,-1671.00,21998.00,0.00,-73.00,652.00,-271.00,1768.00,5520.00,0.00,1344.00,64.00,-30.00,6841.00,144.00,6450.00,11.00,-422.00
2007:Q4,30665.00,1527.00,29004.00,0.00,135.00,30665.00,0.00,-73.00,651.00,-47.00,1383.00,1374.00,0.00,1991.00,0.00,-32.00,21447.00,2210.00,1686.00,294.00,-219.00
2008:Q1,16046.00,741.00,14077.00,0.00,1228.00,16046.00,0.00,-23.00,-260.00,-117.00,651.00,6418.00,0.00,63.00,234.00,-25.00,11571.00,-282.00,-2625.00,454.00,-13.00
2008:Q2,16448.00,825.00,15666.00,0.00,-43.00,16448.00,0.00,-30.00,-260.00,4.00,-736.00,5539.00,0.00,50.00,92.00,-34.00,10360.00,2554.00,-1389.00,419.00,-121.00
2008:Q3,6807.00,313.00,5948.00,0.00,546.00,6807.00,0.00,-30.00,-260.00,-11.00,-1847.00,2357.00,-1.00,50.00,261.00,-404.00,11552.00,-1950.00,-2268.00,21.00,-663.00
2008:Q4,9634.00,452.00,8589.00,0.00,593.00,9634.00,0.00,-30.00,-260.00,226.00,-684.00,555.00,-155.00,-245.00,-291.00,-383.00,9032.00,4327.00,-1626.00,-725.00,-107.00
2009:Q1,3392.00,130.00,2478.00,0.00,784.00,3392.00,0.00,-15.00,-106.00,-110.00,-1236.00,2165.00,3.00,-573.00,-86.00,-376.00,4745.00,1053.00,-1727.00,-175.00,-170.00
2009:Q2,5620.00,203.00,3856.00,0.00,1561.00,5620.00,0.00,-16.00,-105.00,-34.00,1107.00,65.00,83.00,-531.00,95.00,-382.00,4193.00,3729.00,-2076.00,-89.00,-419.00
2009:Q3,3029.00,149.00,2822.00,0.00,59.00,3029.00,0.00,-16.00,-106.00,12.00,1985.00,-2363.00,249.00,-374.00,144.00,-13.00,3915.00,3358.00,-2220.00,-186.00,-1356.00
2009:Q4,-4484.00,-217.00,-4126.00,0.00,-141.00,-4484.00,0.00,-16.00,-106.00,268.00,831.00,-8895.00,-692.00,-1770.00,171.00,-13.00,1336.00,4818.00,-115.00,-204.00,-97.00
2010:Q1,-5463.00,-262.00,-4970.00,0.00,-231.00,-5463.00,0.00,-6.00,365.00,-207.00,371.00,-1149.00,61.00,-608.00,272.00,-15.00,-4814.00,1922.00,-1376.00,-165.00,-114.00
2010:Q2,-2743.00,-136.00,-2585.00,0.00,-22.00,-2743.00,0.00,-6.00,365.00,58.00,79.00,-4087.00,-72.00,-522.00,298.00,-12.00,-482.00,4008.00,-2164.00,-199.00,-7.00
2010:Q3,2885.00,114.00,2174.00,0.00,597.00,2885.00,0.00,-6.00,364.00,-188.00,2128.00,-1926.00,-202.00,43.00,-104.00,-28.00,2124.00,3516.00,-2656.00,-67.00,-113.00
2010:Q4,1870.00,90.00,1708.00,0.00,72.00,1870.00,0.00,-6.00,365.00,34.00,1734.00,-5042.00,-268.00,-174.00,-52.00,-37.00,5125.00,3049.00,-2486.00,-296.00,-76.00
2011:Q1,-3319.00,-135.00,-2571.00,0.00,-613.00,-3319.00,0.00,-2.00,-508.00,-53.00,-327.00,-3380.00,8.00,18.00,-51.00,-45.00,-406.00,4336.00,-2254.00,-500.00,-155.00
2011:Q2,-1024.00,-58.00,-1105.00,0.00,139.00,-1024.00,0.00,-2.00,-508.00,-195.00,-2.00,-1187.00,-331.00,672.00,-163.00,-52.00,-1439.00,5799.00,-3217.00,-394.00,-5.00
2011:Q3,1278.00,52.00,990.00,0.00,236.00,1278.00,0.00,-2.00,-508.00,-27.00,56.00,-1664.00,-285.00,870.00,-197.00,-31.00,1778.00,3967.00,-2367.00,-280.00,-32.00
2011:Q4,2900.00,128.00,2427.00,0.00,345.00,2900.00,0.00,-2.00,-508.00,-11.00,-530.00,-330.00,55.00,572.00,117.00,-46.00,2839.00,5139.00,-4061.00,-302.00,-32.00
2012:Q1,2887.00,186.00,3540.00,0.00,-839.00,2887.00,0.00,-8.00,-211.00,5.00,-470.00,537.00,-1416.00,620.00,-112.00,-48.00,2074.00,4714.00,-2622.00,-149.00,-27.00
2012:Q2,6542.00,353.00,6704.00,0.00,-515.00,6542.00,0.00,-7.00,-211.00,-158.00,400.00,2089.00,-120.00,576.00,-62.00,-39.00,-877.00,7940.00,-2872.00,-161.00,44.00
2012:Q3,8645.00,433.00,8222.00,0.00,-10.00,8645.00,0.00,-7.00,-212.00,-190.00,1019.00,2186.00,35.00,441.00,-78.00,-101.00,4139.00,5228.00,-3556.00,-261.00,2.00
2012:Q4,12814.00,630.00,11968.00,0.00,216.00,12814.00,0.00,-8.00,-211.00,9.00,399.00,5347.00,-22.00,43.00,-80.00,-106.00,888.00,9008.00,-2343.00,-234.00,124.00
2013:Q1,4709.00,7.00,135.00,0.00,4567.00,4709.00,0.00,6.00,88.00,-95.00,386.00,2635.00,-130.00,-133.00,-89.00,-113.00,-3536.00,7260.00,-1731.00,-107.00,268.00
2013:Q2,7585.00,410.00,7799.00,0.00,-624.00,7585.00,0.00,6.00,87.00,-10.00,-1051.00,7472.00,-400.00,581.00,-92.00,-117.00,-3850.00,9337.00,-5510.00,-542.00,1674.00
2013:Q3,10078.00,524.00,9960.00,0.00,-406.00,10078.00,0.00,6.00,87.00,-143.00,-97.00,8448.00,169.00,1122.00,-90.00,35.00,-6265.00,8688.00,-1819.00,-35.00,-28.00
2013:Q4,12522.00,654.00,12432.00,0.00,-564.00,12522.00,0.00,6.00,87.00,265.00,-113.00,10873.00,11.00,961.00,-71.00,30.00,-8297.00,8303.00,269.00,-159.00,357.00
2014:Q1,10352.00,536.00,10187.00,0.00,-371.00,10352.00,0.00,8.00,-33.00,-40.00,865.00,9418.00,-126.00,169.00,-93.00,31.00,-4613.00,4918.00,-190.00,17.00,21.00
2014:Q2,13001.00,615.00,11686.00,0.00,700.00,13001.00,0.00,7.00,-33.00,-107.00,1538.00,10454.00,7.00,595.00,97.00,25.00,-4595.00,5564.00,-500.00,42.00,-93.00
2014:Q3,15975.00,802.00,15235.00,0.00,-62.00,15975.00,0.00,8.00,-33.00,-262.00,-773.00,8597.00,55.00,734.00,109.00,59.00,2148.00,5618.00,-659.00,-77.00,451.00
2014:Q4,19105.00,900.00,17103.00,0.00,1102.00,19105.00,0.00,7.00,-33.00,-190.00,452.00,9527.00,248.00,1275.00,-147.00,56.00,4334.00,8196.00,-1056.00,81.00,-3645.00
2015:Q1,21427.00,1032.00,19614.00,0.00,781.00,21427.00,0.00,8.00,177.00,-82.00,1614.00,8982.00,160.00,655.00,-65.00,55.00,6358.00,3597.00,398.00,10.00,-440.00
2015:Q2,23762.00,1148.00,21806.00,0.00,808.00,23762.00,0.00,7.00,216.00,-69.00,230.00,10937.00,194.00,1175.00,-65.00,58.00,5662.00,8879.00,-2620.00,-769.00,-73.00
2015:Q3,21550.00,1104.00,20968.00,0.00,-522.00,21550.00,0.00,8.00,155.00,-187.00,1571.00,15107.00,551.00,1220.00,-65.00,-144.00,-38.00,6025.00,-2928.00,-34.00,309.00
