date,FL634090005.Q,FL633091003.Q,FL633020000.Q,FL633030000.Q,FL632051000.Q,FL634022005.Q,FL633069175.Q,FL633061105.Q,FL633061700.Q,FL633062000.Q,FL633063003.Q,FL633093005.Q,FL634090005.Q,FL634090503.Q
1997:Q1,965433.00,21145.00,-435.00,101866.00,121874.00,671488.00,310107.00,84179.00,94326.00,155867.00,27009.00,49495.00,965433.00,16672.00
1997:Q2,963700.00,20655.00,-453.00,108625.00,115929.00,667064.00,315238.00,76327.00,95209.00,151980.00,28310.00,51880.00,963700.00,16575.00
1997:Q3,1015127.00,23449.00,-2202.00,117151.00,126978.00,688733.00,329746.00,76443.00,90198.00,159059.00,33287.00,61018.00,1015127.00,16071.00
1997:Q4,1058885.00,23601.00,1535.00,113384.00,128900.00,732284.00,342224.00,87775.00,98089.00,167136.00,37060.00,59181.00,1058885.00,16474.00
1998:Q1,1142406.00,28778.00,3582.00,111507.00,138677.00,785469.00,377601.00,84742.00,97473.00,180008.00,45645.00,74393.00,1142406.00,17068.00
1998:Q2,1168511.00,22275.00,-118.00,109061.00,146448.00,828335.00,403083.00,82899.00,95256.00,177515.00,69582.00,62510.00,1168511.00,19197.00
1998:Q3,1266902.00,27148.00,-1982.00,122740.00,165068.00,885269.00,412289.00,84136.00,124163.00,185892.00,78789.00,68659.00,1266902.00,24033.00
1998:Q4,1351678.00,30714.00,-1047.00,126521.00,141711.00,987231.00,423836.00,110121.00,176043.00,193307.00,83924.00,66548.00,1351678.00,23854.00
1999:Q1,1438367.00,40128.00,-6201.00,144438.00,140678.00,1052849.00,482868.00,101036.00,173245.00,204312.00,91388.00,66475.00,1438367.00,26608.00
1999:Q2,1420845.00,45490.00,-1813.00,141164.00,142795.00,1021217.00,479608.00,85686.00,160755.00,196328.00,98840.00,71992.00,1420845.00,27395.00
1999:Q3,1476728.00,55369.00,-7544.00,139462.00,141824.00,1074755.00,503860.00,89080.00,166644.00,199338.00,115833.00,72862.00,1476728.00,32429.00
1999:Q4,1613146.00,42096.00,-3393.00,159208.00,143975.00,1179905.00,538173.00,106366.00,195734.00,211793.00,127839.00,91355.00,1613146.00,33732.00
2000:Q1,1696149.00,58635.00,-3402.00,169583.00,162665.00,1262013.00,586310.00,101397.00,176850.00,221548.00,175908.00,46655.00,1696149.00,31310.00
2000:Q2,1658250.00,64970.00,-4506.00,153457.00,174297.00,1214276.00,567204.00,80320.00,164495.00,217025.00,185232.00,55756.00,1658250.00,30502.00
2000:Q3,1727378.00,64607.00,-889.00,161342.00,179165.00,1260214.00,607109.00,79918.00,166549.00,224154.00,182484.00,62939.00,1727378.00,30648.00
2000:Q4,1845248.00,82095.00,1294.00,160566.00,187441.00,1348643.00,640824.00,93821.00,191583.00,242356.00,180059.00,65209.00,1845248.00,33037.00
2001:Q1,2035459.00,104776.00,-3912.00,198656.00,214649.00,1472811.00,662767.00,99846.00,257517.00,253518.00,199163.00,48479.00,2035459.00,40512.00
2001:Q2,2052455.00,102027.00,-1894.00,191572.00,218307.00,1486655.00,656309.00,96833.00,281346.00,250741.00,201426.00,55788.00,2052455.00,37763.00
2001:Q3,2161638.00,102712.00,-10322.00,192532.00,228886.00,1590795.00,671537.00,118650.00,336820.00,255323.00,208465.00,57035.00,2161638.00,46239.00
2001:Q4,2285310.00,113612.00,5431.00,247467.00,239318.00,1624482.00,656512.00,142343.00,351196.00,269711.00,204720.00,55000.00,2285310.00,44756.00
2002:Q1,2247857.00,106311.00,862.00,252953.00,243606.00,1592750.00,638475.00,142746.00,331561.00,273910.00,206058.00,51375.00,2247857.00,44503.00
2002:Q2,2190769.00,104313.00,-2401.00,250260.00,260460.00,1519197.00,617299.00,128379.00,305411.00,271531.00,196577.00,58940.00,2190769.00,46242.00
2002:Q3,2158164.00,106904.00,-3490.00,226140.00,257677.00,1506231.00,569524.00,124965.00,329747.00,272161.00,209834.00,64702.00,2158164.00,49821.00
2002:Q4,2265075.00,106890.00,-1364.00,224818.00,285285.00,1596707.00,619530.00,146058.00,332468.00,286085.00,212566.00,52739.00,2265075.00,48070.00
2003:Q1,2198864.00,97149.00,-1579.00,210410.00,268065.00,1577920.00,562684.00,153646.00,331380.00,306559.00,223651.00,46899.00,2198864.00,47764.00
2003:Q2,2157611.00,86298.00,-8528.00,188710.00,263614.00,1582105.00,534256.00,149295.00,341093.00,302964.00,254497.00,45412.00,2157611.00,42948.00
2003:Q3,2090350.00,80522.00,-7056.00,184430.00,231787.00,1555550.00,493680.00,138729.00,370736.00,300411.00,251994.00,45117.00,2090350.00,41217.00
2003:Q4,2040021.00,68694.00,-1869.00,164610.00,257492.00,1516024.00,480679.00,134678.00,339001.00,309240.00,252426.00,35070.00,2040021.00,35652.00
2004:Q1,1992608.00,71865.00,-10375.00,166710.00,273174.00,1444581.00,448168.00,128580.00,311108.00,311096.00,245629.00,46653.00,1992608.00,34935.00
2004:Q2,1941873.00,78636.00,1185.00,182094.00,261100.00,1380124.00,416316.00,105120.00,290820.00,312350.00,255518.00,38734.00,1941873.00,36586.00
2004:Q3,1892172.00,70198.00,1161.00,175034.00,262122.00,1348003.00,403240.00,102957.00,284120.00,308683.00,249003.00,35654.00,1892172.00,37354.00
2004:Q4,1901700.00,69546.00,828.00,181113.00,238814.00,1368445.00,413699.00,104984.00,275783.00,322550.00,251429.00,42954.00,1901700.00,33361.00
2005:Q1,1865022.00,64843.00,-5881.00,198045.00,256797.00,1317922.00,419261.00,105476.00,218402.00,335999.00,238784.00,33296.00,1865022.00,35102.00
2005:Q2,1853916.00,78612.00,-10934.00,178611.00,299129.00,1276097.00,436838.00,90842.00,171341.00,341897.00,235179.00,32401.00,1853916.00,33889.00
2005:Q3,1901890.00,89737.00,-3028.00,195568.00,308696.00,1274506.00,450459.00,87188.00,148962.00,340211.00,247686.00,36411.00,1901890.00,35906.00
2005:Q4,2026821.00,77329.00,-899.00,195171.00,352601.00,1369190.00,499356.00,90359.00,165343.00,349329.00,264803.00,33429.00,2026821.00,33699.00
2006:Q1,2033948.00,82850.00,-4378.00,195659.00,347000.00,1382964.00,493561.00,86503.00,158393.00,364658.00,279849.00,29853.00,2033948.00,34460.00
2006:Q2,2094385.00,64015.00,10123.00,221963.00,358816.00,1405257.00,514124.00,81491.00,155675.00,357285.00,296682.00,34211.00,2094385.00,40990.00
2006:Q3,2195786.00,55761.00,1758.00,223381.00,376385.00,1495579.00,563715.00,73141.00,143009.00,372460.00,343254.00,42922.00,2195786.00,42805.00
2006:Q4,2338451.00,67216.00,6763.00,224076.00,403457.00,1596477.00,613993.00,84451.00,136791.00,392473.00,368769.00,40462.00,2338451.00,42192.00
2007:Q1,2417799.00,63270.00,-1624.00,222135.00,396303.00,1683764.00,643685.00,93210.00,132738.00,419597.00,394534.00,53951.00,2417799.00,45317.00
2007:Q2,2514235.00,53970.00,-3625.00,229625.00,435374.00,1746180.00,652191.00,91642.00,138808.00,427646.00,435893.00,52711.00,2514235.00,47599.00
2007:Q3,2830799.00,81892.00,4203.00,290505.00,539867.00,1848560.00,653144.00,130326.00,184138.00,457733.00,423219.00,65772.00,2830799.00,51288.00
2007:Q4,3085760.00,102250.00,1923.00,300062.00,618354.00,1992717.00,688437.00,181813.00,240714.00,497195.00,384558.00,70454.00,3085760.00,52723.00
2008:Q1,3442540.00,112509.00,-10122.00,388253.00,603934.00,2294309.00,676074.00,302500.00,396951.00,512341.00,406443.00,53657.00,3442540.00,60035.00
2008:Q2,3377297.00,112635.00,580.00,405177.00,528965.00,2287419.00,655613.00,289666.00,433824.00,518576.00,389740.00,42521.00,3377297.00,59010.00
2008:Q3,3420293.00,102333.00,8888.00,383747.00,605118.00,2287001.00,506003.00,470378.00,530050.00,488074.00,292496.00,33206.00,3420293.00,65000.00
2008:Q4,3832237.00,87521.00,7649.00,405865.00,554862.00,2740354.00,632716.00,590959.00,773528.00,509883.00,233268.00,35986.00,3832237.00,74971.00
2009:Q1,3813876.00,77002.00,12645.00,476018.00,578141.00,2633063.00,596659.00,532664.00,804378.00,494333.00,205029.00,37007.00,3813876.00,74864.00
2009:Q2,3653101.00,89432.00,-7137.00,559209.00,499161.00,2473608.00,538694.00,500464.00,757788.00,474182.00,202480.00,38828.00,3653101.00,68536.00
2009:Q3,3425463.00,105759.00,4253.00,550160.00,505468.00,2231858.00,524455.00,435474.00,649634.00,450644.00,171651.00,27965.00,3425463.00,62484.00
2009:Q4,3315893.00,99091.00,18288.00,577976.00,489612.00,2103482.00,520748.00,414572.00,553903.00,440937.00,173322.00,27444.00,3315893.00,57296.00
2010:Q1,2983807.00,94391.00,5368.00,515405.00,448018.00,1894547.00,454900.00,379203.00,475138.00,405654.00,179652.00,26078.00,2983807.00,53507.00
2010:Q2,2813331.00,94586.00,7883.00,439109.00,472781.00,1772758.00,391376.00,356585.00,460382.00,391604.00,172811.00,26214.00,2813331.00,53230.00
2010:Q3,2796581.00,106365.00,15802.00,476875.00,503691.00,1667136.00,390883.00,314578.00,423561.00,373967.00,164147.00,26712.00,2796581.00,50822.00
2010:Q4,2803514.00,107992.00,14502.00,468129.00,489035.00,1700290.00,402068.00,342126.00,410892.00,387875.00,157329.00,23566.00,2803514.00,48554.00
2011:Q1,2726914.00,111587.00,13615.00,466489.00,446396.00,1667175.00,403540.00,344405.00,380983.00,380173.00,158074.00,21652.00,2726914.00,47894.00
2011:Q2,2686148.00,116222.00,20524.00,459840.00,463963.00,1602796.00,366872.00,348416.00,367275.00,362643.00,157590.00,22803.00,2686148.00,48318.00
2011:Q3,2628882.00,71574.00,19237.00,425517.00,502478.00,1588366.00,354882.00,381865.00,391835.00,350326.00,109458.00,21710.00,2628882.00,51334.00
2011:Q4,2690950.00,43839.00,20475.00,411043.00,500699.00,1692141.00,361527.00,452553.00,412099.00,358682.00,107280.00,22753.00,2690950.00,48873.00
2012:Q1,2581689.00,40962.00,3234.00,383239.00,508527.00,1627989.00,362904.00,483637.00,334084.00,342329.00,105035.00,17738.00,2581689.00,46685.00
2012:Q2,2513545.00,33681.00,6150.00,373411.00,525688.00,1554718.00,333319.00,453928.00,341562.00,326618.00,99291.00,19897.00,2513545.00,46009.00
2012:Q3,2550948.00,40975.00,11538.00,404757.00,523338.00,1545097.00,325755.00,465356.00,337924.00,321175.00,94887.00,25243.00,2550948.00,44420.00
2012:Q4,2693168.00,44102.00,16782.00,443541.00,554802.00,1604939.00,347154.00,466315.00,349933.00,337587.00,103950.00,29002.00,2693168.00,43932.00
2013:Q1,2593479.00,49631.00,11115.00,437106.00,478973.00,1585070.00,357063.00,478774.00,331235.00,313269.00,104729.00,31584.00,2593479.00,40111.00
2013:Q2,2583135.00,37758.00,28022.00,452592.00,458691.00,1574083.00,362750.00,457270.00,351222.00,310522.00,92319.00,31989.00,2583135.00,41753.00
2013:Q3,2678414.00,36924.00,11263.00,503162.00,497757.00,1595353.00,364006.00,474429.00,360394.00,305894.00,90630.00,33955.00,2678414.00,41622.00
2013:Q4,2717808.00,34281.00,13486.00,502994.00,501574.00,1633842.00,357853.00,496081.00,367228.00,308973.00,103707.00,31631.00,2717808.00,39792.00
2014:Q1,2630902.00,19732.00,14458.00,502291.00,515029.00,1541996.00,360593.00,464024.00,330214.00,296866.00,90299.00,37396.00,2630902.00,38904.00
2014:Q2,2559746.00,27113.00,16944.00,518584.00,573652.00,1407646.00,347067.00,378512.00,332609.00,281909.00,67549.00,15807.00,2559746.00,37951.00
2014:Q3,2603472.00,23626.00,-3184.00,539970.00,585450.00,1439063.00,337173.00,400260.00,350158.00,279158.00,72314.00,18547.00,2603472.00,38668.00
2014:Q4,2724641.00,24518.00,-4369.00,523384.00,654472.00,1509647.00,338648.00,419026.00,390496.00,282016.00,79461.00,16989.00,2724641.00,37124.00
2015:Q1,2644741.00,20486.00,-10034.00,524038.00,635003.00,1458311.00,346962.00,440993.00,328018.00,273750.00,68588.00,16937.00,2644741.00,35389.00
2015:Q2,2615103.00,22491.00,3308.00,519090.00,644670.00,1410913.00,341699.00,404112.00,338858.00,257942.00,68302.00,14631.00,2615103.00,35516.00
2015:Q3,2667655.00,12565.00,1661.00,485012.00,692377.00,1463113.00,337993.00,391415.00,399377.00,256949.00,77379.00,12927.00,2667655.00,41182.00
2015:Q4,2754743.00,11071.00,7553.00,444950.00,699287.00,1581883.00,298841.00,482915.00,467378.00,268373.00,64376.00,9999.00,2754743.00,39043.00
2016:Q1,2758822.00,17565.00,7273.00,493038.00,597096.00,1631524.00,333358.00,545499.00,460868.00,239059.00,52740.00,12326.00,2758822.00,39387.00
2016:Q2,2702540.00,12921.00,13321.00,429882.00,643391.00,1594606.00,276566.00,517596.00,566033.00,216160.00,18251.00,8419.00,2702540.00,35954.00
