1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1973:Q1,1000338.00,8889.00,26873.00,29596.00,223381.00,2965.00,69722.00,36767.00,7319.00,0.00,0.00,0.00,29448.00,91383.00,22544.00,0.00,0.00,0.00,0.00,22544.00,686830.00,207145.00,5487.00,378156.00,96042.00,4340.00,0.00,0.00,1344.00,19085.00,963895.00,-708.00,2121.00,2028.00,-5048.00,191.00,204649.00,11382.00,187186.00,6081.00,546331.00,96994.00,39487.00,9601.00,5542.00,4059.00,8420.00,1242.00,57879.00,21000.00,36879.00,0.00
1973:Q2,1034643.00,7666.00,24818.00,29555.00,223122.00,2619.00,65666.00,40218.00,7946.00,0.00,0.00,0.00,32272.00,92499.00,22120.00,0.00,0.00,0.00,0.00,22120.00,721634.00,220053.00,5790.00,394407.00,101384.00,4126.00,0.00,0.00,1427.00,22295.00,996531.00,-1567.00,2048.00,1770.00,-6010.00,625.00,209940.00,10423.00,192830.00,6687.00,557681.00,104109.00,42602.00,9806.00,5847.00,3959.00,11145.00,918.00,61897.00,22000.00,39897.00,0.00
1973:Q3,1061960.00,9671.00,30962.00,30700.00,221819.00,3362.00,61875.00,42948.00,7899.00,0.00,0.00,0.00,35049.00,93251.00,20383.00,0.00,0.00,0.00,0.00,20383.00,745781.00,225202.00,6536.00,408615.00,105428.00,4606.00,0.00,0.00,1514.00,16907.00,1021141.00,3161.00,3036.00,4522.00,-4592.00,195.00,205582.00,8203.00,190461.00,6918.00,552978.00,123165.00,45825.00,10542.00,6602.00,3940.00,14298.00,1024.00,64566.00,21500.00,43066.00,0.00
1973:Q4,1096622.00,10688.00,27060.00,32929.00,229915.00,3525.00,65168.00,45406.00,7727.00,0.00,0.00,0.00,37679.00,96245.00,19571.00,0.00,0.00,0.00,0.00,19571.00,767324.00,233792.00,7114.00,418276.00,108142.00,4200.00,0.00,0.00,1607.00,22899.00,1054545.00,-3184.00,3099.00,1258.00,-7099.00,-442.00,231556.00,9862.00,213128.00,8566.00,564750.00,122645.00,48661.00,11320.00,7185.00,4135.00,15147.00,1027.00,62623.00,22500.00,40123.00,0.00
1974:Q1,1115864.00,9709.00,28410.00,38537.00,233109.00,3682.00,64256.00,47033.00,8450.00,0.00,0.00,0.00,38583.00,98291.00,19847.00,0.00,0.00,0.00,0.00,19847.00,780421.00,238046.00,8133.00,426306.00,107936.00,4476.00,0.00,0.00,1706.00,19496.00,1074773.00,429.00,2222.00,2033.00,-6186.00,2360.00,211323.00,8607.00,193692.00,9024.00,583866.00,128317.00,53450.00,12414.00,8214.00,4200.00,14995.00,1318.00,68661.00,24000.00,44661.00,0.00
1974:Q2,1150911.00,8355.00,30086.00,40897.00,231349.00,3984.00,58675.00,48418.00,8701.00,0.00,0.00,0.00,39717.00,100941.00,19331.00,0.00,0.00,0.00,0.00,19331.00,815256.00,255052.00,10539.00,438681.00,110984.00,4260.00,0.00,0.00,1811.00,18897.00,1108499.00,3973.00,2297.00,3210.00,-1191.00,-343.00,212683.00,8364.00,194842.00,9477.00,587762.00,145846.00,58877.00,14955.00,10645.00,4310.00,17642.00,1004.00,65757.00,26000.00,39757.00,0.00
1974:Q3,1167722.00,10507.00,33256.00,43203.00,228790.00,4123.00,56313.00,48986.00,8874.00,0.00,0.00,0.00,40112.00,100065.00,19303.00,0.00,0.00,0.00,0.00,19303.00,832204.00,259009.00,12828.00,447294.00,113073.00,3281.00,0.00,0.00,1922.00,14559.00,1126339.00,2544.00,3721.00,5192.00,-3957.00,-2412.00,210314.00,7377.00,193379.00,9558.00,585424.00,158819.00,60250.00,17256.00,12956.00,4300.00,20772.00,1194.00,69766.00,27500.00,42266.00,0.00
1974:Q4,1186576.00,11640.00,25843.00,46102.00,236843.00,4297.00,60167.00,50166.00,9258.00,0.00,0.00,0.00,40908.00,101799.00,20414.00,0.00,0.00,0.00,0.00,20414.00,844767.00,266388.00,14787.00,451470.00,112122.00,3700.00,0.00,0.00,2040.00,15641.00,1143494.00,-8501.00,2001.00,299.00,-8124.00,-2677.00,230361.00,4804.00,214920.00,10637.00,599344.00,162587.00,61615.00,19225.00,14935.00,4290.00,21804.00,1212.00,55847.00,28500.00,27347.00,0.00
1975:Q1,1191270.00,10562.00,30437.00,47897.00,247992.00,5685.00,65550.00,52087.00,10427.00,0.00,0.00,0.00,41660.00,101678.00,22992.00,0.00,0.00,0.00,0.00,22992.00,831435.00,252409.00,14984.00,454481.00,109561.00,4426.00,0.00,0.00,2165.00,16356.00,1148778.00,-11366.00,2163.00,813.00,-6559.00,-7783.00,210471.00,3945.00,197409.00,9117.00,625466.00,161766.00,62400.00,19469.00,15134.00,4335.00,18164.00,1431.00,60977.00,30000.00,30977.00,0.00
1975:Q2,1216632.00,10084.00,25976.00,49326.00,267127.00,5165.00,75203.00,54866.00,11933.00,0.00,0.00,0.00,42933.00,103640.00,28253.00,0.00,0.00,0.00,0.00,28253.00,842866.00,254212.00,14192.00,463779.00,110683.00,5013.00,0.00,0.00,2298.00,13942.00,1174529.00,-17584.00,1791.00,561.00,-8162.00,-11774.00,223065.00,3110.00,210060.00,9895.00,653863.00,152887.00,63060.00,18696.00,14334.00,4362.00,16803.00,933.00,62806.00,32000.00,30806.00,0.00
1975:Q3,1235411.00,11168.00,29363.00,38664.00,276481.00,6004.00,84227.00,56424.00,12842.00,0.00,0.00,0.00,43582.00,104067.00,25759.00,0.00,0.00,0.00,0.00,25759.00,850300.00,248689.00,13432.00,474537.00,113642.00,4275.00,0.00,0.00,2440.00,22720.00,1196138.00,-11474.00,2406.00,1402.00,-6343.00,-8939.00,218815.00,3175.00,205963.00,9677.00,671869.00,150346.00,55203.00,18046.00,13566.00,4480.00,17482.00,971.00,74880.00,34000.00,40880.00,0.00
1975:Q4,1271679.00,12252.00,26052.00,42773.00,289561.00,8087.00,94063.00,57912.00,13740.00,0.00,0.00,0.00,44172.00,105056.00,24443.00,0.00,0.00,0.00,0.00,24443.00,869059.00,252902.00,14982.00,485024.00,116151.00,4400.00,0.00,0.00,2589.00,24993.00,1228609.00,-17642.00,3688.00,229.00,-10468.00,-11091.00,237731.00,3112.00,224441.00,10178.00,691720.00,150269.00,54623.00,19660.00,15131.00,4529.00,17845.00,1006.00,73397.00,35500.00,37897.00,0.00
1976:Q1,1289255.00,11257.00,28150.00,41457.00,301931.00,7390.00,100744.00,59977.00,15826.00,0.00,0.00,0.00,44151.00,103106.00,30714.00,0.00,0.00,0.00,0.00,30714.00,871112.00,243438.00,15121.00,496562.00,115991.00,4826.00,0.00,0.00,2748.00,27774.00,1245744.00,-18394.00,2110.00,54.00,-7414.00,-13144.00,220542.00,2378.00,208443.00,9721.00,729473.00,141117.00,58864.00,19972.00,15272.00,4700.00,15757.00,1072.00,77341.00,36500.00,40841.00,0.00
1976:Q2,1323268.00,11981.00,27460.00,40489.00,307855.00,7625.00,103706.00,60783.00,16895.00,0.00,0.00,0.00,43888.00,106438.00,29303.00,0.00,0.00,0.00,0.00,29303.00,901592.00,251738.00,15826.00,513478.00,120550.00,4599.00,0.00,0.00,2917.00,26375.00,1279371.00,-21879.00,3577.00,314.00,-8916.00,-16854.00,231168.00,4626.00,216650.00,9892.00,750883.00,140057.00,61368.00,20951.00,15985.00,4966.00,15274.00,1095.00,80454.00,37400.00,43054.00,0.00
1976:Q3,1353091.00,12287.00,29716.00,42415.00,314753.00,8559.00,106430.00,63718.00,18421.00,0.00,0.00,0.00,45297.00,106828.00,29218.00,0.00,0.00,0.00,0.00,29218.00,921144.00,248958.00,15679.00,531259.00,125248.00,4415.00,0.00,0.00,3069.00,25292.00,1308424.00,-20409.00,2811.00,326.00,-6265.00,-17281.00,226822.00,5678.00,210514.00,10630.00,774522.00,135491.00,66053.00,20976.00,15836.00,5140.00,16062.00,1154.00,87753.00,38500.00,49253.00,0.00
1976:Q4,1404736.00,12121.00,25158.00,51826.00,327931.00,11648.00,115909.00,62830.00,17705.00,0.00,0.00,0.00,45125.00,108248.00,29296.00,0.00,0.00,0.00,0.00,29296.00,955556.00,261354.00,18018.00,547314.00,128870.00,4400.00,0.00,0.00,3286.00,24458.00,1355012.00,-28574.00,2601.00,25.00,-11224.00,-19976.00,249377.00,3023.00,234497.00,11857.00,807352.00,136011.00,72472.00,23499.00,18198.00,5301.00,15862.00,1214.00,77799.00,40040.00,37759.00,0.00
1977:Q1,1434214.00,12124.00,26883.00,52181.00,335050.00,8894.00,119487.00,65497.00,20149.00,0.00,0.00,0.00,45348.00,109611.00,31561.00,0.00,0.00,0.00,0.00,31561.00,972331.00,261573.00,18155.00,561830.00,130773.00,4207.00,0.00,0.00,3488.00,27950.00,1386832.00,-27900.00,2913.00,149.00,-9104.00,-21858.00,235645.00,3426.00,221060.00,11159.00,844092.00,134866.00,76210.00,23687.00,18337.00,5350.00,14462.00,1300.00,84470.00,41400.00,43070.00,0.00
1977:Q2,1479212.00,12725.00,24562.00,50015.00,337510.00,9167.00,117172.00,67365.00,20704.00,0.00,0.00,0.00,46661.00,113938.00,29868.00,0.00,0.00,0.00,0.00,29868.00,1014550.00,270209.00,18752.00,586720.00,138869.00,4560.00,0.00,0.00,3702.00,31588.00,1430000.00,-27166.00,3604.00,260.00,-8020.00,-23010.00,242874.00,2820.00,228629.00,11425.00,863801.00,136968.00,79278.00,24976.00,18939.00,6037.00,15717.00,1406.00,92146.00,42400.00,49746.00,0.00
1977:Q3,1518917.00,11326.00,23953.00,50973.00,339852.00,9222.00,114782.00,68779.00,22037.00,0.00,0.00,0.00,46742.00,117261.00,29808.00,0.00,0.00,0.00,0.00,29808.00,1053387.00,276313.00,18654.00,612471.00,145949.00,4643.00,0.00,0.00,3930.00,30853.00,1469011.00,-27163.00,1956.00,1292.00,-14513.00,-15898.00,242463.00,5294.00,225954.00,11215.00,882532.00,145611.00,83857.00,25134.00,18840.00,6294.00,17054.00,1516.00,98007.00,43400.00,54607.00,0.00
1977:Q4,1578359.00,13922.00,26870.00,58890.00,343769.00,11997.00,115232.00,70842.00,22484.00,0.00,0.00,0.00,48358.00,117847.00,27851.00,0.00,0.00,0.00,0.00,27851.00,1096501.00,287354.00,20523.00,636562.00,152062.00,4800.00,0.00,0.00,4171.00,29436.00,1524477.00,-33979.00,3810.00,265.00,-16384.00,-21670.00,271467.00,7315.00,250619.00,13533.00,894529.00,162097.00,87514.00,27739.00,20729.00,7010.00,20173.00,1613.00,93324.00,46448.00,46876.00,0.00
1978:Q1,1601065.00,11622.00,27700.00,55542.00,344638.00,9012.00,114065.00,73246.00,24020.00,0.00,0.00,0.00,49226.00,118165.00,30150.00,0.00,0.00,0.00,0.00,30150.00,1119634.00,290526.00,19345.00,654640.00,155123.00,4618.00,0.00,0.00,4408.00,32903.00,1549016.00,-36110.00,2732.00,332.00,-13847.00,-25327.00,247153.00,3560.00,231064.00,12529.00,916021.00,174425.00,94364.00,26603.00,19538.00,7065.00,21278.00,1702.00,103580.00,47200.00,56380.00,0.00
1978:Q2,1658991.00,11888.00,27431.00,54357.00,348178.00,8956.00,112396.00,75914.00,25143.00,0.00,0.00,0.00,50771.00,121428.00,29484.00,0.00,0.00,0.00,0.00,29484.00,1171535.00,305121.00,19431.00,680665.00,166318.00,4923.00,0.00,0.00,4658.00,36021.00,1605288.00,-34480.00,3318.00,1428.00,-17187.00,-22039.00,262900.00,7960.00,242085.00,12855.00,928159.00,184206.00,95327.00,27215.00,19626.00,7589.00,25274.00,1787.00,114900.00,49490.00,65410.00,0.00
1978:Q3,1706395.00,12141.00,26356.00,51869.00,353890.00,9621.00,109268.00,80181.00,26413.00,0.00,0.00,0.00,53768.00,124741.00,30079.00,0.00,0.00,0.00,0.00,30079.00,1207696.00,308722.00,17562.00,706590.00,174822.00,5219.00,0.00,0.00,4922.00,44302.00,1650484.00,-28286.00,3719.00,1365.00,-17834.00,-15536.00,262455.00,7941.00,242328.00,12186.00,944735.00,194466.00,97781.00,25495.00,17738.00,7757.00,29158.00,1867.00,122813.00,50454.00,72359.00,0.00
1978:Q4,1770348.00,15470.00,30645.00,58530.00,358864.00,10233.00,106418.00,83297.00,27397.00,0.00,0.00,0.00,55900.00,129292.00,29624.00,0.00,0.00,0.00,0.00,29624.00,1252204.00,322926.00,20108.00,729568.00,179602.00,4800.00,0.00,0.00,5201.00,44634.00,1707591.00,-36667.00,6516.00,1172.00,-24753.00,-19602.00,294969.00,14075.00,267409.00,13485.00,953383.00,210546.00,98095.00,28143.00,20290.00,7853.00,32670.00,1941.00,124511.00,52223.00,72288.00,0.00
1979:Q1,1794304.00,12345.00,31097.00,60968.00,364345.00,9763.00,107182.00,85541.00,28835.00,0.00,0.00,0.00,56706.00,131181.00,30678.00,0.00,0.00,0.00,0.00,30678.00,1270680.00,322822.00,20324.00,745027.00,182507.00,4983.00,0.00,0.00,5497.00,44389.00,1733242.00,-25130.00,4337.00,963.00,-22477.00,-7953.00,261346.00,4163.00,245656.00,11527.00,976581.00,213696.00,112724.00,28555.00,20515.00,8040.00,31881.00,2021.00,131568.00,52815.00,78753.00,0.00
1979:Q2,1851542.00,13272.00,29607.00,65650.00,363997.00,10782.00,105035.00,88687.00,30002.00,0.00,0.00,0.00,58685.00,132496.00,26997.00,0.00,0.00,0.00,0.00,26997.00,1320665.00,339165.00,21878.00,768981.00,190641.00,4903.00,0.00,0.00,5808.00,47640.00,1787010.00,-21752.00,3924.00,1558.00,-25277.00,-1957.00,285789.00,16276.00,256239.00,13274.00,987389.00,208251.00,120255.00,30958.00,22649.00,8309.00,35071.00,2116.00,138933.00,53238.00,85695.00,0.00
1979:Q3,1901933.00,13609.00,28196.00,72885.00,370994.00,11079.00,103082.00,91635.00,30978.00,0.00,0.00,0.00,60657.00,136379.00,28819.00,0.00,0.00,0.00,0.00,28819.00,1367305.00,351396.00,24887.00,791892.00,199130.00,5064.00,0.00,0.00,6138.00,37742.00,1832035.00,-26892.00,2654.00,1156.00,-31805.00,1103.00,296562.00,19862.00,262366.00,14334.00,1000183.00,224010.00,123611.00,35100.00,26126.00,8974.00,38596.00,2186.00,138679.00,55387.00,83292.00,0.00
1979:Q4,1945673.00,18488.00,29226.00,73108.00,378282.00,12658.00,104386.00,95697.00,32408.00,0.00,0.00,0.00,63289.00,138318.00,27223.00,0.00,0.00,0.00,0.00,27223.00,1399976.00,360488.00,26125.00,807645.00,205718.00,4700.00,0.00,0.00,6486.00,35407.00,1872390.00,-31300.00,6767.00,1454.00,-32745.00,-6776.00,321421.00,14475.00,289905.00,17041.00,1008873.00,236044.00,119932.00,36838.00,27343.00,9495.00,41838.00,2185.00,136559.00,58464.00,78095.00,0.00
1980:Q1,1965773.00,15333.00,31504.00,70972.00,383279.00,11603.00,104944.00,98529.00,33719.00,0.00,0.00,0.00,64810.00,138927.00,29276.00,0.00,0.00,0.00,0.00,29276.00,1411322.00,362303.00,28858.00,816319.00,203842.00,4165.00,0.00,0.00,6854.00,42344.00,1888410.00,-30886.00,3682.00,2502.00,-36271.00,-799.00,296218.00,8099.00,271657.00,16462.00,1027822.00,246580.00,118619.00,39511.00,30041.00,9470.00,44122.00,2118.00,144306.00,59158.00,85148.00,0.00
1980:Q2,1987482.00,16029.00,32824.00,79116.00,398133.00,14328.00,106834.00,102994.00,35207.00,0.00,0.00,0.00,67787.00,142460.00,31517.00,0.00,0.00,0.00,0.00,31517.00,1408356.00,356428.00,31350.00,821921.00,198657.00,4319.00,0.00,0.00,7243.00,41462.00,1907330.00,-56918.00,4167.00,215.00,-42271.00,-19029.00,310537.00,13026.00,278136.00,19375.00,1047140.00,244003.00,132789.00,42994.00,32952.00,10042.00,42364.00,1975.00,142446.00,61506.00,80940.00,0.00
1980:Q3,2032500.00,17307.00,27634.00,83434.00,417311.00,14912.00,115212.00,109313.00,38481.00,0.00,0.00,0.00,70832.00,147620.00,30254.00,0.00,0.00,0.00,0.00,30254.00,1433865.00,365382.00,31371.00,836219.00,200893.00,4307.00,0.00,0.00,7654.00,40988.00,1948778.00,-67809.00,3192.00,982.00,-43791.00,-28192.00,321658.00,19090.00,286391.00,16177.00,1065306.00,253946.00,141782.00,43220.00,33148.00,10072.00,44161.00,1815.00,144699.00,63099.00,81600.00,0.00
1980:Q4,2103697.00,19807.00,26737.00,83353.00,436261.00,14789.00,121131.00,115687.00,41241.00,0.00,0.00,0.00,74446.00,150976.00,33678.00,0.00,0.00,0.00,0.00,33678.00,1478280.00,390477.00,31963.00,852973.00,202867.00,4200.00,0.00,0.00,8089.00,46970.00,2014240.00,-77354.00,4467.00,1809.00,-53228.00,-30402.00,333212.00,11917.00,304422.00,16873.00,1088906.00,287923.00,142932.00,43589.00,33574.00,10015.00,48963.00,1688.00,144381.00,63207.00,81174.00,0.00
1981:Q1,2120195.00,17288.00,25257.00,90567.00,441902.00,14512.00,125092.00,119438.00,42432.00,0.00,0.00,0.00,77006.00,150055.00,32805.00,0.00,0.00,0.00,0.00,32805.00,1481705.00,385526.00,35716.00,860950.00,199513.00,3963.00,0.00,0.00,8548.00,50965.00,2030148.00,-84488.00,3261.00,656.00,-53460.00,-34945.00,319905.00,10219.00,294515.00,15171.00,1101151.00,292472.00,153223.00,46880.00,37195.00,9685.00,49175.00,1591.00,150239.00,66080.00,84159.00,0.00
1981:Q2,2166234.00,18549.00,22482.00,86988.00,445248.00,15809.00,125071.00,122416.00,44040.00,0.00,0.00,0.00,78376.00,151290.00,30662.00,0.00,0.00,0.00,0.00,30662.00,1524113.00,409833.00,36701.00,874988.00,202591.00,3690.00,0.00,0.00,9033.00,56131.00,2075806.00,-88270.00,2506.00,1010.00,-57619.00,-34167.00,331862.00,17006.00,297649.00,17207.00,1102081.00,310043.00,155924.00,47768.00,38321.00,9447.00,56095.00,1502.00,158801.00,68997.00,89804.00,0.00
1981:Q3,2203383.00,19185.00,25826.00,87509.00,449547.00,14889.00,122067.00,128164.00,45574.00,0.00,0.00,0.00,82590.00,154063.00,30364.00,0.00,0.00,0.00,0.00,30364.00,1552082.00,422376.00,38374.00,885085.00,206247.00,3188.00,0.00,0.00,9545.00,56501.00,2113555.00,-90320.00,2811.00,2486.00,-63678.00,-31939.00,334520.00,19560.00,297975.00,16985.00,1110209.00,330898.00,157044.00,49294.00,40220.00,9074.00,64347.00,1427.00,156136.00,70658.00,85478.00,0.00
1981:Q4,2250389.00,18623.00,23912.00,107379.00,458679.00,15789.00,122975.00,132851.00,48095.00,0.00,0.00,0.00,84756.00,156693.00,30371.00,0.00,0.00,0.00,0.00,30371.00,1577373.00,438826.00,40209.00,890159.00,208179.00,3237.00,0.00,0.00,10087.00,51099.00,2174411.00,-106888.00,1762.00,1601.00,-70558.00,-39693.00,355783.00,10803.00,331129.00,13851.00,1139245.00,341522.00,178182.00,51497.00,42091.00,9406.00,65194.00,1364.00,148512.00,75780.00,72732.00,0.00
1982:Q1,2271989.00,16612.00,24964.00,105420.00,474989.00,19359.00,126758.00,141163.00,54854.00,0.00,0.00,0.00,86309.00,155883.00,31826.00,0.00,0.00,0.00,0.00,31826.00,1577403.00,440330.00,40589.00,889707.00,206777.00,2863.00,0.00,0.00,10817.00,58921.00,2161366.00,-141157.00,1882.00,2646.00,-67840.00,-77845.00,336630.00,12869.00,311909.00,11852.00,1167781.00,348117.00,181134.00,52588.00,43510.00,9078.00,66162.00,1325.00,148786.00,73907.00,74879.00,0.00
1982:Q2,2307846.00,20097.00,18886.00,102822.00,478111.00,17591.00,124386.00,150905.00,62430.00,0.00,0.00,0.00,88475.00,154727.00,30502.00,0.00,0.00,0.00,0.00,30502.00,1604239.00,460890.00,43666.00,890235.00,209448.00,2661.00,0.00,0.00,11018.00,70012.00,2195951.00,-148610.00,2545.00,1638.00,-67726.00,-85067.00,338352.00,11355.00,314667.00,12330.00,1181119.00,362542.00,177446.00,54804.00,45848.00,8956.00,69398.00,1307.00,159593.00,70162.00,89431.00,0.00
1982:Q3,2332667.00,19198.00,18771.00,108861.00,490611.00,19172.00,126665.00,157866.00,68111.00,0.00,0.00,0.00,89755.00,154461.00,32447.00,0.00,0.00,0.00,0.00,32447.00,1609374.00,471842.00,43734.00,880445.00,213353.00,2887.00,0.00,0.00,11314.00,71651.00,2229139.00,-165416.00,550.00,1123.00,-71050.00,-96039.00,354855.00,20841.00,322549.00,11465.00,1205746.00,372801.00,185752.00,55820.00,46200.00,9620.00,67642.00,1298.00,150641.00,82510.00,68131.00,0.00
1982:Q4,2406268.00,19532.00,24826.00,123888.00,532292.00,18551.00,145776.00,168400.00,76691.00,0.00,0.00,0.00,91709.00,160773.00,38792.00,0.00,0.00,0.00,0.00,38792.00,1618829.00,483662.00,47179.00,870502.00,217486.00,3300.00,0.00,0.00,11399.00,72202.00,2336703.00,-138983.00,2735.00,717.00,-70182.00,-72253.00,383151.00,16864.00,354682.00,11605.00,1278774.00,354782.00,192419.00,62039.00,51600.00,10439.00,66001.00,1283.00,137237.00,89757.00,47480.00,0.00
1983:Q1,2446287.00,18286.00,21592.00,121221.00,570714.00,18984.00,167493.00,183711.00,88137.00,0.00,0.00,0.00,95574.00,155869.00,44657.00,0.00,0.00,0.00,0.00,44657.00,1616430.00,482687.00,43010.00,875894.00,214839.00,3614.00,0.00,0.00,11818.00,82612.00,2374496.00,-153194.00,486.00,2808.00,-76172.00,-80316.00,372480.00,14563.00,345457.00,12460.00,1377777.00,313486.00,191190.00,57689.00,46824.00,10865.00,60467.00,1274.00,153327.00,85475.00,67852.00,0.00
1983:Q2,2512546.00,20451.00,16763.00,120865.00,604981.00,18427.00,185520.00,191975.00,96013.00,0.00,0.00,0.00,95962.00,157084.00,51975.00,0.00,0.00,0.00,0.00,51975.00,1651087.00,490156.00,46526.00,894117.00,220288.00,4163.00,0.00,0.00,12039.00,82197.00,2444322.00,-147232.00,1020.00,3610.00,-71785.00,-80077.00,394653.00,22160.00,359535.00,12958.00,1405398.00,315496.00,191871.00,59821.00,49046.00,10775.00,59980.00,1270.00,163065.00,84974.00,78091.00,0.00
1983:Q3,2573932.00,17410.00,19759.00,115984.00,625762.00,18616.00,195919.00,201958.00,106018.00,0.00,0.00,0.00,95940.00,158927.00,50342.00,0.00,0.00,0.00,0.00,50342.00,1693826.00,490857.00,48376.00,923495.00,231098.00,4335.00,0.00,0.00,12321.00,84535.00,2510581.00,-145950.00,-60.00,1625.00,-75740.00,-71775.00,392801.00,22836.00,357695.00,12270.00,1432902.00,333877.00,196241.00,61658.00,50839.00,10819.00,59807.00,1258.00,177987.00,93589.00,84398.00,0.00
1983:Q4,2668808.00,20996.00,20449.00,115372.00,646083.00,17782.00,204575.00,205220.00,110694.00,0.00,0.00,0.00,94526.00,164392.00,54114.00,0.00,0.00,0.00,0.00,54114.00,1765294.00,517957.00,51796.00,950389.00,245152.00,4317.00,0.00,0.00,12638.00,83659.00,2610736.00,-141842.00,1563.00,918.00,-81883.00,-62440.00,407926.00,11521.00,383431.00,12974.00,1473336.00,351387.00,203614.00,65175.00,54628.00,10547.00,61416.00,1254.00,188470.00,102078.00,86392.00,0.00
1984:Q1,2769011.00,17333.00,21267.00,120967.00,669056.00,17206.00,216144.00,211225.00,147872.00,0.00,0.00,0.00,63353.00,163599.00,60882.00,360.00,0.00,0.00,0.00,60522.00,1811294.00,526070.00,50115.00,980485.00,254624.00,4145.00,0.00,0.00,12886.00,112063.00,2658413.00,-132437.00,787.00,896.00,-72323.00,-61797.00,402862.00,13040.00,377117.00,12705.00,1504304.00,367237.00,215914.00,62363.00,51922.00,10441.00,60382.00,4299.00,173489.00,96350.00,77139.00,0.00
1984:Q2,2868120.00,18073.00,19252.00,122432.00,669888.00,16247.00,211237.00,219879.00,155217.00,0.00,0.00,0.00,64662.00,163204.00,59321.00,422.00,0.00,0.00,0.00,58899.00,1903678.00,552761.00,55097.00,1022247.00,273573.00,3955.00,0.00,0.00,13612.00,117230.00,2755710.00,-121864.00,-655.00,4760.00,-69755.00,-56214.00,408074.00,12040.00,383124.00,12910.00,1533498.00,397878.00,220040.00,69993.00,57445.00,12548.00,68772.00,4509.00,174810.00,91745.00,83065.00,0.00
1984:Q3,2955763.00,18345.00,22512.00,120294.00,685217.00,16634.00,213244.00,224169.00,158097.00,0.00,0.00,0.00,66072.00,168573.00,62597.00,435.00,0.00,0.00,0.00,62162.00,1953793.00,556205.00,50308.00,1058155.00,289125.00,4219.00,0.00,0.00,13629.00,137754.00,2867447.00,-113309.00,289.00,6633.00,-65364.00,-54867.00,411224.00,24718.00,373538.00,12968.00,1559614.00,419315.00,229869.00,64348.00,52082.00,12266.00,76010.00,4560.00,215816.00,108799.00,107017.00,0.00
1984:Q4,3061298.00,24238.00,20519.00,137135.00,696486.00,15451.00,214892.00,220782.00,151866.00,0.00,0.00,0.00,68916.00,176674.00,68687.00,372.00,0.00,0.00,0.00,68315.00,2016977.00,580948.00,48949.00,1084010.00,303070.00,4142.00,0.00,0.00,13774.00,148027.00,2985664.00,-120440.00,855.00,3577.00,-65003.00,-59869.00,444553.00,15546.00,413051.00,15956.00,1609909.00,434252.00,235806.00,67097.00,51056.00,16041.00,77793.00,4387.00,232307.00,120388.00,111919.00,0.00
1985:Q1,3091433.00,18058.00,25547.00,125015.00,704689.00,15108.00,227388.00,222665.00,153987.00,0.00,0.00,0.00,68678.00,171931.00,67597.00,384.00,0.00,0.00,0.00,67213.00,2048311.00,584407.00,45962.00,1103507.00,314435.00,4534.00,0.00,0.00,14199.00,151080.00,3011023.00,-112804.00,298.00,2582.00,-63910.00,-51774.00,416871.00,13639.00,389178.00,14054.00,1651595.00,436140.00,233223.00,65626.00,47745.00,17881.00,78082.00,4404.00,237886.00,119903.00,117983.00,0.00
1985:Q2,3157509.00,18857.00,25636.00,137307.00,699639.00,14333.00,224242.00,215686.00,144802.00,0.00,0.00,0.00,70884.00,173942.00,71436.00,365.00,0.00,0.00,0.00,71071.00,2094968.00,594128.00,42054.00,1130993.00,327793.00,4822.00,0.00,0.00,14530.00,161750.00,3081211.00,-114847.00,262.00,1338.00,-63031.00,-53416.00,447412.00,24004.00,408362.00,15046.00,1684020.00,430794.00,229027.00,63385.00,44099.00,19286.00,83264.00,4001.00,254155.00,122536.00,131619.00,0.00
1985:Q3,3234543.00,21070.00,25462.00,142957.00,719115.00,12959.00,227294.00,222246.00,153219.00,0.00,0.00,0.00,69027.00,184784.00,71832.00,507.00,0.00,0.00,0.00,71325.00,2149081.00,603841.00,41260.00,1163079.00,340901.00,4594.00,0.00,0.00,14130.00,158134.00,3161260.00,-115519.00,69.00,2520.00,-64293.00,-53815.00,465396.00,16652.00,433120.00,15624.00,1705182.00,438181.00,245717.00,64412.00,42755.00,21657.00,89627.00,4293.00,263971.00,131898.00,132073.00,0.00
