date,FA893065603.Q,FA183165605.Q,FA233165605.Q,FA893065603.Q,FA153065605.Q,FA113065603.Q,FA313065605.Q,FA213065603.Q,FA763065633.Q,FA753065603.Q,FA543065633.Q,FA223065643.Q,FA403065605.Q,FA413065605.Q
1996:Q4,2712.00,888.00,1824.00,2712.00,652.00,-16.00,-404.00,0.00,1068.00,0.00,408.00,0.00,1008.00,-4.00
1997:Q1,4036.00,656.00,3380.00,4036.00,844.00,-56.00,-476.00,0.00,1972.00,0.00,288.00,0.00,1440.00,24.00
1997:Q2,4080.00,856.00,3224.00,4080.00,1556.00,-24.00,-1312.00,0.00,1996.00,0.00,292.00,0.00,1548.00,24.00
1997:Q3,4124.00,920.00,3204.00,4124.00,1968.00,-28.00,-1620.00,0.00,2020.00,0.00,292.00,0.00,1468.00,24.00
1997:Q4,4128.00,788.00,3340.00,4128.00,492.00,-24.00,-256.00,-4.00,2016.00,0.00,296.00,0.00,1580.00,28.00
1998:Q1,4524.00,1312.00,3212.00,4524.00,-80.00,152.00,-492.00,0.00,1952.00,0.00,1008.00,0.00,1892.00,92.00
1998:Q2,4572.00,1248.00,3324.00,4572.00,-328.00,148.00,-340.00,-4.00,1972.00,0.00,1020.00,0.00,2004.00,100.00
1998:Q3,4624.00,1024.00,3600.00,4624.00,172.00,152.00,-260.00,-528.00,1996.00,0.00,1032.00,0.00,1960.00,100.00
1998:Q4,4624.00,628.00,3996.00,4624.00,-644.00,152.00,-264.00,172.00,1992.00,0.00,1032.00,0.00,2080.00,104.00
1999:Q1,4052.00,1352.00,2700.00,4052.00,24.00,-36.00,-400.00,44.00,2352.00,0.00,680.00,0.00,636.00,752.00
1999:Q2,4092.00,928.00,3164.00,4092.00,-1376.00,-48.00,88.00,16.00,2380.00,0.00,688.00,0.00,1580.00,764.00
1999:Q3,4140.00,808.00,3332.00,4140.00,-124.00,-44.00,-508.00,12.00,2408.00,0.00,696.00,0.00,948.00,752.00
1999:Q4,4140.00,1040.00,3100.00,4140.00,-964.00,-48.00,-160.00,104.00,2404.00,0.00,696.00,0.00,1348.00,760.00
2000:Q1,-2468.00,140.00,-2608.00,-2468.00,-6708.00,-16.00,-264.00,16.00,2164.00,0.00,416.00,0.00,1596.00,328.00
2000:Q2,-2468.00,380.00,-2848.00,-2468.00,-6844.00,-12.00,-92.00,-32.00,2168.00,0.00,416.00,0.00,1600.00,328.00
2000:Q3,-2496.00,564.00,-3060.00,-2496.00,-7048.00,-12.00,-48.00,8.00,2188.00,0.00,424.00,0.00,1668.00,324.00
2000:Q4,-2496.00,696.00,-3192.00,-2496.00,-6992.00,-12.00,-76.00,-44.00,2192.00,0.00,420.00,0.00,1688.00,328.00
2001:Q1,3764.00,1076.00,2688.00,3764.00,-592.00,68.00,-220.00,-24.00,1308.00,0.00,152.00,0.00,3048.00,24.00
2001:Q2,3808.00,1268.00,2540.00,3808.00,-1136.00,64.00,-84.00,48.00,1320.00,0.00,152.00,0.00,3420.00,24.00
2001:Q3,3848.00,1508.00,2340.00,3848.00,-892.00,68.00,-196.00,-84.00,1336.00,0.00,152.00,0.00,3440.00,24.00
2001:Q4,3848.00,1980.00,1868.00,3848.00,-912.00,68.00,-284.00,28.00,1336.00,0.00,152.00,0.00,3432.00,28.00
2002:Q1,6788.00,1924.00,4864.00,6788.00,1044.00,-12.00,-388.00,-60.00,1952.00,0.00,216.00,0.00,5324.00,-1288.00
2002:Q2,6864.00,2272.00,4592.00,6864.00,-860.00,-12.00,-152.00,-64.00,1972.00,0.00,212.00,0.00,7056.00,-1288.00
2002:Q3,6936.00,2512.00,4424.00,6936.00,1148.00,-12.00,-204.00,-88.00,1992.00,0.00,220.00,0.00,5168.00,-1288.00
2002:Q4,6940.00,2520.00,4420.00,6940.00,952.00,-16.00,-264.00,0.00,1996.00,0.00,216.00,0.00,5348.00,-1292.00
2003:Q1,-12068.00,-888.00,-11180.00,-12068.00,-1808.00,4.00,-440.00,-4.00,-3964.00,0.00,-1376.00,0.00,-4364.00,-116.00
2003:Q2,-12204.00,-736.00,-11468.00,-12204.00,-2084.00,4.00,-260.00,152.00,-4008.00,0.00,-1392.00,0.00,-4620.00,4.00
2003:Q3,-12336.00,-808.00,-11528.00,-12336.00,-2432.00,0.00,116.00,-2576.00,-4052.00,0.00,-1404.00,0.00,-4748.00,2760.00
2003:Q4,-12336.00,-864.00,-11472.00,-12336.00,-1748.00,4.00,-460.00,36.00,-4052.00,0.00,-1408.00,0.00,-4604.00,-104.00
2004:Q1,12396.00,3032.00,9364.00,12396.00,2568.00,88.00,-208.00,32.00,5560.00,0.00,696.00,0.00,3808.00,-148.00
2004:Q2,12400.00,3252.00,9148.00,12400.00,2728.00,92.00,-508.00,124.00,5556.00,0.00,696.00,0.00,3708.00,4.00
2004:Q3,12532.00,3204.00,9328.00,12532.00,2228.00,92.00,136.00,48.00,5620.00,0.00,704.00,0.00,3716.00,-12.00
2004:Q4,12536.00,3160.00,9376.00,12536.00,2540.00,88.00,-236.00,84.00,5620.00,0.00,704.00,0.00,3840.00,-104.00
2005:Q1,8992.00,2772.00,6220.00,8992.00,1228.00,108.00,80.00,48.00,3228.00,0.00,572.00,0.00,3952.00,-224.00
2005:Q2,9088.00,2720.00,6368.00,9088.00,1212.00,108.00,-72.00,44.00,3268.00,0.00,580.00,0.00,3976.00,-28.00
2005:Q3,9192.00,2340.00,6852.00,9192.00,1072.00,108.00,40.00,140.00,3300.00,0.00,588.00,0.00,4104.00,-160.00
2005:Q4,9188.00,2096.00,7092.00,9188.00,1188.00,104.00,-120.00,80.00,3300.00,0.00,584.00,0.00,4016.00,36.00
2006:Q1,3236.00,1492.00,1744.00,3236.00,-3552.00,-28.00,-96.00,20.00,2216.00,0.00,684.00,0.00,2176.00,1816.00
2006:Q2,3272.00,1240.00,2032.00,3272.00,-4056.00,-32.00,28.00,76.00,2236.00,0.00,692.00,0.00,2268.00,2060.00
2006:Q3,3304.00,1336.00,1968.00,3304.00,-7112.00,-32.00,-56.00,136.00,2264.00,0.00,700.00,0.00,2228.00,5176.00
2006:Q4,3308.00,1212.00,2096.00,3308.00,-2448.00,-32.00,104.00,92.00,2264.00,0.00,700.00,0.00,2324.00,304.00
2007:Q1,4572.00,1568.00,3004.00,4572.00,-2112.00,152.00,-104.00,128.00,1712.00,0.00,740.00,0.00,3180.00,876.00
2007:Q2,4620.00,1728.00,2892.00,4620.00,-6624.00,148.00,72.00,84.00,1728.00,0.00,744.00,0.00,3360.00,5108.00
2007:Q3,4672.00,1744.00,2928.00,4672.00,-1152.00,148.00,0.00,88.00,1752.00,0.00,756.00,0.00,3324.00,-244.00
2007:Q4,4672.00,2056.00,2616.00,4672.00,-1472.00,148.00,248.00,68.00,1748.00,0.00,756.00,0.00,3476.00,-300.00
2008:Q1,21864.00,4964.00,16900.00,21864.00,-992.00,-60.00,-152.00,32.00,8632.00,0.00,2228.00,0.00,12536.00,-360.00
2008:Q2,21864.00,5512.00,16352.00,21864.00,2284.00,-56.00,172.00,-36.00,8632.00,0.00,2228.00,0.00,9224.00,-584.00
2008:Q3,22108.00,6188.00,15920.00,22108.00,-1752.00,-60.00,756.00,-92.00,8728.00,0.00,2256.00,0.00,10608.00,1664.00
2008:Q4,22236.00,6860.00,15376.00,22236.00,-128.00,-60.00,120.00,-32.00,8872.00,40.00,2288.00,0.00,11336.00,-200.00
2009:Q1,11144.00,3572.00,7572.00,11144.00,8812.00,-24.00,-144.00,-64.00,-6312.00,-4.00,-1676.00,0.00,10780.00,-224.00
2009:Q2,11272.00,4480.00,6792.00,11272.00,8140.00,-24.00,96.00,56.00,-6384.00,-12.00,-1696.00,0.00,11288.00,-192.00
2009:Q3,11392.00,4584.00,6808.00,11392.00,6952.00,-24.00,1020.00,100.00,-6452.00,-48.00,-1716.00,0.00,11820.00,-260.00
2009:Q4,11392.00,3516.00,7876.00,11392.00,7464.00,-24.00,580.00,40.00,-6452.00,-36.00,-1712.00,0.00,11604.00,-72.00
2010:Q1,7988.00,3032.00,4956.00,7988.00,2320.00,84.00,324.00,20.00,6904.00,72.00,-888.00,0.00,1708.00,-2556.00
2010:Q2,8080.00,3052.00,5028.00,8080.00,-4028.00,80.00,8.00,4.00,6980.00,-4.00,-896.00,0.00,4016.00,1920.00
2010:Q3,8164.00,3048.00,5116.00,8164.00,-2608.00,84.00,872.00,104.00,7060.00,-28.00,-908.00,0.00,3688.00,-100.00
2010:Q4,8168.00,3144.00,5024.00,8168.00,-2656.00,84.00,324.00,88.00,7056.00,-8.00,-908.00,0.00,4360.00,-172.00
2011:Q1,12920.00,4232.00,8688.00,12920.00,9556.00,-116.00,-216.00,-16.00,1676.00,4.00,592.00,0.00,3556.00,-2116.00
2011:Q2,13064.00,4072.00,8992.00,13064.00,7184.00,-116.00,544.00,0.00,1696.00,12.00,600.00,0.00,3248.00,-104.00
2011:Q3,13208.00,4472.00,8736.00,13208.00,13640.00,-116.00,348.00,4.00,1716.00,12.00,604.00,0.00,3036.00,-6036.00
2011:Q4,13208.00,5132.00,8076.00,13208.00,7596.00,-116.00,376.00,-28.00,1712.00,-36.00,604.00,0.00,3280.00,-180.00
2012:Q1,5968.00,2124.00,3844.00,5968.00,-9120.00,-48.00,140.00,-24.00,11536.00,-4.00,-1492.00,0.00,5172.00,-192.00
2012:Q2,5968.00,2724.00,3244.00,5968.00,-11336.00,-48.00,108.00,20.00,11536.00,-4.00,-1492.00,0.00,5456.00,1728.00
2012:Q3,6032.00,3396.00,2636.00,6032.00,-9136.00,-48.00,20.00,52.00,11664.00,-28.00,-1508.00,0.00,5172.00,-156.00
2012:Q4,6032.00,3728.00,2304.00,6032.00,-9664.00,-48.00,12.00,20.00,11664.00,60.00,-1508.00,0.00,5780.00,-284.00
2013:Q1,11836.00,4240.00,7596.00,11836.00,2636.00,20.00,-440.00,20.00,4340.00,-64.00,492.00,0.00,5068.00,-236.00
2013:Q2,11968.00,4212.00,7756.00,11968.00,1336.00,20.00,184.00,-52.00,4388.00,-4.00,500.00,0.00,5724.00,-128.00
2013:Q3,12096.00,4480.00,7616.00,12096.00,1828.00,20.00,212.00,-4.00,4436.00,12.00,504.00,0.00,5200.00,-112.00
2013:Q4,12100.00,4272.00,7828.00,12100.00,3076.00,20.00,-1348.00,-8.00,4436.00,-4.00,504.00,0.00,5576.00,-152.00
2014:Q1,11640.00,4520.00,7120.00,11640.00,30652.00,16.00,264.00,48.00,-32460.00,0.00,4732.00,0.00,8500.00,-112.00
2014:Q2,11768.00,4812.00,6956.00,11768.00,5816.00,36.00,976.00,76.00,1556.00,716.00,360.00,0.00,2352.00,-120.00
2014:Q3,11896.00,4472.00,7424.00,11896.00,5768.00,28.00,2080.00,-32.00,1572.00,-84.00,340.00,0.00,2336.00,-112.00
2014:Q4,11896.00,3636.00,8260.00,11896.00,7044.00,48.00,460.00,24.00,1600.00,-16.00,340.00,0.00,2572.00,-176.00
2015:Q1,12328.00,5916.00,6412.00,12328.00,6308.00,44.00,692.00,72.00,1800.00,12.00,360.00,0.00,3196.00,-156.00
2015:Q2,12468.00,4928.00,7540.00,12468.00,7582.00,56.00,656.00,12.00,1700.00,-80.00,358.00,0.00,2284.00,-100.00
2015:Q3,12600.00,3752.00,8848.00,12600.00,4424.00,56.00,700.00,76.00,1820.00,-4.00,360.00,0.00,1984.00,3184.00
2015:Q4,12604.00,2860.00,9744.00,12604.00,6028.00,72.00,640.00,76.00,1900.00,200.00,400.00,0.00,3436.00,-148.00
2016:Q1,4076.00,1004.00,3072.00,4076.00,-3040.00,52.00,544.00,20.00,2000.00,-92.00,400.00,0.00,2784.00,1408.00
2016:Q2,4080.00,536.00,3544.00,4080.00,-2392.00,52.00,636.00,48.00,2000.00,-84.00,400.00,0.00,3296.00,124.00
