date,FU564090005.Q,FU564022005.Q,FU563061103.Q,FU563062003.Q,FU563063003.Q,FU563064103.Q,FU563093003.Q,FU564090005.Q,FU564091603.Q,FU564092603.Q,FU563093003.Q,FU564091403.Q,FU564091303.Q,FU564091203.Q
2004:Q4,26900.00,1049.00,804.00,0.00,245.00,24498.00,1353.00,26900.00,18229.00,6269.00,1353.00,0.00,1049.00,0.00
2005:Q1,10155.00,2926.00,2333.00,0.00,593.00,5989.00,1240.00,10155.00,1751.00,4238.00,1240.00,0.00,2926.00,0.00
2005:Q2,10174.00,865.00,524.00,0.00,341.00,9280.00,29.00,10174.00,6420.00,2860.00,29.00,0.00,865.00,0.00
2005:Q3,3647.00,1766.00,1128.00,0.00,638.00,1377.00,504.00,3647.00,-4990.00,6367.00,504.00,0.00,1766.00,0.00
2005:Q4,32754.00,1201.00,835.00,0.00,366.00,30467.00,1086.00,32754.00,20477.00,9990.00,1086.00,0.00,1201.00,0.00
2006:Q1,9967.00,752.00,344.00,0.00,408.00,6872.00,2343.00,9967.00,-2474.00,9346.00,2343.00,0.00,752.00,0.00
2006:Q2,24622.00,2283.00,1768.00,0.00,515.00,19935.00,2404.00,24622.00,16241.00,3694.00,2404.00,0.00,2283.00,0.00
2006:Q3,5324.00,708.00,276.00,0.00,432.00,3547.00,1069.00,5324.00,814.00,2733.00,1069.00,0.00,708.00,0.00
2006:Q4,34077.00,1987.00,983.00,0.00,1004.00,29433.00,2657.00,34077.00,16783.00,12650.00,2657.00,0.00,1987.00,0.00
2007:Q1,14341.00,1705.00,810.00,0.00,895.00,10622.00,2014.00,14341.00,4696.00,5926.00,2014.00,0.00,1705.00,0.00
2007:Q2,17371.00,3904.00,2177.00,0.00,1727.00,13165.00,302.00,17371.00,1822.00,11343.00,302.00,0.00,3904.00,0.00
2007:Q3,48121.00,2761.00,1098.00,360.00,1303.00,41608.00,3752.00,48121.00,32922.00,8686.00,3752.00,0.00,2401.00,360.00
2007:Q4,70784.00,4991.00,2508.00,211.00,2272.00,62801.00,2992.00,70784.00,39835.00,22888.00,2992.00,122.00,4737.00,211.00
2008:Q1,8843.00,4897.00,1383.00,502.00,3012.00,213.00,3733.00,8843.00,1542.00,-1351.00,3733.00,35.00,4382.00,502.00
2008:Q2,13687.00,5637.00,1572.00,438.00,3627.00,4766.00,3284.00,13687.00,2237.00,2508.00,3284.00,33.00,5187.00,438.00
2008:Q3,81495.00,6905.00,3980.00,249.00,2676.00,72606.00,1984.00,81495.00,64543.00,8066.00,1984.00,-5.00,6658.00,249.00
2008:Q4,73195.00,5533.00,465.00,491.00,4577.00,66095.00,1567.00,73195.00,50077.00,16020.00,1567.00,-4.00,5044.00,491.00
2009:Q1,-2473.00,12032.00,4605.00,815.00,6612.00,-29093.00,14588.00,-2473.00,-28993.00,-102.00,14588.00,3.00,11216.00,815.00
2009:Q2,38157.00,11478.00,3928.00,896.00,6654.00,21677.00,5002.00,38157.00,5956.00,15715.00,5002.00,10.00,10578.00,896.00
2009:Q3,27114.00,11002.00,3051.00,1105.00,6846.00,14278.00,1834.00,27114.00,8374.00,5900.00,1834.00,7.00,9894.00,1105.00
2009:Q4,53672.00,11454.00,3112.00,815.00,7527.00,35254.00,6964.00,53672.00,17170.00,18088.00,6964.00,-6.00,10642.00,815.00
2010:Q1,7005.00,10305.00,4593.00,653.00,5059.00,-1137.00,-2163.00,7005.00,-2851.00,1694.00,-2163.00,32.00,9640.00,653.00
2010:Q2,30933.00,11373.00,5552.00,721.00,5100.00,11866.00,7694.00,30933.00,2231.00,9604.00,7694.00,50.00,10633.00,721.00
2010:Q3,33349.00,8815.00,-187.00,562.00,8440.00,24603.00,-69.00,33349.00,10112.00,14461.00,-69.00,48.00,8235.00,562.00
2010:Q4,46695.00,-788.00,-709.00,-193.00,114.00,44790.00,2693.00,46695.00,29013.00,15768.00,2693.00,14.00,-600.00,-193.00
2011:Q1,23599.00,7418.00,1788.00,-149.00,5779.00,14878.00,1303.00,23599.00,10208.00,4662.00,1303.00,12.00,7563.00,-149.00
2011:Q2,29228.00,10921.00,3904.00,265.00,6752.00,19339.00,-1032.00,29228.00,7954.00,11363.00,-1032.00,34.00,10644.00,265.00
2011:Q3,20914.00,13051.00,4444.00,99.00,8508.00,5448.00,2415.00,20914.00,3143.00,2282.00,2415.00,36.00,12940.00,99.00
2011:Q4,43898.00,14678.00,1263.00,807.00,12608.00,28967.00,253.00,43898.00,23032.00,5941.00,253.00,-10.00,13874.00,807.00
2012:Q1,53178.00,16262.00,-423.00,1051.00,15634.00,33755.00,3161.00,53178.00,20684.00,13047.00,3161.00,38.00,15197.00,1051.00
2012:Q2,25037.00,18435.00,5278.00,822.00,12335.00,7478.00,-876.00,25037.00,9177.00,-1721.00,-876.00,35.00,17600.00,822.00
2012:Q3,51829.00,7606.00,-4513.00,734.00,11385.00,39992.00,4231.00,51829.00,26704.00,13239.00,4231.00,77.00,6844.00,734.00
2012:Q4,55353.00,10107.00,855.00,1010.00,8242.00,42872.00,2374.00,55353.00,15480.00,27331.00,2374.00,97.00,9061.00,1010.00
2013:Q1,52249.00,7148.00,-694.00,718.00,7124.00,51263.00,-6162.00,52249.00,32520.00,18534.00,-6162.00,324.00,6316.00,716.00
2013:Q2,15374.00,3394.00,1252.00,-460.00,2602.00,26754.00,-14774.00,15374.00,26450.00,89.00,-14774.00,329.00,3742.00,-462.00
2013:Q3,53692.00,4348.00,-168.00,-1012.00,5528.00,51076.00,-1732.00,53692.00,28707.00,22309.00,-1732.00,91.00,5329.00,-1012.00
2013:Q4,58567.00,-2401.00,-6735.00,-69.00,4403.00,68169.00,-7201.00,58567.00,46225.00,21875.00,-7201.00,104.00,-2366.00,-69.00
2014:Q1,14504.00,11002.00,2192.00,366.00,8444.00,3402.00,100.00,14504.00,457.00,2819.00,100.00,187.00,10576.00,365.00
2014:Q2,57750.00,12176.00,3790.00,768.00,7618.00,46485.00,-911.00,57750.00,24230.00,22022.00,-911.00,348.00,11294.00,766.00
2014:Q3,48839.00,6320.00,1394.00,833.00,4093.00,42597.00,-78.00,48839.00,25593.00,16573.00,-78.00,646.00,5274.00,830.00
2014:Q4,119691.00,22051.00,5815.00,1209.00,15027.00,98174.00,-534.00,119691.00,92650.00,5229.00,-534.00,447.00,20693.00,1207.00
2015:Q1,55566.00,19418.00,3091.00,1398.00,14929.00,31600.00,4548.00,55566.00,-10219.00,41560.00,4548.00,397.00,17885.00,1396.00
2015:Q2,41484.00,2047.00,599.00,554.00,894.00,41728.00,-2291.00,41484.00,-6021.00,47494.00,-2291.00,395.00,1356.00,552.00
2015:Q3,43152.00,21587.00,14668.00,507.00,6412.00,22154.00,-589.00,43152.00,22210.00,-193.00,-589.00,218.00,21000.00,506.00
2015:Q4,90771.00,12293.00,-4101.00,1477.00,14917.00,78028.00,450.00,90771.00,57157.00,20808.00,450.00,101.00,10779.00,1476.00
2016:Q1,34596.00,31581.00,10113.00,1774.00,19694.00,-6807.00,9822.00,34596.00,-1064.00,-5818.00,9822.00,119.00,29764.00,1773.00
2016:Q2,30806.00,14978.00,-4.00,1631.00,13351.00,8709.00,7119.00,30806.00,9225.00,-745.00,7119.00,368.00,13210.00,1629.00
2016:Q3,91326.00,24201.00,990.00,1541.00,21670.00,65128.00,1997.00,91326.00,56106.00,8829.00,1997.00,312.00,22543.00,1539.00
