date,FU746330005.Q,FU745013005.Q,FU744090005.Q,FU744022003.Q,FU743061103.Q,FU743061703.Q,FU743062003.Q,FU743063005.Q,FU744023003.Q,FU743068005.Q,FU743065103.Q,FU743065505.Q,FU743093005.Q,FU744190005.Q,FU744110005.Q,FU743127003.Q,FU743131005.Q,FU743135005.Q,FU743193005.Q,FU747005005.Q
1984:Q3,5.00,9.00,-721.00,15.00,-10.00,0.00,1.00,24.00,335.00,297.00,25.00,13.00,-1071.00,-603.00,-133.00,-103.00,-46.00,-46.00,-276.00,114.00
1984:Q4,5.00,9.00,-45.00,47.00,2.00,0.00,0.00,45.00,413.00,383.00,35.00,-5.00,-505.00,56.00,-117.00,-51.00,14.00,14.00,197.00,97.00
1985:Q1,5.00,10.00,160.00,86.00,17.00,0.00,16.00,53.00,522.00,487.00,36.00,-1.00,-448.00,263.00,-119.00,13.00,58.00,58.00,253.00,98.00
1985:Q2,5.00,10.00,695.00,118.00,21.00,0.00,-2.00,99.00,657.00,614.00,18.00,25.00,-80.00,809.00,-131.00,79.00,86.00,86.00,690.00,109.00
1985:Q3,5.00,10.00,747.00,134.00,29.00,0.00,-8.00,113.00,624.00,580.00,12.00,32.00,-11.00,843.00,-113.00,107.00,100.00,100.00,649.00,92.00
1985:Q4,5.00,10.00,320.00,133.00,42.00,0.00,-6.00,97.00,419.00,384.00,14.00,21.00,-232.00,365.00,-62.00,95.00,101.00,101.00,130.00,40.00
1986:Q1,6.00,11.00,-47.00,152.00,99.00,0.00,0.00,53.00,233.00,201.00,10.00,22.00,-432.00,-50.00,-29.00,102.00,120.00,120.00,-362.00,-8.00
1986:Q2,6.00,11.00,-364.00,185.00,149.00,0.00,0.00,36.00,62.00,37.00,10.00,15.00,-611.00,-384.00,-4.00,127.00,152.00,152.00,-810.00,-25.00
1986:Q3,6.00,11.00,-438.00,171.00,146.00,0.00,0.00,25.00,-6.00,-33.00,10.00,17.00,-603.00,-497.00,35.00,117.00,138.00,138.00,-925.00,-64.00
1986:Q4,6.00,11.00,-281.00,111.00,91.00,0.00,0.00,20.00,25.00,-6.00,25.00,6.00,-417.00,-397.00,92.00,73.00,79.00,79.00,-720.00,-121.00
1987:Q1,8.00,14.00,-207.00,54.00,30.00,0.00,0.00,24.00,29.00,-9.00,23.00,15.00,-290.00,-360.00,158.00,27.00,14.00,14.00,-573.00,-159.00
1987:Q2,8.00,14.00,-216.00,-5.00,-32.00,0.00,-2.00,29.00,-8.00,-43.00,35.00,0.00,-203.00,-452.00,246.00,-21.00,-56.00,-56.00,-566.00,-242.00
1987:Q3,8.00,14.00,-125.00,-19.00,-28.00,0.00,0.00,9.00,-4.00,-53.00,38.00,11.00,-102.00,-367.00,251.00,-26.00,-60.00,-60.00,-473.00,-248.00
1987:Q4,9.00,14.00,69.00,4.00,41.00,0.00,2.00,-39.00,35.00,-37.00,46.00,26.00,30.00,-106.00,180.00,11.00,2.00,2.00,-300.00,-180.00
1988:Q1,10.00,17.00,324.00,-55.00,-183.00,289.00,11.00,-172.00,173.00,65.00,50.00,58.00,206.00,146.00,166.00,44.00,37.00,37.00,-138.00,-185.00
1988:Q2,10.00,18.00,558.00,-113.00,124.00,35.00,19.00,-291.00,262.00,126.00,50.00,86.00,409.00,397.00,148.00,66.00,65.00,65.00,53.00,-169.00
1988:Q3,10.00,18.00,651.00,-90.00,139.00,42.00,18.00,-289.00,288.00,135.00,50.00,103.00,453.00,501.00,134.00,80.00,86.00,86.00,116.00,-158.00
1988:Q4,11.00,18.00,603.00,60.00,113.00,57.00,7.00,-117.00,249.00,90.00,50.00,109.00,294.00,458.00,126.00,88.00,98.00,98.00,48.00,-152.00
1989:Q1,10.00,16.00,555.00,167.00,96.00,79.00,-1.00,-7.00,174.00,7.00,50.00,117.00,214.00,585.00,109.00,117.00,93.00,93.00,174.00,23.00
1989:Q2,10.00,17.00,518.00,175.00,89.00,104.00,-10.00,-8.00,60.00,-118.00,50.00,128.00,283.00,398.00,97.00,169.00,69.00,69.00,-6.00,-127.00
1989:Q3,10.00,17.00,597.00,193.00,84.00,101.00,-11.00,19.00,161.00,-28.00,50.00,139.00,243.00,490.00,83.00,139.00,125.00,125.00,18.00,-114.00
1989:Q4,11.00,17.00,796.00,173.00,81.00,70.00,-9.00,31.00,474.00,277.00,50.00,147.00,149.00,699.00,71.00,26.00,261.00,261.00,81.00,-104.00
1990:Q1,8.00,12.00,1101.00,917.00,75.00,40.00,0.00,802.00,887.00,674.00,56.00,157.00,-703.00,1047.00,39.00,-92.00,449.00,449.00,202.00,-58.00
1990:Q2,8.00,12.00,1527.00,-725.00,68.00,13.00,5.00,-811.00,1400.00,1165.00,74.00,161.00,852.00,1515.00,-1.00,-216.00,690.00,690.00,353.00,-16.00
1990:Q3,8.00,12.00,1373.00,64.00,66.00,6.00,3.00,-11.00,1301.00,1068.00,54.00,179.00,8.00,1352.00,10.00,-235.00,641.00,641.00,295.00,-25.00
1990:Q4,9.00,12.00,644.00,84.00,69.00,19.00,-7.00,3.00,591.00,385.00,-3.00,209.00,-31.00,458.00,80.00,-155.00,304.00,304.00,-74.00,-189.00
1991:Q1,11.00,13.00,-106.00,103.00,53.00,11.00,-17.00,56.00,-117.00,-307.00,31.00,159.00,-92.00,-222.00,150.00,-96.00,-31.00,-31.00,-215.00,-119.00
1991:Q2,11.00,13.00,-864.00,121.00,17.00,-16.00,-30.00,150.00,-822.00,-1009.00,-45.00,232.00,-163.00,-1056.00,233.00,-72.00,-364.00,-364.00,-490.00,-195.00
1991:Q3,11.00,13.00,-992.00,111.00,55.00,15.00,-29.00,70.00,-928.00,-1088.00,-47.00,207.00,-175.00,-1181.00,228.00,-31.00,-417.00,-417.00,-545.00,-191.00
1991:Q4,11.00,13.00,-458.00,74.00,166.00,106.00,-19.00,-179.00,-439.00,-550.00,18.00,93.00,-93.00,-596.00,139.00,21.00,-191.00,-191.00,-374.00,-140.00
1992:Q1,12.00,16.00,696.00,511.00,277.00,213.00,-8.00,29.00,205.00,49.00,155.00,1.00,-20.00,584.00,82.00,96.00,-1.00,-1.00,407.00,-116.00
1992:Q2,12.00,17.00,798.00,837.00,388.00,333.00,0.00,116.00,244.00,66.00,268.00,-90.00,-283.00,668.00,100.00,180.00,150.00,150.00,89.00,-135.00
1992:Q3,12.00,17.00,797.00,770.00,425.00,337.00,-10.00,18.00,266.00,56.00,302.00,-92.00,-239.00,653.00,113.00,195.00,174.00,174.00,-2.00,-149.00
1992:Q4,12.00,18.00,775.00,659.00,388.00,223.00,-31.00,79.00,251.00,-11.00,256.00,6.00,-135.00,575.00,167.00,142.00,72.00,72.00,122.00,-206.00
1993:Q1,18.00,16.00,619.00,557.00,395.00,126.00,-52.00,88.00,205.00,-87.00,339.00,-47.00,-143.00,369.00,131.00,109.00,-13.00,-13.00,154.00,-249.00
1993:Q2,18.00,17.00,546.00,419.00,447.00,46.00,-92.00,18.00,172.00,-178.00,352.00,-2.00,-45.00,276.00,150.00,97.00,-82.00,-82.00,192.00,-269.00
1993:Q3,18.00,17.00,442.00,382.00,395.00,16.00,-77.00,48.00,162.00,-175.00,302.00,35.00,-102.00,260.00,82.00,71.00,-90.00,-90.00,286.00,-181.00
1993:Q4,19.00,18.00,369.00,332.00,241.00,38.00,-25.00,78.00,187.00,-84.00,162.00,109.00,-150.00,350.00,-66.00,32.00,-38.00,-38.00,459.00,-18.00
1994:Q1,24.00,22.00,423.00,-133.00,-373.00,97.00,87.00,56.00,315.00,104.00,125.00,86.00,241.00,247.00,88.00,10.00,134.00,134.00,-118.00,-174.00
1994:Q2,24.00,22.00,653.00,100.00,-200.00,100.00,75.00,125.00,427.00,-37.00,19.00,445.00,126.00,695.00,-30.00,68.00,214.00,214.00,229.00,44.00
1994:Q3,24.00,23.00,550.00,-200.00,-200.00,100.00,100.00,-200.00,756.00,456.00,78.00,222.00,-6.00,599.00,-130.00,-36.00,164.00,164.00,437.00,51.00
1994:Q4,25.00,24.00,1595.00,341.00,145.00,171.00,122.00,-97.00,1735.00,1147.00,411.00,177.00,-481.00,1953.00,-377.00,66.00,264.00,264.00,1736.00,359.00
1995:Q1,24.00,22.00,187.00,184.00,208.00,-2.00,-20.00,-2.00,409.00,279.00,68.00,62.00,-406.00,-85.00,218.00,-381.00,221.00,221.00,-364.00,-270.00
1995:Q2,24.00,22.00,1661.00,484.00,501.00,18.00,-42.00,7.00,813.00,554.00,503.00,-244.00,364.00,1851.00,-256.00,363.00,224.00,224.00,1296.00,192.00
1995:Q3,25.00,22.00,583.00,-57.00,78.00,42.00,110.00,-287.00,508.00,443.00,11.00,54.00,132.00,221.00,314.00,-224.00,236.00,236.00,-341.00,-360.00
1995:Q4,25.00,23.00,3360.00,871.00,-543.00,1196.00,17.00,201.00,987.00,523.00,368.00,96.00,1502.00,3543.00,-426.00,425.00,533.00,533.00,2479.00,185.00
1996:Q1,26.00,30.00,331.00,-357.00,-337.00,-28.00,33.00,-25.00,881.00,516.00,130.00,235.00,-193.00,112.00,194.00,-191.00,220.00,220.00,-331.00,-223.00
1996:Q2,26.00,31.00,551.00,-156.00,208.00,-289.00,-12.00,-63.00,591.00,516.00,235.00,-160.00,116.00,584.00,-90.00,249.00,311.00,311.00,-196.00,29.00
1996:Q3,27.00,32.00,594.00,-291.00,-603.00,476.00,-89.00,-75.00,458.00,329.00,309.00,-180.00,427.00,457.00,66.00,71.00,-223.00,-223.00,766.00,-143.00
1996:Q4,27.00,33.00,16.00,-480.00,-527.00,74.00,-71.00,44.00,72.00,75.00,-54.00,51.00,424.00,213.00,16.00,359.00,-149.00,-149.00,136.00,191.00
1997:Q1,28.00,38.00,1664.00,1422.00,610.00,874.00,-62.00,0.00,95.00,85.00,-154.00,164.00,147.00,1585.00,30.00,-85.00,-269.00,-269.00,2178.00,-89.00
1997:Q2,28.00,39.00,819.00,72.00,100.00,-72.00,5.00,39.00,381.00,387.00,-61.00,55.00,366.00,770.00,-52.00,174.00,-243.00,-243.00,1134.00,-60.00
1997:Q3,29.00,40.00,1444.00,935.00,496.00,400.00,-51.00,90.00,522.00,307.00,100.00,115.00,-13.00,1316.00,33.00,-288.00,294.00,294.00,983.00,-140.00
1997:Q4,29.00,41.00,1604.00,-173.00,-1119.00,846.00,86.00,14.00,436.00,105.00,184.00,147.00,1341.00,1441.00,41.00,622.00,217.00,217.00,344.00,-174.00
1998:Q1,31.00,46.00,1432.00,1054.00,348.00,685.00,66.00,-45.00,319.00,-48.00,285.00,82.00,59.00,1413.00,33.00,126.00,273.00,273.00,708.00,-35.00
1998:Q2,32.00,48.00,1597.00,298.00,-225.00,558.00,-133.00,98.00,967.00,540.00,384.00,43.00,332.00,1520.00,-188.00,217.00,249.00,249.00,994.00,-93.00
1998:Q3,32.00,48.00,1292.00,75.00,-596.00,495.00,10.00,166.00,651.00,244.00,230.00,177.00,566.00,1154.00,134.00,81.00,307.00,307.00,326.00,-154.00
1998:Q4,33.00,50.00,4814.00,2273.00,-189.00,2165.00,6.00,291.00,407.00,127.00,159.00,121.00,2134.00,5339.00,-611.00,779.00,142.00,142.00,4887.00,509.00
1999:Q1,31.00,45.00,-1097.00,-443.00,-568.00,391.00,111.00,-377.00,-647.00,-508.00,-519.00,380.00,-7.00,-1179.00,384.00,-658.00,-608.00,-608.00,310.00,-96.00
1999:Q2,32.00,46.00,2723.00,941.00,18.00,1078.00,21.00,-176.00,1371.00,411.00,591.00,369.00,411.00,2353.00,349.00,520.00,277.00,277.00,930.00,-384.00
1999:Q3,33.00,47.00,1835.00,1039.00,-364.00,1509.00,-49.00,-57.00,615.00,87.00,267.00,261.00,181.00,2129.00,-392.00,-298.00,345.00,345.00,2129.00,280.00
1999:Q4,35.00,47.00,-38.00,624.00,167.00,350.00,1.00,106.00,945.00,545.00,260.00,140.00,-1607.00,522.00,-596.00,436.00,801.00,801.00,-920.00,548.00
2000:Q1,34.00,43.00,1000.00,-74.00,-310.00,210.00,121.00,-95.00,1412.00,947.00,360.00,105.00,-338.00,549.00,331.00,-344.00,100.00,100.00,363.00,-460.00
2000:Q2,34.00,44.00,1749.00,278.00,-132.00,410.00,-10.00,10.00,1064.00,188.00,551.00,325.00,407.00,1811.00,-162.00,5.00,621.00,621.00,726.00,52.00
2000:Q3,35.00,45.00,3509.00,2013.00,-140.00,1815.00,10.00,328.00,1060.00,391.00,387.00,282.00,436.00,2706.00,662.00,-66.00,568.00,568.00,974.00,-813.00
2000:Q4,36.00,45.00,-1670.00,1513.00,-420.00,1857.00,13.00,63.00,-568.00,-416.00,-259.00,107.00,-2615.00,-1644.00,-291.00,306.00,121.00,121.00,-1901.00,17.00
2001:Q1,36.00,48.00,-438.00,-1652.00,-648.00,-1420.00,-339.00,755.00,741.00,127.00,-2032.00,2646.00,473.00,-568.00,-157.00,-16.00,-151.00,-151.00,-93.00,-142.00
2001:Q2,37.00,47.00,1761.00,-346.00,-121.00,83.00,-4.00,-304.00,1391.00,318.00,443.00,630.00,716.00,1494.00,144.00,351.00,1103.00,1103.00,-1207.00,-277.00
2001:Q3,38.00,46.00,1808.00,904.00,378.00,337.00,-25.00,214.00,509.00,157.00,133.00,219.00,395.00,2280.00,-799.00,0.00,616.00,616.00,1847.00,463.00
2001:Q4,38.00,44.00,12768.00,3316.00,-248.00,3473.00,142.00,-51.00,5157.00,3927.00,525.00,705.00,4295.00,13241.00,-251.00,2762.00,2987.00,2987.00,4756.00,467.00
2002:Q1,38.00,47.00,2640.00,1709.00,832.00,1038.00,-18.00,-143.00,-68.00,-271.00,23.00,180.00,999.00,1565.00,1087.00,-301.00,561.00,561.00,-342.00,-1084.00
2002:Q2,38.00,46.00,1797.00,737.00,-885.00,1453.00,-5.00,174.00,486.00,140.00,432.00,-86.00,574.00,2713.00,-1043.00,2043.00,831.00,831.00,51.00,908.00
2002:Q3,39.00,46.00,726.00,-2.00,-57.00,283.00,34.00,-262.00,994.00,46.00,531.00,417.00,-266.00,356.00,20.00,-1096.00,-52.00,-52.00,1536.00,-377.00
2002:Q4,40.00,45.00,-9889.00,1546.00,433.00,1167.00,-3.00,-51.00,-4090.00,-4261.00,494.00,-323.00,-7345.00,-10346.00,223.00,-1773.00,-3277.00,-3277.00,-2242.00,-462.00
2003:Q1,40.00,47.00,1289.00,-1013.00,131.00,-875.00,38.00,-307.00,842.00,-187.00,910.00,119.00,1460.00,1641.00,-565.00,441.00,-172.00,-172.00,2108.00,345.00
2003:Q2,40.00,48.00,2759.00,2841.00,351.00,1596.00,6.00,888.00,1027.00,206.00,541.00,280.00,-1109.00,2477.00,54.00,1172.00,23.00,23.00,1205.00,-290.00
2003:Q3,41.00,49.00,4329.00,3694.00,365.00,3319.00,95.00,-85.00,1163.00,-40.00,427.00,776.00,-528.00,3547.00,598.00,-672.00,621.00,621.00,2380.00,-791.00
2003:Q4,41.00,50.00,43.00,621.00,143.00,665.00,-48.00,-139.00,1416.00,358.00,645.00,413.00,-1994.00,-195.00,-71.00,573.00,797.00,797.00,-2291.00,-247.00
2004:Q1,41.00,51.00,3323.00,1522.00,316.00,974.00,46.00,186.00,1451.00,490.00,559.00,402.00,350.00,3628.00,-716.00,660.00,60.00,60.00,3564.00,295.00
2004:Q2,42.00,52.00,3862.00,2286.00,904.00,1608.00,25.00,-251.00,2338.00,554.00,1095.00,689.00,-762.00,3585.00,454.00,378.00,442.00,442.00,1869.00,-288.00
2004:Q3,43.00,54.00,5131.00,745.00,-483.00,1788.00,-382.00,-178.00,1880.00,28.00,879.00,973.00,2506.00,5041.00,-353.00,134.00,875.00,875.00,3510.00,-101.00
2004:Q4,44.00,55.00,2547.00,1085.00,619.00,290.00,86.00,90.00,2607.00,719.00,856.00,1032.00,-1145.00,3231.00,-422.00,410.00,187.00,187.00,2870.00,672.00
2005:Q1,45.00,50.00,3299.00,591.00,198.00,591.00,13.00,-211.00,2414.00,235.00,4778.00,-2599.00,294.00,3312.00,-115.00,7.00,1477.00,1477.00,466.00,8.00
2005:Q2,45.00,52.00,3205.00,1255.00,-537.00,1566.00,4.00,222.00,2333.00,1698.00,-73.00,708.00,-383.00,2988.00,-178.00,818.00,1488.00,1488.00,-627.00,-223.00
2005:Q3,46.00,53.00,1596.00,-198.00,-162.00,199.00,-36.00,-199.00,1569.00,-360.00,189.00,1740.00,225.00,1164.00,520.00,-1200.00,1279.00,1279.00,-714.00,-439.00
2005:Q4,46.00,53.00,2142.00,-759.00,600.00,-1206.00,186.00,-339.00,2949.00,4054.00,-4145.00,3040.00,-48.00,1861.00,234.00,192.00,671.00,671.00,93.00,-288.00
2006:Q1,47.00,60.00,1852.00,-93.00,99.00,-106.00,133.00,-219.00,1128.00,482.00,-541.00,1187.00,817.00,1647.00,347.00,323.00,962.00,962.00,-947.00,-218.00
2006:Q2,48.00,62.00,284.00,-1857.00,-308.00,-1216.00,109.00,-442.00,-197.00,-3365.00,2356.00,812.00,2338.00,383.00,67.00,-169.00,186.00,186.00,114.00,85.00
2006:Q3,49.00,63.00,-3148.00,-1385.00,-428.00,-1226.00,273.00,-4.00,570.00,1448.00,-1083.00,205.00,-2333.00,-3698.00,171.00,-863.00,-36.00,-36.00,-2935.00,-564.00
2006:Q4,49.00,64.00,-59.00,-2225.00,389.00,-3206.00,315.00,277.00,2349.00,1141.00,190.00,1018.00,-183.00,407.00,-452.00,1383.00,127.00,127.00,-778.00,451.00
2007:Q1,17.00,20.00,-1194.00,-530.00,-540.00,0.00,39.00,-29.00,-1100.00,-925.00,-535.00,360.00,436.00,-1670.00,210.00,-883.00,63.00,63.00,-1123.00,-479.00
2007:Q2,17.00,20.00,2057.00,-251.00,14.00,-130.00,-243.00,108.00,22.00,-1077.00,759.00,340.00,2286.00,1729.00,558.00,437.00,808.00,808.00,-881.00,-331.00
2007:Q3,18.00,20.00,-263.00,-1804.00,-950.00,-1427.00,252.00,321.00,1636.00,558.00,355.00,723.00,-95.00,279.00,-764.00,-261.00,1220.00,1220.00,-1135.00,539.00
2007:Q4,18.00,21.00,-889.00,-1153.00,-377.00,-1111.00,638.00,-303.00,-3226.00,-2776.00,3707.00,-4157.00,3490.00,-8014.00,304.00,2411.00,-991.00,-991.00,-8748.00,-7128.00
2008:Q1,37.00,46.00,565.00,-841.00,-429.00,-604.00,-2.00,194.00,715.00,21.00,538.00,156.00,691.00,-300.00,-46.00,-416.00,-264.00,-264.00,689.00,-874.00
2008:Q2,38.00,46.00,2512.00,2021.00,-198.00,2094.00,177.00,-52.00,-275.00,-366.00,11.00,80.00,766.00,2322.00,-69.00,525.00,648.00,648.00,570.00,-198.00
2008:Q3,38.00,45.00,-1089.00,-547.00,-15.00,-419.00,64.00,-177.00,135.00,-169.00,322.00,-18.00,-677.00,-1356.00,85.00,-284.00,1338.00,1338.00,-3832.00,-274.00
2008:Q4,38.00,44.00,-4913.00,-2696.00,-2.00,-3021.00,258.00,69.00,-450.00,-1165.00,508.00,207.00,-1767.00,-4049.00,-597.00,-911.00,-640.00,-640.00,-1262.00,859.00
2009:Q1,35.00,38.00,-2774.00,-1785.00,-343.00,-1580.00,456.00,-318.00,76.00,5.00,116.00,-45.00,-1065.00,-2407.00,-1078.00,340.00,-1438.00,-1438.00,1206.00,364.00
2009:Q2,35.00,36.00,-691.00,1295.00,-79.00,682.00,-591.00,1283.00,-1040.00,-1104.00,-79.00,143.00,-946.00,-1681.00,1017.00,636.00,-661.00,-661.00,-2012.00,-992.00
2009:Q3,35.00,35.00,391.00,221.00,-79.00,-1677.00,1110.00,867.00,1223.00,1103.00,12.00,108.00,-1053.00,5778.00,484.00,178.00,-156.00,-156.00,5427.00,5387.00
2009:Q4,35.00,35.00,-4249.00,-1881.00,-193.00,-1320.00,-31.00,-337.00,-887.00,-314.00,-331.00,-242.00,-1481.00,-2760.00,-1383.00,290.00,-649.00,-649.00,-370.00,1490.00
2010:Q1,26.00,22.00,-3417.00,-2652.00,408.00,-2101.00,-380.00,-579.00,-1698.00,-990.00,-369.00,-339.00,933.00,-3119.00,314.00,164.00,-246.00,-246.00,-3106.00,302.00
2010:Q2,26.00,23.00,-5737.00,-3799.00,380.00,-2205.00,-1097.00,-877.00,-7753.00,-2686.00,-1438.00,-3629.00,5815.00,-4721.00,-1513.00,527.00,-4580.00,-4580.00,5425.00,1020.00
2010:Q3,26.00,23.00,-4121.00,-2660.00,-166.00,-3214.00,732.00,-12.00,-275.00,131.00,-359.00,-47.00,-1186.00,-4134.00,128.00,167.00,126.00,126.00,-4681.00,-10.00
2010:Q4,26.00,24.00,-1501.00,-352.00,-56.00,-161.00,-185.00,50.00,-73.00,196.00,-329.00,60.00,-1076.00,-2840.00,1930.00,-327.00,-475.00,-475.00,-3494.00,-1337.00
2011:Q1,26.00,21.00,-1424.00,-285.00,1.00,-5869.00,297.00,5286.00,-999.00,-20.00,-1346.00,367.00,-140.00,-512.00,-782.00,555.00,80.00,80.00,-444.00,918.00
2011:Q2,26.00,21.00,-1320.00,-1390.00,524.00,-935.00,-335.00,-644.00,-1003.00,-83.00,-555.00,-365.00,1073.00,-1026.00,-290.00,983.00,-203.00,-203.00,-1313.00,298.00
2011:Q3,25.00,22.00,3218.00,-1648.00,-652.00,-640.00,346.00,-702.00,127.00,677.00,-286.00,-264.00,4739.00,2851.00,-463.00,-117.00,-15.00,-15.00,3461.00,-364.00
2011:Q4,25.00,23.00,-4557.00,-192.00,96.00,-525.00,588.00,-351.00,514.00,476.00,-171.00,209.00,-4879.00,-4421.00,310.00,1372.00,-226.00,-226.00,-5651.00,139.00
2012:Q1,26.00,24.00,-125.00,241.00,-168.00,290.00,-16.00,135.00,-381.00,99.00,-261.00,-219.00,15.00,-354.00,134.00,172.00,-194.00,-194.00,-272.00,-227.00
2012:Q2,27.00,24.00,2861.00,-691.00,470.00,-311.00,-639.00,-211.00,-449.00,69.00,-248.00,-270.00,4001.00,3034.00,-141.00,2743.00,844.00,844.00,-1256.00,176.00
2012:Q3,27.00,24.00,-3336.00,-669.00,-368.00,-820.00,16.00,503.00,-64.00,360.00,-210.00,-214.00,-2603.00,-2870.00,-728.00,-1364.00,-1037.00,-1037.00,1295.00,469.00
2012:Q4,27.00,24.00,638.00,-1470.00,-524.00,-1370.00,-177.00,601.00,3349.00,427.00,2980.00,-58.00,-1241.00,130.00,373.00,963.00,303.00,303.00,-1812.00,-505.00
2013:Q1,26.00,22.00,176.00,235.00,-33.00,-185.00,59.00,394.00,-510.00,76.00,-73.00,-513.00,451.00,196.00,321.00,196.00,289.00,289.00,-899.00,24.00
2013:Q2,26.00,22.00,5955.00,-256.00,16.00,-272.00,50.00,-50.00,230.00,901.00,-755.00,84.00,5981.00,6527.00,-669.00,4199.00,1466.00,1466.00,65.00,577.00
2013:Q3,26.00,22.00,1961.00,813.00,198.00,-226.00,762.00,79.00,-1625.00,460.00,-149.00,-1936.00,2773.00,3026.00,266.00,1417.00,1062.00,1062.00,-780.00,1070.00
2013:Q4,27.00,23.00,741.00,684.00,544.00,-90.00,70.00,160.00,712.00,-147.00,-140.00,999.00,-655.00,-1204.00,301.00,489.00,-294.00,-294.00,-1407.00,-1941.00
2014:Q1,25.00,22.00,-3209.00,520.00,147.00,-97.00,-155.00,625.00,-605.00,-160.00,-548.00,103.00,-3124.00,-2519.00,-803.00,-873.00,-686.00,-686.00,529.00,693.00
2014:Q2,26.00,23.00,2484.00,-1297.00,-483.00,25.00,-691.00,-148.00,-1290.00,-1088.00,-65.00,-137.00,5071.00,2793.00,-346.00,1308.00,708.00,708.00,415.00,312.00
2014:Q3,26.00,23.00,-2952.00,-203.00,437.00,-4.00,-72.00,-564.00,-1541.00,-707.00,-676.00,-158.00,-1208.00,-3707.00,662.00,-816.00,-464.00,-464.00,-2626.00,-752.00
2014:Q4,27.00,23.00,10934.00,-267.00,80.00,-51.00,65.00,-361.00,-894.00,-316.00,-254.00,-324.00,12095.00,10487.00,-127.00,5622.00,2471.00,2471.00,50.00,-444.00
2015:Q1,26.00,26.00,-6130.00,-45.00,138.00,-254.00,43.00,28.00,-4027.00,-1436.00,-912.00,-1679.00,-2058.00,-5311.00,-431.00,-431.00,-1796.00,-1796.00,-858.00,819.00
2015:Q2,26.00,26.00,5121.00,370.00,358.00,343.00,-245.00,-86.00,-849.00,-135.00,-197.00,-517.00,5600.00,5562.00,-478.00,2800.00,1222.00,1222.00,796.00,442.00
2015:Q3,27.00,26.00,-1493.00,-8.00,363.00,10.00,-263.00,-118.00,-640.00,-408.00,-190.00,-42.00,-845.00,-2443.00,793.00,-408.00,-543.00,-543.00,-1743.00,-949.00
2015:Q4,27.00,25.00,-934.00,476.00,194.00,-11.00,-107.00,400.00,-251.00,-14.00,-237.00,0.00,-1159.00,-1172.00,340.00,-345.00,-336.00,-336.00,-495.00,-237.00
2016:Q1,27.00,25.00,4873.00,-110.00,67.00,-291.00,-159.00,273.00,-463.00,-471.00,-159.00,167.00,5446.00,5683.00,-699.00,3369.00,1309.00,1309.00,395.00,811.00
2016:Q2,27.00,25.00,-3189.00,744.00,349.00,-25.00,-5.00,425.00,-663.00,-291.00,-220.00,-152.00,-3270.00,-3099.00,-112.00,-957.00,-996.00,-996.00,-39.00,92.00
