1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1978:Q2,431342.00,310353.00,79145.00,7589.00,0.00,55054.00,702.00,0.00,15800.00,0.00,41844.00,431342.00,76697.00,0.00,0.00,29484.00,0.00,29484.00,480.00,298.00,0.00,0.00,0.00,20642.00,0.00,20642.00,150794.00,0.00,150794.00,49464.00,0.00,74772.00,0.00,6752.00,2203.00,0.00,0.00,0.00,0.00,0.00,0.00,1879.00,1890.00,0.00,15987.00,0.00,15987.00
1978:Q3,437471.00,315522.00,79623.00,7757.00,0.00,55155.00,711.00,0.00,16000.00,0.00,42326.00,437471.00,72897.00,0.00,0.00,30079.00,0.00,30079.00,533.00,368.00,0.00,0.00,0.00,21098.00,0.00,21098.00,154471.00,0.00,154471.00,51758.00,0.00,77273.00,0.00,6633.00,2291.00,0.00,0.00,0.00,0.00,0.00,0.00,1896.00,1680.00,0.00,16494.00,0.00,16494.00
1978:Q4,447124.00,320607.00,81853.00,7853.00,0.00,57153.00,633.00,0.00,16214.00,0.00,44664.00,447124.00,75982.00,0.00,0.00,29624.00,0.00,29624.00,561.00,439.00,0.00,0.00,0.00,21563.00,0.00,21563.00,158480.00,0.00,158480.00,52987.00,0.00,80039.00,0.00,6358.00,2331.00,0.00,0.00,0.00,0.00,0.00,0.00,1488.00,1446.00,0.00,15826.00,0.00,15826.00
1979:Q1,453123.00,324975.00,82605.00,8040.00,0.00,57857.00,608.00,0.00,16100.00,0.00,45543.00,453123.00,74149.00,0.00,0.00,30678.00,0.00,30678.00,681.00,443.00,0.00,0.00,0.00,21858.00,0.00,21858.00,162773.00,0.00,162773.00,54034.00,0.00,80189.00,0.00,6602.00,2417.00,0.00,0.00,0.00,0.00,0.00,0.00,1576.00,1750.00,0.00,15973.00,0.00,15973.00
1979:Q2,459159.00,330267.00,82812.00,8309.00,0.00,57872.00,631.00,0.00,16000.00,0.00,46080.00,459159.00,73033.00,0.00,0.00,26997.00,0.00,26997.00,700.00,449.00,0.00,0.00,0.00,22384.00,0.00,22384.00,165829.00,0.00,165829.00,57281.00,0.00,82063.00,0.00,7188.00,2396.00,0.00,0.00,0.00,0.00,0.00,0.00,2069.00,2100.00,0.00,16670.00,0.00,16670.00
1979:Q3,464102.00,334133.00,82166.00,8974.00,0.00,56771.00,521.00,0.00,15900.00,0.00,47803.00,464102.00,66664.00,0.00,0.00,28819.00,0.00,28819.00,1153.00,500.00,0.00,0.00,0.00,23103.00,0.00,23103.00,168320.00,0.00,168320.00,60511.00,0.00,83493.00,0.00,7212.00,2369.00,0.00,0.00,0.00,0.00,0.00,0.00,1927.00,2450.00,0.00,17581.00,0.00,17581.00
1979:Q4,473857.00,337915.00,85429.00,9495.00,0.00,59574.00,600.00,0.00,15760.00,0.00,50513.00,473857.00,75325.00,0.00,0.00,27223.00,0.00,27223.00,692.00,548.00,0.00,0.00,0.00,23559.00,0.00,23559.00,170055.00,0.00,170055.00,63691.00,0.00,82979.00,0.00,7162.00,2357.00,0.00,0.00,0.00,0.00,0.00,0.00,1616.00,2605.00,0.00,16045.00,0.00,16045.00
1980:Q1,481637.00,343860.00,87159.00,9470.00,0.00,61073.00,616.00,0.00,16000.00,0.00,50618.00,481637.00,67918.00,0.00,0.00,29276.00,0.00,29276.00,688.00,646.00,0.00,0.00,0.00,23158.00,0.00,23158.00,174764.00,0.00,174764.00,67555.00,0.00,86156.00,207.00,6942.00,2360.00,0.00,0.00,0.00,0.00,0.00,0.00,1103.00,2660.00,0.00,18204.00,0.00,18204.00
1980:Q2,497145.00,355030.00,90588.00,10042.00,0.00,63555.00,691.00,0.00,16300.00,0.00,51527.00,497145.00,66542.00,0.00,0.00,31517.00,0.00,31517.00,579.00,801.00,0.00,0.00,0.00,23980.00,0.00,23980.00,175868.00,0.00,175868.00,70981.00,0.00,90482.00,353.00,8035.00,2379.00,0.00,0.00,0.00,0.00,0.00,0.00,2649.00,2660.00,0.00,20319.00,0.00,20319.00
1980:Q3,506213.00,362374.00,92227.00,10072.00,0.00,64937.00,618.00,0.00,16600.00,0.00,51612.00,506213.00,67477.00,0.00,0.00,30254.00,0.00,30254.00,600.00,941.00,0.00,0.00,0.00,23913.00,0.00,23913.00,177687.00,0.00,177687.00,74938.00,0.00,91669.00,382.00,8601.00,2391.00,0.00,0.00,0.00,0.00,0.00,0.00,1851.00,2730.00,0.00,22779.00,0.00,22779.00
1980:Q4,510734.00,365570.00,93021.00,10015.00,0.00,65471.00,632.00,0.00,16903.00,0.00,52143.00,510734.00,67543.00,0.00,0.00,33678.00,0.00,33678.00,736.00,996.00,0.00,0.00,0.00,23571.00,0.00,23571.00,178793.00,0.00,178793.00,77724.00,0.00,92215.00,292.00,8478.00,2376.00,0.00,0.00,0.00,0.00,0.00,0.00,2041.00,2733.00,0.00,19558.00,0.00,19558.00
1981:Q1,516085.00,371608.00,92019.00,9685.00,0.00,64945.00,689.00,0.00,16700.00,0.00,52458.00,516085.00,65050.00,0.00,0.00,32805.00,0.00,32805.00,873.00,960.00,0.00,0.00,0.00,24123.00,0.00,24123.00,180870.00,0.00,180870.00,79680.00,0.00,92924.00,258.00,8685.00,2561.00,0.00,0.00,0.00,0.00,0.00,0.00,2238.00,2590.00,0.00,22468.00,0.00,22468.00
1981:Q2,526313.00,379240.00,93276.00,9447.00,0.00,65436.00,651.00,0.00,17742.00,0.00,53797.00,526313.00,65377.00,0.00,0.00,30662.00,0.00,30662.00,1082.00,839.00,0.00,0.00,0.00,24616.00,0.00,24616.00,183646.00,0.00,183646.00,80797.00,0.00,96785.00,543.00,9484.00,2466.00,0.00,0.00,0.00,0.00,0.00,0.00,2824.00,2551.00,0.00,24641.00,0.00,24641.00
1981:Q3,532574.00,383712.00,94084.00,9074.00,0.00,65610.00,700.00,0.00,18700.00,0.00,54778.00,532574.00,64249.00,0.00,0.00,30364.00,0.00,30364.00,884.00,697.00,0.00,0.00,0.00,24943.00,0.00,24943.00,185127.00,0.00,185127.00,82197.00,0.00,98751.00,605.00,9475.00,2376.00,0.00,0.00,0.00,0.00,0.00,0.00,2284.00,2590.00,0.00,28032.00,0.00,28032.00
1981:Q4,550411.00,390331.00,98882.00,9406.00,0.00,68906.00,686.00,0.00,19884.00,0.00,61198.00,550411.00,75499.00,0.00,0.00,30371.00,0.00,30371.00,1048.00,600.00,0.00,0.00,0.00,26261.00,0.00,26261.00,186133.00,0.00,186133.00,83328.00,0.00,100779.00,806.00,10074.00,2333.00,0.00,0.00,0.00,0.00,0.00,0.00,3415.00,2702.00,0.00,27062.00,0.00,27062.00
1982:Q1,562419.00,398241.00,102155.00,9078.00,0.00,72196.00,681.00,0.00,20200.00,0.00,62023.00,562419.00,75237.00,0.00,0.00,31826.00,0.00,31826.00,580.00,532.00,0.00,0.00,0.00,26449.00,0.00,26449.00,189956.00,0.00,189956.00,86550.00,0.00,102002.00,1051.00,9578.00,2620.00,0.00,0.00,0.00,0.00,0.00,0.00,3498.00,2030.00,0.00,30510.00,0.00,30510.00
1982:Q2,569518.00,403341.00,103797.00,8956.00,0.00,73560.00,676.00,0.00,20605.00,0.00,62380.00,569518.00,69066.00,0.00,0.00,30502.00,0.00,30502.00,614.00,480.00,0.00,0.00,0.00,26458.00,0.00,26458.00,194039.00,0.00,194039.00,88940.00,0.00,104416.00,845.00,9551.00,2676.00,0.00,0.00,0.00,0.00,0.00,0.00,4144.00,1333.00,0.00,36454.00,0.00,36454.00
1982:Q3,584852.00,411321.00,107898.00,9620.00,0.00,74607.00,671.00,0.00,23000.00,0.00,65633.00,584852.00,72075.00,0.00,0.00,32447.00,0.00,32447.00,660.00,437.00,0.00,0.00,0.00,26253.00,0.00,26253.00,196997.00,0.00,196997.00,92546.00,0.00,103545.00,674.00,10297.00,2740.00,0.00,0.00,0.00,0.00,0.00,0.00,5242.00,1610.00,0.00,39329.00,0.00,39329.00
1982:Q4,606977.00,420997.00,113667.00,10439.00,0.00,76983.00,666.00,0.00,25579.00,0.00,72313.00,606977.00,68740.00,0.00,0.00,38792.00,0.00,38792.00,657.00,400.00,0.00,0.00,0.00,25794.00,0.00,25794.00,202343.00,0.00,202343.00,95225.00,0.00,102580.00,502.00,10227.00,2771.00,0.00,0.00,0.00,0.00,0.00,0.00,5913.00,1890.00,0.00,51143.00,0.00,51143.00
1983:Q1,616251.00,427194.00,116157.00,10865.00,0.00,77913.00,669.00,46.00,26500.00,164.00,72900.00,616251.00,64584.00,0.00,125.00,44657.00,0.00,44657.00,695.00,363.00,0.00,0.00,0.00,24973.00,0.00,24973.00,207268.00,0.00,207268.00,99222.00,0.00,102388.00,447.00,10874.00,2480.00,0.00,0.00,0.00,0.00,0.00,0.00,4033.00,1925.00,0.00,52217.00,0.00,52217.00
1983:Q2,630287.00,438317.00,118018.00,10775.00,0.00,77959.00,672.00,74.00,28172.00,366.00,73952.00,630287.00,60321.00,0.00,250.00,51975.00,0.00,51975.00,744.00,330.00,0.00,0.00,0.00,23674.00,0.00,23674.00,212725.00,0.00,212725.00,100654.00,0.00,101813.00,507.00,11780.00,2497.00,0.00,0.00,0.00,0.00,0.00,0.00,7128.00,1941.00,0.00,53948.00,0.00,53948.00
1983:Q3,642581.00,442938.00,125138.00,10819.00,1789.00,79715.00,675.00,122.00,31500.00,518.00,74505.00,642581.00,69956.00,0.00,500.00,50342.00,0.00,50342.00,896.00,306.00,0.00,0.00,0.00,22387.00,0.00,22387.00,216799.00,0.00,216799.00,104978.00,0.00,97015.00,513.00,11972.00,2542.00,0.00,0.00,0.00,0.00,0.00,0.00,6727.00,2520.00,0.00,55128.00,0.00,55128.00
1983:Q4,641382.00,446980.00,131309.00,10547.00,2995.00,80976.00,678.00,377.00,35463.00,273.00,63093.00,641382.00,61561.00,0.00,1000.00,54114.00,0.00,54114.00,1053.00,300.00,0.00,0.00,0.00,21597.00,0.00,21597.00,219091.00,0.00,219091.00,107945.00,0.00,93008.00,404.00,12952.00,2557.00,0.00,0.00,0.00,0.00,0.00,0.00,7942.00,3145.00,0.00,54713.00,0.00,54713.00
1984:Q1,649744.00,455202.00,131762.00,10441.00,4750.00,83176.00,1195.00,128.00,31000.00,1072.00,62780.00,649744.00,38635.00,0.00,1781.00,60882.00,360.00,60522.00,1141.00,301.00,0.00,0.00,0.00,22050.00,0.00,22050.00,225266.00,0.00,225266.00,109255.00,0.00,92504.00,514.00,13088.00,2551.00,0.00,0.00,0.00,0.00,13742.00,0.00,7758.00,2870.00,0.00,57406.00,0.00,57406.00
1984:Q2,668746.00,463644.00,141530.00,12548.00,6500.00,82735.00,1720.00,337.00,36727.00,963.00,63572.00,668746.00,45208.00,0.00,2875.00,59321.00,422.00,58899.00,1776.00,311.00,0.00,0.00,0.00,23316.00,0.00,23316.00,231934.00,0.00,231934.00,104616.00,0.00,99453.00,536.00,13068.00,2588.00,0.00,0.00,0.00,0.00,13750.00,0.00,7447.00,2712.00,0.00,59835.00,0.00,59835.00
1984:Q3,693534.00,477439.00,152113.00,12266.00,8250.00,86731.00,2246.00,515.00,41000.00,1105.00,63982.00,693534.00,43027.00,0.00,4031.00,62597.00,435.00,62162.00,2522.00,335.00,0.00,0.00,0.00,24597.00,0.00,24597.00,237366.00,0.00,237366.00,112785.00,0.00,101238.00,574.00,13189.00,2296.00,0.00,0.00,0.00,0.00,14147.00,0.00,8751.00,3220.00,0.00,62859.00,0.00,62859.00
1984:Q4,730601.00,495058.00,176649.00,16041.00,19799.00,90541.00,2822.00,1071.00,45386.00,989.00,58894.00,730601.00,38387.00,0.00,5000.00,68687.00,372.00,68315.00,2818.00,380.00,0.00,0.00,0.00,25745.00,0.00,25745.00,242804.00,0.00,242804.00,123398.00,0.00,102656.00,825.00,14429.00,2160.00,0.00,0.00,0.00,0.00,13580.00,0.00,13673.00,3741.00,0.00,72318.00,0.00,72318.00
1985:Q1,759267.00,513558.00,186221.00,17881.00,24168.00,91061.00,3046.00,382.00,48000.00,1683.00,59488.00,759267.00,60449.00,0.00,5844.00,67597.00,384.00,67213.00,3632.00,433.00,0.00,0.00,0.00,27101.00,0.00,27101.00,251011.00,0.00,251011.00,117214.00,0.00,95328.00,892.00,15525.00,2225.00,0.00,0.00,0.00,0.00,13834.00,0.00,12018.00,4130.00,0.00,82034.00,0.00,82034.00
1985:Q2,800063.00,535693.00,202811.00,19286.00,27753.00,98306.00,3276.00,548.00,51230.00,2412.00,61559.00,800063.00,69754.00,0.00,6625.00,71436.00,365.00,71071.00,4287.00,532.00,0.00,0.00,0.00,29595.00,0.00,29595.00,260497.00,0.00,260497.00,113241.00,0.00,99829.00,819.00,18098.00,2140.00,0.00,0.00,0.00,0.00,14923.00,0.00,17108.00,4570.00,0.00,86609.00,0.00,86609.00
1985:Q3,830411.00,554766.00,213489.00,21657.00,31094.00,98457.00,3516.00,622.00,55000.00,3143.00,62156.00,830411.00,72753.00,0.00,7344.00,71832.00,507.00,71325.00,5506.00,645.00,0.00,0.00,0.00,31697.00,0.00,31697.00,269417.00,0.00,269417.00,108676.00,0.00,104301.00,991.00,19014.00,2348.00,0.00,0.00,0.00,0.00,17404.00,0.00,19171.00,5670.00,0.00,93642.00,0.00,93642.00
1985:Q4,871771.00,578234.00,233108.00,25116.00,34754.00,105288.00,3699.00,1342.00,59776.00,3133.00,60429.00,871771.00,79584.00,0.00,8000.00,74060.00,363.00,73697.00,6348.00,742.00,0.00,0.00,0.00,33930.00,0.00,33930.00,280607.00,0.00,280607.00,97204.00,0.00,107419.00,993.00,22730.00,2508.00,0.00,0.00,0.00,0.00,17309.00,0.00,22855.00,6797.00,0.00,110685.00,0.00,110685.00
1986:Q1,943135.00,614192.00,256496.00,26905.00,43060.00,113787.00,3824.00,990.00,64000.00,3930.00,72447.00,943135.00,103806.00,0.00,8578.00,77249.00,965.00,76284.00,6553.00,795.00,0.00,0.00,0.00,37098.00,0.00,37098.00,292538.00,0.00,292538.00,106477.00,0.00,106515.00,786.00,27362.00,2653.00,0.00,0.00,0.00,0.00,18777.00,0.00,27310.00,6160.00,0.00,120478.00,0.00,120478.00
1986:Q2,1004679.00,653462.00,279499.00,28797.00,50388.00,119721.00,4364.00,1696.00,69549.00,4984.00,71718.00,1004679.00,120190.00,0.00,9062.00,83605.00,1572.00,82033.00,7932.00,831.00,0.00,0.00,0.00,41028.00,0.00,41028.00,303319.00,0.00,303319.00,111581.00,0.00,108323.00,1156.00,33687.00,3098.00,0.00,0.00,0.00,0.00,18823.00,0.00,25834.00,5624.00,0.00,130586.00,0.00,130586.00
1986:Q3,1052275.00,681794.00,297952.00,31276.00,56521.00,124781.00,4977.00,1322.00,73237.00,5838.00,72529.00,1052275.00,110588.00,0.00,9515.00,94177.00,2584.00,91593.00,10125.00,856.00,0.00,0.00,0.00,44936.00,0.00,44936.00,312852.00,0.00,312852.00,121394.00,0.00,112419.00,1551.00,36854.00,3526.00,0.00,0.00,0.00,0.00,23130.00,0.00,24991.00,5863.00,0.00,139498.00,0.00,139498.00
1986:Q4,1103069.00,705350.00,325358.00,32251.00,71423.00,131568.00,8468.00,3397.00,73688.00,4563.00,72361.00,1103069.00,114708.00,0.00,10000.00,99696.00,3697.00,95999.00,11357.00,876.00,0.00,0.00,0.00,48039.00,0.00,48039.00,321431.00,0.00,321431.00,123890.00,0.00,119080.00,1785.00,42231.00,3948.00,0.00,0.00,0.00,0.00,22392.00,0.00,23180.00,5537.00,0.00,154919.00,0.00,154919.00
1987:Q1,1160843.00,730491.00,357605.00,35553.00,89524.00,137525.00,8827.00,2952.00,77836.00,5388.00,72747.00,1160843.00,133154.00,0.00,10516.00,103113.00,3613.00,99500.00,13056.00,900.00,0.00,0.00,0.00,50389.00,0.00,50389.00,336157.00,0.00,336157.00,123347.00,0.00,120602.00,1716.00,47477.00,4061.00,0.00,0.00,0.00,0.00,23284.00,0.00,24317.00,6037.00,0.00,162717.00,0.00,162717.00
1987:Q2,1200412.00,748212.00,379851.00,35271.00,100060.00,143206.00,11231.00,3340.00,81248.00,5495.00,72349.00,1200412.00,148116.00,0.00,11063.00,110386.00,3545.00,106841.00,14869.00,929.00,0.00,0.00,0.00,52038.00,0.00,52038.00,354748.00,0.00,354748.00,120109.00,0.00,117592.00,1745.00,46184.00,4414.00,0.00,0.00,0.00,0.00,22848.00,0.00,21558.00,6384.00,0.00,167429.00,0.00,167429.00
1987:Q3,1249804.00,768763.00,407261.00,36113.00,111512.00,152313.00,13354.00,4022.00,84309.00,5638.00,73780.00,1249804.00,165514.00,0.00,11579.00,118208.00,3781.00,114427.00,14210.00,938.00,0.00,0.00,0.00,53562.00,0.00,53562.00,372364.00,0.00,372364.00,120154.00,0.00,113556.00,1679.00,45634.00,5171.00,0.00,0.00,0.00,0.00,25370.00,0.00,22669.00,6386.00,0.00,172810.00,0.00,172810.00
1987:Q4,1267415.00,784115.00,403960.00,37300.00,113225.00,141186.00,15276.00,3248.00,86478.00,7247.00,79340.00,1267415.00,132340.00,0.00,12000.00,144626.00,19431.00,125195.00,14645.00,899.00,0.00,0.00,0.00,55539.00,0.00,55539.00,388302.00,0.00,388302.00,120002.00,0.00,119528.00,2181.00,44049.00,6092.00,0.00,0.00,0.00,0.00,28095.00,0.00,19388.00,6523.00,0.00,173206.00,0.00,173206.00
1988:Q1,1307694.00,809612.00,414970.00,37169.00,124914.00,139103.00,15762.00,3498.00,86767.00,7757.00,83112.00,1307694.00,132159.00,0.00,12313.00,156022.00,17480.00,138542.00,14894.00,727.00,0.00,0.00,0.00,57811.00,0.00,57811.00,407973.00,0.00,407973.00,117049.00,0.00,121679.00,3423.00,44370.00,7943.00,0.00,0.00,0.00,0.00,29466.00,0.00,22038.00,5840.00,0.00,173987.00,0.00,173987.00
1988:Q2,1360013.00,840675.00,436356.00,38476.00,133091.00,145961.00,16299.00,5327.00,90254.00,6948.00,82982.00,1360013.00,130993.00,0.00,12501.00,169680.00,21012.00,148668.00,14951.00,436.00,0.00,0.00,0.00,60219.00,0.00,60219.00,423349.00,0.00,423349.00,116670.00,0.00,131453.00,2671.00,45712.00,11165.00,0.00,0.00,0.00,0.00,32269.00,0.00,23700.00,5758.00,0.00,178486.00,0.00,178486.00
1988:Q3,1396320.00,865654.00,446377.00,38686.00,139453.00,147367.00,16346.00,5511.00,91495.00,7519.00,84289.00,1396320.00,129804.00,0.00,12689.00,174931.00,23189.00,151742.00,14329.00,147.00,0.00,0.00,0.00,62819.00,0.00,62819.00,438942.00,0.00,438942.00,122608.00,3.00,131466.00,2503.00,45285.00,14089.00,0.00,0.00,0.00,0.00,31672.00,0.00,25574.00,5891.00,0.00,183568.00,0.00,183568.00
1988:Q4,1469951.00,887232.00,456138.00,38909.00,147585.00,147040.00,17066.00,7517.00,91838.00,6183.00,126581.00,1469951.00,160469.00,0.00,13000.00,174044.00,24363.00,149681.00,13937.00,30.00,0.00,0.00,0.00,65667.00,0.00,65667.00,457494.00,0.00,457494.00,125572.00,4.00,138212.00,2328.00,46943.00,16537.00,0.00,0.00,0.00,0.00,32918.00,0.00,29141.00,6656.00,0.00,186999.00,0.00,186999.00
1989:Q1,1524074.00,901803.00,494387.00,38316.00,185757.00,144554.00,17798.00,9649.00,91937.00,6376.00,127884.00,1524074.00,190448.00,0.00,13438.00,164037.00,27180.00,136857.00,12726.00,23.00,0.00,0.00,0.00,68862.00,0.00,68862.00,469576.00,0.00,469576.00,125628.00,7.00,145739.00,2708.00,47722.00,17399.00,0.00,0.00,0.00,0.00,33992.00,0.00,32066.00,6606.00,0.00,193097.00,0.00,193097.00
1989:Q2,1557570.00,923201.00,504790.00,39065.00,184810.00,152495.00,18064.00,10865.00,92896.00,6595.00,129579.00,1557570.00,191784.00,0.00,14001.00,160018.00,27962.00,132056.00,12776.00,15.00,0.00,0.00,0.00,72504.00,0.00,72504.00,488548.00,0.00,488548.00,129087.00,10.00,149842.00,3425.00,50071.00,16230.00,0.00,0.00,0.00,0.00,36113.00,0.00,31710.00,6535.00,0.00,194901.00,0.00,194901.00
1989:Q3,1582392.00,939038.00,512192.00,38934.00,184205.00,158267.00,18265.00,10128.00,94436.00,7957.00,131162.00,1582392.00,197838.00,0.00,14564.00,156431.00,28738.00,127693.00,14040.00,34.00,0.00,0.00,0.00,76139.00,0.00,76139.00,498894.00,0.00,498894.00,132805.00,13.00,149978.00,3929.00,49971.00,16978.00,0.00,0.00,0.00,0.00,37252.00,0.00,31358.00,6265.00,0.00,195903.00,0.00,195903.00
1989:Q4,1621894.00,961079.00,525455.00,38288.00,194110.00,162688.00,18020.00,13783.00,93709.00,4857.00,135360.00,1621894.00,199526.00,0.00,15000.00,152845.00,28866.00,123979.00,14992.00,65.00,0.00,0.00,0.00,79311.00,0.00,79311.00,511045.00,0.00,511045.00,137739.00,18.00,152597.00,3766.00,51216.00,16660.00,0.00,0.00,0.00,0.00,38981.00,0.00,32872.00,7478.00,0.00,207783.00,0.00,207783.00
1990:Q1,1644452.00,967962.00,532572.00,37042.00,201446.00,164666.00,17772.00,12289.00,92481.00,6876.00,143918.00,1644452.00,198534.00,0.00,15313.00,153789.00,30818.00,122971.00,16365.00,867.00,0.00,0.00,0.00,82105.00,0.00,82105.00,524257.00,0.00,524257.00,140513.00,27.00,155216.00,4168.00,52276.00,18324.00,0.00,0.00,0.00,0.00,38818.00,0.00,26977.00,7960.00,0.00,208943.00,0.00,208943.00
1990:Q2,1683114.00,984418.00,549871.00,34488.00,214323.00,170880.00,18243.00,10825.00,91132.00,9980.00,148825.00,1683114.00,206644.00,0.00,15501.00,149386.00,27774.00,121612.00,16121.00,56.00,0.00,0.00,0.00,84606.00,0.00,84606.00,540634.00,0.00,540634.00,148129.00,37.00,153595.00,5396.00,55055.00,17234.00,0.00,0.00,0.00,0.00,40978.00,0.00,30696.00,6358.00,0.00,212688.00,0.00,212688.00
1990:Q3,1695716.00,991867.00,554534.00,32808.00,223626.00,171573.00,17389.00,14312.00,86774.00,8052.00,149315.00,1695716.00,209907.00,0.00,15689.00,143519.00,27573.00,115946.00,16590.00,45.00,0.00,0.00,0.00,86930.00,0.00,86930.00,555518.00,0.00,555518.00,153137.00,46.00,148832.00,2790.00,53917.00,16594.00,0.00,0.00,0.00,0.00,42534.00,0.00,30738.00,6149.00,0.00,212781.00,0.00,212781.00
1990:Q4,1740719.00,1008167.00,579956.00,36935.00,237786.00,179451.00,18078.00,15289.00,84696.00,7721.00,152596.00,1740719.00,249162.00,0.00,16000.00,141070.00,30290.00,110780.00,18002.00,48.00,0.00,0.00,0.00,89192.00,0.00,89192.00,566879.00,0.00,566879.00,157451.00,92.00,142136.00,2007.00,55370.00,15741.00,0.00,0.00,0.00,0.00,44427.00,0.00,28902.00,5583.00,0.00,208657.00,0.00,208657.00
1991:Q1,1780022.00,1027331.00,596966.00,35937.00,246900.00,183487.00,18554.00,16421.00,86678.00,8989.00,155725.00,1780022.00,261296.00,0.00,16422.00,136653.00,56777.00,79876.00,17884.00,104.00,0.00,0.00,0.00,91871.00,0.00,91871.00,577500.00,0.00,577500.00,164766.00,117.00,136287.00,2433.00,65027.00,15133.00,0.00,0.00,0.00,0.00,46522.00,0.00,29191.00,5339.00,0.00,213477.00,0.00,213477.00
1991:Q2,1826694.00,1051467.00,616751.00,35704.00,258999.00,186467.00,18246.00,18154.00,87225.00,11956.00,158476.00,1826694.00,272554.00,0.00,16938.00,131464.00,57849.00,73615.00,17948.00,254.00,0.00,0.00,0.00,94093.00,0.00,94093.00,593167.00,0.00,593167.00,167608.00,130.00,134043.00,3307.00,73638.00,15017.00,0.00,0.00,0.00,0.00,48812.00,0.00,33657.00,4996.00,0.00,219068.00,0.00,219068.00
1991:Q3,1864061.00,1071876.00,629798.00,33498.00,274206.00,187118.00,17780.00,18212.00,85826.00,13158.00,162387.00,1864061.00,257445.00,0.00,17485.00,140006.00,57514.00,82492.00,19256.00,324.00,0.00,0.00,0.00,95859.00,0.00,95859.00,598840.00,0.00,598840.00,174489.00,142.00,141610.00,2899.00,81717.00,14431.00,0.00,0.00,0.00,0.00,54108.00,0.00,37496.00,5094.00,0.00,222860.00,0.00,222860.00
1991:Q4,1903119.00,1086935.00,651906.00,33784.00,284230.00,194283.00,17946.00,19000.00,87993.00,14670.00,164278.00,1903119.00,248828.00,0.00,18000.00,142459.00,58877.00,83582.00,21805.00,145.00,0.00,0.00,0.00,97168.00,0.00,97168.00,595082.00,0.00,595082.00,178532.00,157.00,144711.00,3894.00,96960.00,14102.00,0.00,0.00,0.00,0.00,59266.00,0.00,40884.00,5115.00,0.00,236011.00,0.00,236011.00
1992:Q1,1955755.00,1106050.00,675150.00,32344.00,298343.00,196335.00,19077.00,19686.00,90986.00,18379.00,174555.00,1955755.00,260579.00,0.00,18453.00,140707.00,57672.00,83035.00,21122.00,174.00,0.00,0.00,0.00,97836.00,0.00,97836.00,607791.00,0.00,607791.00,185135.00,178.00,150253.00,3892.00,105926.00,15405.00,0.00,0.00,0.00,0.00,58637.00,151.00,44706.00,4749.00,0.00,240061.00,0.00,240061.00
1992:Q2,2000782.00,1125491.00,695749.00,34262.00,311255.00,199431.00,17917.00,23104.00,90214.00,19566.00,179542.00,2000782.00,263032.00,0.00,19312.00,137167.00,54007.00,83160.00,21016.00,290.00,0.00,0.00,0.00,97678.00,0.00,97678.00,624795.00,0.00,624795.00,189945.00,195.00,154222.00,5187.00,117154.00,15976.00,0.00,0.00,0.00,0.00,55935.00,352.00,47595.00,4907.00,0.00,246024.00,0.00,246024.00
1992:Q3,2042098.00,1140928.00,717715.00,36297.00,325499.00,199862.00,17888.00,22706.00,92264.00,23199.00,183455.00,2042098.00,248291.00,0.00,20165.00,141358.00,53479.00,87879.00,22556.00,308.00,0.00,0.00,0.00,97435.00,0.00,97435.00,638765.00,0.00,638765.00,199439.00,220.00,149372.00,5648.00,127312.00,16702.00,0.00,0.00,0.00,0.00,59092.00,654.00,58189.00,5441.00,0.00,251151.00,0.00,251151.00
1992:Q4,2089258.00,1154504.00,741221.00,38997.00,338675.00,203140.00,18229.00,21694.00,94125.00,26361.00,193533.00,2089258.00,270329.00,0.00,20900.00,146592.00,51865.00,94727.00,22607.00,387.00,0.00,0.00,0.00,97846.00,0.00,97846.00,653943.00,0.00,653943.00,206165.00,241.00,156882.00,6390.00,124186.00,18342.00,0.00,0.00,0.00,0.00,61171.00,1015.00,50858.00,5446.00,0.00,245958.00,0.00,245958.00
1993:Q1,2192937.00,1212362.00,767168.00,39236.00,353742.00,204860.00,18329.00,19323.00,97136.00,34542.00,213407.00,2192937.00,304419.00,0.00,22116.00,151255.00,53979.00,97276.00,23395.00,475.00,0.00,0.00,0.00,98854.00,0.00,98854.00,674533.00,0.00,674533.00,214214.00,262.00,160697.00,7552.00,142005.00,19802.00,0.00,1000.00,1000.00,0.00,64966.00,1079.00,59851.00,5382.00,1000.00,240080.00,0.00,240080.00
